GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,OP NAME,DEVICE KERNEL DURATION [ns]
3191808,0,4,0,,1869
3191808,0,5,0,,1885
3191808,0,6,0,,1782
3191808,0,7,0,,1768
3191808,0,8,0,,1866
3191808,0,9,0,,1917
3191808,0,10,0,,1837
3192832,0,1,0,,10316
3192832,0,2,0,,10319
3192832,0,3,0,,10299
3192832,0,4,0,,10209
3192832,0,5,0,,10216
3192832,0,6,0,,10186
3192832,0,7,0,,10217
3192832,0,8,0,,10293
3192832,0,9,0,,10182
3192832,0,10,0,,10317
3193856,0,1,0,,4404
3193856,0,2,0,,4424
3193856,0,3,0,,4402
3193856,0,4,0,,4370
3193856,0,5,0,,4442
3193856,0,6,0,,4339
3193856,0,7,0,,4386
3193856,0,8,0,,4381
3193856,0,9,0,,4364
3193856,0,10,0,,4444
3194880,0,1,0,,2636
3194880,0,2,0,,2675
3194880,0,3,0,,2613
3194880,0,4,0,,2632
3194880,0,5,0,,2630
3194880,0,6,0,,2590
3194880,0,7,0,,2693
3194880,0,8,0,,2622
3194880,0,9,0,,2687
3194880,0,10,0,,2635
3195904,0,1,0,,5272
3195904,0,2,0,,5315
3195904,0,3,0,,5284
3195904,0,4,0,,5313
3195904,0,5,0,,5278
3195904,0,6,0,,5271
3195904,0,7,0,,5254
3195904,0,8,0,,5299
3195904,0,9,0,,5319
3195904,0,10,0,,5305
3196928,0,1,0,,9064
3196928,0,2,0,,9219
3196928,0,3,0,,9234
3196928,0,4,0,,9261
3196928,0,5,0,,9256
3196928,0,6,0,,9173
3196928,0,7,0,,9160
3196928,0,8,0,,9011
3196928,0,9,0,,9170
3196928,0,10,0,,9001
3197952,0,1,0,,5931
3197952,0,2,0,,6005
3197952,0,3,0,,5928
3197952,0,4,0,,5993
3197952,0,5,0,,5924
3197952,0,6,0,,5856
3197952,0,7,0,,5921
3197952,0,8,0,,5925
3197952,0,9,0,,6059
3197952,0,10,0,,5969
3198976,0,1,0,,15373
3198976,0,2,0,,14853
3198976,0,3,0,,15479
3198976,0,4,0,,15328
3198976,0,5,0,,15370
3198976,0,6,0,,15529
3198976,0,7,0,,15383
3198976,0,8,0,,15319
3198976,0,9,0,,15127
3198976,0,10,0,,15524
3200000,0,1,0,,24261
3200000,0,2,0,,20319
3200000,0,3,0,,19804
3200000,0,4,0,,19920
3200000,0,5,0,,20126
3200000,0,6,0,,20221
3200000,0,7,0,,20104
3200000,0,8,0,,20004
3200000,0,9,0,,20632
3200000,0,10,0,,19836
3201024,0,1,0,,25313
3201024,0,2,0,,27668
3201024,0,3,0,,28496
3201024,0,4,0,,27469
3201024,0,5,0,,27897
3201024,0,6,0,,27725
3201024,0,7,0,,27475
3201024,0,8,0,,27503
3201024,0,9,0,,27028
3201024,0,10,0,,27306
3202048,0,1,0,,5427
3202048,0,2,0,,5233
3202048,0,3,0,,5279
3202048,0,4,0,,5208
3202048,0,5,0,,5369
3202048,0,6,0,,5236
3202048,0,7,0,,5160
3202048,0,8,0,,5318
3202048,0,9,0,,5301
3202048,0,10,0,,5187
3203072,0,1,0,,2125
3203072,0,2,0,,2146
3203072,0,3,0,,2377
3203072,0,4,0,,2197
3203072,0,5,0,,2148
3203072,0,6,0,,2139
3203072,0,7,0,,2451
3203072,0,8,0,,2406
3203072,0,9,0,,2238
3203072,0,10,0,,2386
3204096,0,1,0,,7858
3204096,0,2,0,,7922
3204096,0,3,0,,8109
3204096,0,4,0,,7911
3204096,0,5,0,,7850
3204096,0,6,0,,7776
3204096,0,7,0,,8047
3204096,0,8,0,,8050
3204096,0,9,0,,8022
3204096,0,10,0,,8016
3205120,0,1,0,,3881
3205120,0,2,0,,3847
3205120,0,3,0,,3635
3205120,0,4,0,,3595
3205120,0,5,0,,3671
3205120,0,6,0,,3447
3205120,0,7,0,,3576
3205120,0,8,0,,3659
3205120,0,9,0,,3621
3205120,0,10,0,,3564
3206144,0,1,0,,47690
3206144,0,2,0,,47644
3206144,0,3,0,,47576
3206144,0,4,0,,48159
3206144,0,5,0,,47929
3206144,0,6,0,,47558
3206144,0,7,0,,47544
3206144,0,8,0,,47790
3206144,0,9,0,,47564
3206144,0,10,0,,47604
3207168,0,1,0,,47380
3207168,0,2,0,,47304
3207168,0,3,0,,47327
3207168,0,4,0,,47319
3207168,0,5,0,,47593
3207168,0,6,0,,47444
3207168,0,7,0,,47799
3207168,0,8,0,,47768
3207168,0,9,0,,47259
3207168,0,10,0,,47381
3208192,0,1,0,,8367
3208192,0,2,0,,8021
3208192,0,3,0,,7881
3208192,0,4,0,,8453
3208192,0,5,0,,8078
3208192,0,6,0,,8268
3208192,0,7,0,,8359
3208192,0,8,0,,8076
3208192,0,9,0,,8351
3208192,0,10,0,,7965
3209216,0,1,0,,9764
3209216,0,2,0,,8949
3209216,0,3,0,,9227
3209216,0,4,0,,9535
3209216,0,5,0,,9555
3209216,0,6,0,,9148
3209216,0,7,0,,9539
3209216,0,8,0,,9347
3209216,0,9,0,,9284
3209216,0,10,0,,9644
3210240,0,1,0,,60014
3210240,0,2,0,,59950
3210240,0,3,0,,59782
3210240,0,4,0,,60050
3210240,0,5,0,,59927
3210240,0,6,0,,60053
3210240,0,7,0,,59878
3210240,0,8,0,,59930
3210240,0,9,0,,59975
3210240,0,10,0,,59979
3211264,0,1,0,,22185
3211264,0,2,0,,24444
3211264,0,3,0,,24395
3211264,0,4,0,,24279
3211264,0,5,0,,22727
3211264,0,6,0,,24320
3211264,0,7,0,,22354
3211264,0,8,0,,22798
3211264,0,9,0,,24113
3211264,0,10,0,,24232
3212288,0,1,0,,27133
3212288,0,2,0,,24247
3212288,0,3,0,,26060
3212288,0,4,0,,26172
3212288,0,5,0,,26828
3212288,0,6,0,,26975
3212288,0,7,0,,27810
3212288,0,8,0,,25929
3212288,0,9,0,,27023
3212288,0,10,0,,25245
3213312,0,1,0,,4003
3213312,0,2,0,,3919
3213312,0,3,0,,4039
3213312,0,4,0,,4036
3213312,0,5,0,,3898
3213312,0,6,0,,4058
3213312,0,7,0,,4225
3213312,0,8,0,,4134
3213312,0,9,0,,4107
3213312,0,10,0,,4025
3214336,0,1,0,,2955
3214336,0,2,0,,3054
3214336,0,3,0,,2974
3214336,0,4,0,,3147
3214336,0,5,0,,3024
3214336,0,6,0,,3024
3214336,0,7,0,,2894
3214336,0,8,0,,2949
3214336,0,9,0,,3219
3214336,0,10,0,,3022
3215360,0,1,0,,8304
3215360,0,2,0,,8290
3215360,0,3,0,,8244
3215360,0,4,0,,8172
3215360,0,5,0,,8239
3215360,0,6,0,,8285
3215360,0,7,0,,8232
3215360,0,8,0,,8101
3215360,0,9,0,,8289
3215360,0,10,0,,8265
3216384,0,1,0,,3554
3216384,0,2,0,,3512
3216384,0,3,0,,3821
3216384,0,4,0,,3658
3216384,0,5,0,,3616
3216384,0,6,0,,3469
3216384,0,7,0,,3887
3216384,0,8,0,,3489
3216384,0,9,0,,3350
3216384,0,10,0,,3821
3217408,0,1,0,,39514
3217408,0,2,0,,39489
3217408,0,3,0,,39758
3217408,0,4,0,,39710
3217408,0,5,0,,39684
3217408,0,6,0,,39794
3217408,0,7,0,,39501
3217408,0,8,0,,39797
3217408,0,9,0,,39699
3217408,0,10,0,,39735
3218432,0,1,0,,17378
3218432,0,2,0,,17587
3218432,0,3,0,,17272
3218432,0,4,0,,17413
3218432,0,5,0,,17512
3218432,0,6,0,,17336
3218432,0,7,0,,17407
3218432,0,8,0,,17354
3218432,0,9,0,,17272
3218432,0,10,0,,17312
3219456,0,1,0,,1692
3219456,0,2,0,,1753
3219456,0,3,0,,1781
3219456,0,4,0,,1688
3219456,0,5,0,,1736
3219456,0,6,0,,1707
3219456,0,7,0,,1737
3219456,0,8,0,,1759
3219456,0,9,0,,1789
3219456,0,10,0,,1748
3220480,0,1,0,,1606
3220480,0,2,0,,1783
3220480,0,3,0,,1771
3220480,0,4,0,,1680
3220480,0,5,0,,1784
3220480,0,6,0,,1640
3220480,0,7,0,,1643
3220480,0,8,0,,1830
3220480,0,9,0,,1710
3220480,0,10,0,,1783
3221504,0,1,0,,2174
3221504,0,2,0,,2293
3221504,0,3,0,,2336
3221504,0,4,0,,2247
3221504,0,5,0,,2306
3221504,0,6,0,,2096
3221504,0,7,0,,2105
3221504,0,8,0,,2282
3221504,0,9,0,,2264
3221504,0,10,0,,2237
3222528,0,1,0,,2002
3222528,0,2,0,,1896
3222528,0,3,0,,1951
3222528,0,4,0,,1835
3222528,0,5,0,,1958
3222528,0,6,0,,1854
3222528,0,7,0,,1930
3222528,0,8,0,,1904
3222528,0,9,0,,1897
3222528,0,10,0,,1861
3223552,0,1,0,,2739
3223552,0,2,0,,2754
3223552,0,3,0,,2961
3223552,0,4,0,,2768
3223552,0,5,0,,2856
3223552,0,6,0,,2736
3223552,0,7,0,,2819
3223552,0,8,0,,2689
3223552,0,9,0,,2621
3223552,0,10,0,,2776
3224576,0,1,0,,2747
3224576,0,2,0,,2684
3224576,0,3,0,,2689
3224576,0,4,0,,2792
3224576,0,5,0,,2790
3224576,0,6,0,,2883
3224576,0,7,0,,2719
3224576,0,8,0,,2687
3224576,0,9,0,,2736
3224576,0,10,0,,2813
3225600,0,1,0,,2650
3225600,0,2,0,,2801
3225600,0,3,0,,2813
3225600,0,4,0,,2816
3225600,0,5,0,,2688
3225600,0,6,0,,2773
3225600,0,7,0,,2856
3225600,0,8,0,,2835
3225600,0,9,0,,2875
3225600,0,10,0,,2830
3226624,0,1,0,,1716
3226624,0,2,0,,1699
3226624,0,3,0,,1753
3226624,0,4,0,,1707
3226624,0,5,0,,1735
3226624,0,6,0,,1473
3226624,0,7,0,,1510
3226624,0,8,0,,1697
3226624,0,9,0,,1599
3226624,0,10,0,,1759
3227648,0,1,0,,1711
3227648,0,2,0,,1694
3227648,0,3,0,,1707
3227648,0,4,0,,3093
3227648,0,5,0,,1650
3227648,0,6,0,,1446
3227648,0,7,0,,3015
3227648,0,8,0,,1625
3227648,0,9,0,,1513
3227648,0,10,0,,1867
3228672,0,1,0,,2109
3228672,0,2,0,,2207
3228672,0,3,0,,2193
3228672,0,4,0,,2211
3228672,0,5,0,,2326
3228672,0,6,0,,2183
3228672,0,7,0,,2236
3228672,0,8,0,,2152
3228672,0,9,0,,2167
3228672,0,10,0,,2221
3229696,0,1,0,,2093
3229696,0,2,0,,1881
3229696,0,3,0,,1876
3229696,0,4,0,,1708
3229696,0,5,0,,1849
3229696,0,6,0,,1877
3229696,0,7,0,,1825
3229696,0,8,0,,2310
3229696,0,9,0,,3264
3229696,0,10,0,,1774
3230720,0,1,0,,2742
3230720,0,2,0,,3454
3230720,0,3,0,,2654
3230720,0,4,0,,2653
3230720,0,5,0,,2837
3230720,0,6,0,,3913
3230720,0,7,0,,2604
3230720,0,8,0,,2526
3230720,0,9,0,,2761
3230720,0,10,0,,2707
3231744,0,1,0,,2711
3231744,0,2,0,,2978
3231744,0,3,0,,2712
3231744,0,4,0,,3031
3231744,0,5,0,,2674
3231744,0,6,0,,2804
3231744,0,7,0,,2815
3231744,0,8,0,,2753
3231744,0,9,0,,2625
3231744,0,10,0,,2853
3232768,0,1,0,,2661
3232768,0,2,0,,2807
3232768,0,3,0,,2341
3232768,0,4,0,,2699
3232768,0,5,0,,2590
3232768,0,6,0,,2733
3232768,0,7,0,,2739
3232768,0,8,0,,2858
3232768,0,9,0,,2632
3232768,0,10,0,,2533
3233792,0,1,0,,1796
3233792,0,2,0,,1783
3233792,0,3,0,,1821
3233792,0,4,0,,1986
3233792,0,5,0,,1861
3233792,0,6,0,,1795
3233792,0,7,0,,1815
3233792,0,8,0,,1804
3233792,0,9,0,,1925
3233792,0,10,0,,1796
3234816,0,1,0,,10343
3234816,0,2,0,,10401
3234816,0,3,0,,10251
3234816,0,4,0,,10227
3234816,0,5,0,,10164
3234816,0,6,0,,10257
3234816,0,7,0,,10254
3234816,0,8,0,,10190
3234816,0,9,0,,10374
3234816,0,10,0,,10239
3235840,0,1,0,,4293
3235840,0,2,0,,4340
3235840,0,3,0,,4384
3235840,0,4,0,,4316
3235840,0,5,0,,4357
3235840,0,6,0,,4419
3235840,0,7,0,,4341
3235840,0,8,0,,4453
3235840,0,9,0,,4341
3235840,0,10,0,,4425
3236864,0,1,0,,2683
3236864,0,2,0,,2579
3236864,0,3,0,,2623
3236864,0,4,0,,2673
3236864,0,5,0,,2633
3236864,0,6,0,,2740
3236864,0,7,0,,2603
3236864,0,8,0,,2620
3236864,0,9,0,,2568
3236864,0,10,0,,2696
3237888,0,1,0,,5274
3237888,0,2,0,,5269
3237888,0,3,0,,5238
3237888,0,4,0,,5290
3237888,0,5,0,,5299
3237888,0,6,0,,5280
3237888,0,7,0,,5266
3237888,0,8,0,,5321
3237888,0,9,0,,5230
3237888,0,10,0,,5329
3238912,0,1,0,,9157
3238912,0,2,0,,9512
3238912,0,3,0,,9410
3238912,0,4,0,,9270
3238912,0,5,0,,9001
3238912,0,6,0,,9070
3238912,0,7,0,,9166
3238912,0,8,0,,9082
3238912,0,9,0,,9529
3238912,0,10,0,,9052
3239936,0,1,0,,5781
3239936,0,2,0,,5937
3239936,0,3,0,,5973
3239936,0,4,0,,5857
3239936,0,5,0,,5861
3239936,0,6,0,,6069
3239936,0,7,0,,6125
3239936,0,8,0,,5970
3239936,0,9,0,,5912
3239936,0,10,0,,5854
3240960,0,1,0,,15230
3240960,0,2,0,,15475
3240960,0,3,0,,15533
3240960,0,4,0,,15507
3240960,0,5,0,,15400
3240960,0,6,0,,15450
3240960,0,7,0,,15368
3240960,0,8,0,,15217
3240960,0,9,0,,15549
3240960,0,10,0,,15439
3241984,0,1,0,,26033
3241984,0,2,0,,25310
3241984,0,3,0,,26533
3241984,0,4,0,,22504
3241984,0,5,0,,21370
3241984,0,6,0,,22611
3241984,0,7,0,,22467
3241984,0,8,0,,24039
3241984,0,9,0,,24499
3241984,0,10,0,,23437
3243008,0,1,0,,24413
3243008,0,2,0,,27479
3243008,0,3,0,,25665
3243008,0,4,0,,27135
3243008,0,5,0,,27596
3243008,0,6,0,,27364
3243008,0,7,0,,25507
3243008,0,8,0,,26096
3243008,0,9,0,,26444
3243008,0,10,0,,28047
3244032,0,1,0,,5111
3244032,0,2,0,,5301
3244032,0,3,0,,5189
3244032,0,4,0,,5258
3244032,0,5,0,,5252
3244032,0,6,0,,5100
3244032,0,7,0,,5347
3244032,0,8,0,,5096
3244032,0,9,0,,5230
3244032,0,10,0,,5269
3245056,0,1,0,,2429
3245056,0,2,0,,2447
3245056,0,3,0,,2501
3245056,0,4,0,,2449
3245056,0,5,0,,2284
3245056,0,6,0,,2441
3245056,0,7,0,,2493
3245056,0,8,0,,2464
3245056,0,9,0,,2499
3245056,0,10,0,,2338
3246080,0,1,0,,7845
3246080,0,2,0,,7926
3246080,0,3,0,,7999
3246080,0,4,0,,8041
3246080,0,5,0,,7889
3246080,0,6,0,,7887
3246080,0,7,0,,7880
3246080,0,8,0,,8192
3246080,0,9,0,,8241
3246080,0,10,0,,7876
3247104,0,1,0,,3905
3247104,0,2,0,,3667
3247104,0,3,0,,3864
3247104,0,4,0,,3774
3247104,0,5,0,,3825
3247104,0,6,0,,3848
3247104,0,7,0,,3618
3247104,0,8,0,,3625
3247104,0,9,0,,3786
3247104,0,10,0,,3686
3248128,0,1,0,,47954
3248128,0,2,0,,47841
3248128,0,3,0,,47958
3248128,0,4,0,,47730
3248128,0,5,0,,48012
3248128,0,6,0,,47616
3248128,0,7,0,,47550
3248128,0,8,0,,47691
3248128,0,9,0,,47707
3248128,0,10,0,,47679
3249152,0,1,0,,47679
3249152,0,2,0,,47395
3249152,0,3,0,,47359
3249152,0,4,0,,47575
3249152,0,5,0,,47555
3249152,0,6,0,,47414
3249152,0,7,0,,47520
3249152,0,8,0,,47462
3249152,0,9,0,,47461
3249152,0,10,0,,47683
3250176,0,1,0,,7950
3250176,0,2,0,,8279
3250176,0,3,0,,7911
3250176,0,4,0,,7950
3250176,0,5,0,,8092
3250176,0,6,0,,7899
3250176,0,7,0,,7884
3250176,0,8,0,,7860
3250176,0,9,0,,7865
3250176,0,10,0,,7998
3251200,0,1,0,,9211
3251200,0,2,0,,9275
3251200,0,3,0,,9215
3251200,0,4,0,,9293
3251200,0,5,0,,9673
3251200,0,6,0,,9520
3251200,0,7,0,,9339
3251200,0,8,0,,9287
3251200,0,9,0,,9394
3251200,0,10,0,,9299
3252224,0,1,0,,59964
3252224,0,2,0,,59967
3252224,0,3,0,,60124
3252224,0,4,0,,59857
3252224,0,5,0,,59779
3252224,0,6,0,,60130
3252224,0,7,0,,59886
3252224,0,8,0,,59945
3252224,0,9,0,,59744
3252224,0,10,0,,59866
3253248,0,1,0,,25818
3253248,0,2,0,,23900
3253248,0,3,0,,25984
3253248,0,4,0,,25970
3253248,0,5,0,,22597
3253248,0,6,0,,24276
3253248,0,7,0,,24613
3253248,0,8,0,,24412
3253248,0,9,0,,24314
3253248,0,10,0,,22464
3254272,0,1,0,,24405
3254272,0,2,0,,26358
3254272,0,3,0,,25106
3254272,0,4,0,,26399
3254272,0,5,0,,27941
3254272,0,6,0,,24961
3254272,0,7,0,,25356
3254272,0,8,0,,26392
3254272,0,9,0,,25980
3254272,0,10,0,,25993
3255296,0,1,0,,3987
3255296,0,2,0,,4004
3255296,0,3,0,,3916
3255296,0,4,0,,3943
3255296,0,5,0,,3944
3255296,0,6,0,,4165
3255296,0,7,0,,3916
3255296,0,8,0,,3956
3255296,0,9,0,,3853
3255296,0,10,0,,3888
3256320,0,1,0,,3104
3256320,0,2,0,,3154
3256320,0,3,0,,3039
3256320,0,4,0,,3085
3256320,0,5,0,,3162
3256320,0,6,0,,2897
3256320,0,7,0,,3134
3256320,0,8,0,,3069
3256320,0,9,0,,3110
3256320,0,10,0,,3136
3257344,0,1,0,,8390
3257344,0,2,0,,8307
3257344,0,3,0,,8293
3257344,0,4,0,,8292
3257344,0,5,0,,8372
3257344,0,6,0,,8410
3257344,0,7,0,,8259
3257344,0,8,0,,8379
3257344,0,9,0,,8415
3257344,0,10,0,,8357
3258368,0,1,0,,3710
3258368,0,2,0,,3581
3258368,0,3,0,,3436
3258368,0,4,0,,3845
3258368,0,5,0,,3751
3258368,0,6,0,,3612
3258368,0,7,0,,3461
3258368,0,8,0,,3585
3258368,0,9,0,,3627
3258368,0,10,0,,3704
3259392,0,1,0,,39684
3259392,0,2,0,,39604
3259392,0,3,0,,39778
3259392,0,4,0,,39654
3259392,0,5,0,,39787
3259392,0,6,0,,39986
3259392,0,7,0,,39728
3259392,0,8,0,,39813
3259392,0,9,0,,39680
3259392,0,10,0,,39577
3260416,0,1,0,,17248
3260416,0,2,0,,17317
3260416,0,3,0,,17294
3260416,0,4,0,,17494
3260416,0,5,0,,19221
3260416,0,6,0,,17165
3260416,0,7,0,,17057
3260416,0,8,0,,17301
3260416,0,9,0,,17227
3260416,0,10,0,,17029
3261440,0,1,0,,1679
3261440,0,2,0,,1750
3261440,0,3,0,,1692
3261440,0,4,0,,1688
3261440,0,5,0,,1782
3261440,0,6,0,,1698
3261440,0,7,0,,1679
3261440,0,8,0,,1698
3261440,0,9,0,,1759
3261440,0,10,0,,1797
3262464,0,1,0,,1701
3262464,0,2,0,,1764
3262464,0,3,0,,1707
3262464,0,4,0,,1623
3262464,0,5,0,,1784
3262464,0,6,0,,1736
3262464,0,7,0,,1719
3262464,0,8,0,,1751
3262464,0,9,0,,1768
3262464,0,10,0,,1771
3263488,0,1,0,,2246
3263488,0,2,0,,2256
3263488,0,3,0,,2251
3263488,0,4,0,,2107
3263488,0,5,0,,2234
3263488,0,6,0,,2195
3263488,0,7,0,,2236
3263488,0,8,0,,2150
3263488,0,9,0,,2262
3263488,0,10,0,,2259
3264512,0,1,0,,1876
3264512,0,2,0,,1870
3264512,0,3,0,,1839
3264512,0,4,0,,1836
3264512,0,5,0,,1845
3264512,0,6,0,,1835
3264512,0,7,0,,1862
3264512,0,8,0,,1890
3264512,0,9,0,,1856
3264512,0,10,0,,1873
3265536,0,1,0,,2787
3265536,0,2,0,,2727
3265536,0,3,0,,2923
3265536,0,4,0,,2807
3265536,0,5,0,,2755
3265536,0,6,0,,2639
3265536,0,7,0,,2773
3265536,0,8,0,,2702
3265536,0,9,0,,2951
3265536,0,10,0,,2736
3266560,0,1,0,,2708
3266560,0,2,0,,2676
3266560,0,3,0,,2670
3266560,0,4,0,,2634
3266560,0,5,0,,2685
3266560,0,6,0,,2787
3266560,0,7,0,,2687
3266560,0,8,0,,2806
3266560,0,9,0,,2650
3266560,0,10,0,,2772
3267584,0,1,0,,2816
3267584,0,2,0,,2829
3267584,0,3,0,,2705
3267584,0,4,0,,2839
3267584,0,5,0,,2848
3267584,0,6,0,,2924
3267584,0,7,0,,2752
3267584,0,8,0,,2739
3267584,0,9,0,,2987
3267584,0,10,0,,2826
3268608,0,1,0,,1781
3268608,0,2,0,,1675
3268608,0,3,0,,1740
3268608,0,4,0,,1680
3268608,0,5,0,,1792
3268608,0,6,0,,1767
3268608,0,7,0,,1601
3268608,0,8,0,,1696
3268608,0,9,0,,1447
3268608,0,10,0,,1561
3269632,0,1,0,,1717
3269632,0,2,0,,1655
3269632,0,3,0,,1710
3269632,0,4,0,,1690
3269632,0,5,0,,1671
3269632,0,6,0,,1695
3269632,0,7,0,,1529
3269632,0,8,0,,1641
3269632,0,9,0,,1457
3269632,0,10,0,,1489
3270656,0,1,0,,2120
3270656,0,2,0,,2146
3270656,0,3,0,,2204
3270656,0,4,0,,2184
3270656,0,5,0,,2130
3270656,0,6,0,,1893
3270656,0,7,0,,2155
3270656,0,8,0,,2073
3270656,0,9,0,,2219
3270656,0,10,0,,2133
3271680,0,1,0,,1807
3271680,0,2,0,,1773
3271680,0,3,0,,1787
3271680,0,4,0,,1818
3271680,0,5,0,,1774
3271680,0,6,0,,1788
3271680,0,7,0,,2006
3271680,0,8,0,,1739
3271680,0,9,0,,1816
3271680,0,10,0,,1870
3272704,0,1,0,,2593
3272704,0,2,0,,2693
3272704,0,3,0,,2564
3272704,0,4,0,,2641
3272704,0,5,0,,2573
3272704,0,6,0,,2522
3272704,0,7,0,,2429
3272704,0,8,0,,2464
3272704,0,9,0,,2781
