OP CODE,OP TYPE,DEVICE ID,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,CORE COUNT,DEVICE KERNEL DURATION [ns]
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,471254
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,290907
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,292990
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,9190940
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,170790
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,614218
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,202624
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,155547
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1465048
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1467480
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,735732
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,1250491
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,206653
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,158048
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1708073
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,501229
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,295673
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,298381
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,9237471
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,166583
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,613144
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,203848
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,158558
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1462832
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1464136
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,735793
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,1253429
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,199013
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,153829
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1705708
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,480256
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,291021
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,292650
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,9211016
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,172676
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,614251
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,213769
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,165787
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1466518
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1466733
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,735804
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,1257526
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,217367
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,163537
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1708421
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,516273
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,298012
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,299530
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,9254742
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,174043
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,614984
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,213202
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,164350
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1467131
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1466345
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,735644
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,1254867
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,205193
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,160604
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1703600
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,480687
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,292155
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,296567
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,9182307
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,163959
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,613937
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,201479
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,161710
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1462858
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1463131
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,735472
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,1251951
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,195245
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,150712
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1703887
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,467714
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,291007
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,292483
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,9205809
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,177199
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,613439
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,218430
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,165048
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1465134
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1467150
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,735590
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,1260031
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,213009
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,163850
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1711301
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,514553
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,298465
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,301852
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,9238425
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,173938
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,614122
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,218500
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,168547
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1466670
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1465884
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,735474
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,1256713
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,213757
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,166935
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1709175
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,509606
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,298928
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,303890
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,9235350
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,181512
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,615044
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,212941
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,161139
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1465567
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1465091
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,735713
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,1260844
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,211777
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,159618
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1707356
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,502374
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,303067
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,305041
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,9250351
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,175621
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,616707
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,218829
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,161763
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1466451
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1465589
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,735424
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,1255712
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,210769
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,158160
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1706436
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,506069
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,298730
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,298678
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,9229913
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,180333
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,615738
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,208454
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,160864
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1462853
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1464364
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,735630
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,1256238
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,206710
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,157099
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1705159
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,514121
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,298159
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,300480
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,9226558
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,176619
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,614708
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,214309
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,165266
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1464330
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1467034
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,735504
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,1255062
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,210281
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,158639
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1705754
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,492847
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,295571
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,298007
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,9253105
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,176708
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,614979
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,209571
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,156475
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1464003
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1464685
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,735733
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,1254662
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,205226
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,160500
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1706047
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,493719
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,295315
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,296684
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,9188201
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,167239
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,612893
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,200590
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,155907
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1462210
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1463897
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,735416
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,1252450
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,197339
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,156959
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1705252
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,478256
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,290748
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,295323
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,9211544
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,164337
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,612052
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,199534
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,157406
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1464491
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1461847
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,735696
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,1254270
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,197168
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,154979
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1702595
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,469535
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,287533
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,289793
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,9233134
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,158225
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,614239
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,196828
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,157076
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1462808
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1463539
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,735447
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,1254025
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,191639
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,154176
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1700593
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,451701
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,286866
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,286674
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,9180774
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,156517
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,611056
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,195836
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,151281
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1462725
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1461205
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,735599
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,1255227
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,193862
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,154127
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1702864
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,467536
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,289264
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,289813
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,9212873
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,164237
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,612381
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,198205
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,155103
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1462824
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1464400
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,735636
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,1251947
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,200333
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,159133
MatmulDeviceOperation,tt_dnn_device,0,0,1,110,1705160
NlpCreateHeadsDeviceOperation,tt_dnn_device,0,0,1,110,490886
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,295506
RotaryEmbeddingLlamaDeviceOperation,tt_dnn_device,0,0,1,110,296262
WindowedScaledDotProductAttentionDeviceOperation,tt_dnn_device,0,0,1,110,9220973
NLPConcatHeadsDeviceOperation,tt_dnn_device,0,0,1,110,168913
MatmulDeviceOperation,tt_dnn_device,0,0,1,100,612604
BinaryNgDeviceOperation,tt_dnn_device,0,0,1,110,209352
LayerNormDeviceOperation,tt_dnn_device,0,0,1,110,159538
