cfg,test,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
dd1dfaaf6cdd,perf_matmul,20174,20152,20171,20189,20189,20145,20169,20202,20175,20188
edf14d39b319,perf_matmul,24816,24858,24816,24831,24808,24816,24816,24816,24816,24816
ee7810718249,perf_matmul,31278,31276,31283,31283,31283,31283,31272,31278,31274,31262
301d65b53599,perf_matmul,28145,28209,28094,28095,28208,28158,28210,28208,28210,28208
b8ec2d7fe67d,perf_matmul,37813,38033,37826,37849,37831,37820,37821,37803,37801,37852
97b21e7afa38,perf_matmul,53631,53613,53642,53614,53656,53607,53619,53632,53642,53622
80c45a68b8e9,perf_matmul,66752,66706,66676,66721,66575,66591,66877,66646,66573,66815
773eed44c2e3,perf_matmul,75122,75113,75151,75061,75025,75049,75044,75090,75057,75089
bceeda1a57c4,perf_matmul,15661,15612,15573,15566,15573,15573,15573,15573,15582,15573
b34381c2f471,perf_matmul,21922,21914,21927,21902,21924,21914,21902,21914,21914,21936
2305158c472a,perf_matmul,47276,47315,47318,47304,47308,47308,47280,47305,47317,47304
44840756384c,perf_matmul,59408,59409,59411,59392,59403,59416,59421,59411,59411,59407
ef21c02b51bb,perf_matmul,106319,106306,106302,106304,106295,106294,106296,106288,106293,106302
bb6534b0c724,perf_matmul,14289,14285,14285,14285,14330,14285,14285,14283,14267,14285
b745affc58f2,perf_matmul,15647,15604,15604,15604,15604,15604,15596,15604,15692,15604
79aa40cf9b10,perf_matmul,22301,22308,22300,22301,22338,22301,22310,22316,22313,22316
9c5144931a9d,perf_matmul,49310,49282,49338,49319,49313,49291,49308,49313,49282,49310
5d6c207b6423,perf_matmul,62267,62269,62261,62280,62253,62255,62274,62266,62270,62250
285a59d05fc4,perf_matmul,13116,13193,13193,13193,13193,13137,13193,13193,13193,13193
bde56f1f81bc,perf_matmul,18335,18335,18334,18334,18334,18334,18334,18334,18334,18334
a37e7611358e,perf_matmul,26844,26844,26844,26844,26844,26844,26844,26844,26844,26844
7b34fa48b121,perf_matmul,53141,53105,53146,53156,53157,53125,53141,53167,53165,53136
c260ce84d8db,perf_matmul,70413,70374,70375,70365,70391,70372,70410,70360,70374,70363
7324b7baa1e4,perf_matmul,16646,16646,16679,16646,16646,16668,16646,16619,16646,16711
7cc31626da07,perf_matmul,21815,21829,21815,21804,21815,21815,21831,21815,21815,21804
cde04cb9fdaf,perf_matmul,47644,47649,47647,47645,47655,47634,47641,47641,47695,47677
35d179574ca0,perf_matmul,59394,59396,59388,59395,59386,59386,59439,59414,59451,59432
2e4c96a0137b,perf_matmul,106297,106311,106322,106312,106332,106309,106310,106309,106337,106297
ab1fca648558,perf_matmul,21846,21731,21846,21846,21846,21735,21859,21846,21846,21846
d6e75567cd04,perf_matmul,41357,41359,41357,41357,41354,41357,41360,41357,41357,41360
edbe8c6c4950,perf_matmul,41153,41153,41153,41153,41157,41155,41156,41156,41151,41153
72fca4dfe2bb,perf_matmul,60938,60939,60948,60948,60937,60946,60941,60935,60937,60939
74ffadae11f8,perf_matmul,64775,64782,64743,64770,64781,64735,64782,64780,64782,64774
dc3bbe93b7a0,perf_matmul,127270,127264,127272,127267,127234,127270,127267,127259,127258,127259
af4fec5c0856,perf_matmul,502262,502202,502203,502256,502226,502207,502232,502221,502239,502252
3930ea79c2cd,perf_matmul,27622,27623,27622,27622,27623,27622,27622,27622,27622,27624
311dacd9d5e5,perf_matmul,27498,27498,27498,27498,27498,27498,27498,27498,27498,27498
73e1c6a0e9ae,perf_matmul,53991,53991,53991,53991,53991,53991,53991,53991,53991,53991
2d298ae73f09,perf_matmul,53863,53862,53867,53866,53866,53862,53862,53866,53866,53862
e9962217ea63,perf_matmul,80358,80360,80358,80358,80359,80358,80360,80358,80359,80359
0dc7e5f5a60f,perf_matmul,79020,79020,79030,79010,79020,79022,79021,79029,79009,79021
11594c1948ae,perf_matmul,156846,156854,156854,156853,156846,156836,156856,156834,156846,156854
e8a7abf14cdf,perf_matmul,636135,636130,636134,636137,636128,636129,636129,636135,636137,636131
f27e726dc089,perf_matmul,35815,35815,35815,35815,35815,35815,35815,35815,35815,35815
a7c918b1c214,perf_matmul,35816,35816,35816,35816,35816,35816,35816,35816,35816,35816
b9f171b16754,perf_matmul,70183,70183,70183,70183,70183,70183,70183,70183,70183,70183
74957334712a,perf_matmul,70183,70183,70183,70183,70183,70183,70183,70180,70183,70180
9ff0b961b7ed,perf_matmul,104551,104551,104551,104551,104550,104551,104551,104551,104551,104551
de5063ac0d75,perf_matmul,102985,102987,102985,102985,102985,102985,102985,102985,102987,102985
40c41cb633ba,perf_matmul,204617,204619,204617,204617,204617,204617,204617,204617,204617,204617
75875681061a,perf_matmul,826719,826718,826718,826719,826718,826719,826719,826719,826719,826719
69addb7a21ba,perf_matmul,22390,22390,22390,22434,22390,22390,22390,22390,22390,22390
c0f965a7fb35,perf_matmul,33845,33842,33842,33842,33855,33842,33843,33853,33843,33842
0db75338d223,perf_matmul,31151,31151,31151,31148,31121,31148,31116,31137,31151,31151
c8a7400cea2a,perf_matmul,48653,48649,48645,48637,48640,48635,48640,48636,48636,48635
9efbea099995,perf_matmul,64860,64855,64856,64859,64852,64859,64854,64855,64858,64856
9e83180260b6,perf_matmul,127325,127342,127339,127342,127331,127328,127336,127327,127332,127334
67faf9b43450,perf_matmul,502267,502269,502243,502265,502249,502253,502275,502260,502270,502276
d686126e1cf4,perf_matmul,11608,11608,11608,11608,11608,11608,11608,11608,11608,11608
274dea1f34f8,perf_matmul,53964,53964,53965,53972,53965,53965,53967,53967,53965,53966
0ba729c55ee8,perf_matmul,212187,212187,212174,212173,212181,212184,212177,212181,212178,212193
9a136f769975,perf_matmul,54745,54750,54750,54748,54742,54749,54750,54755,54749,54750
004732135486,perf_matmul,214502,214486,214497,214485,214490,214499,214493,214495,214499,214498
5542e34a4a46,perf_matmul,69257,69257,69257,69257,69257,69257,69257,69257,69257,69255
8f3256c3b77a,perf_matmul,273546,273545,273544,273544,273544,273544,273544,273544,273544,273544
9403a3a9b3c5,perf_matmul,11161,11161,11148,11148,11145,11161,11161,11161,11145,11161
f141a0e0f87e,perf_matmul,54086,54061,54087,54101,54087,54076,54075,54087,54079,54092
e3cc99df629c,perf_matmul,212295,212280,212297,212295,212294,212321,212281,212284,212278,212300
e95c7720e54a,perf_matmul,27531,27531,27531,27531,27554,27524,27531,27531,27513,27532
0d0daacf533d,perf_matmul,53665,53709,53709,53709,53705,53709,53672,53709,53709,53709
a6e5261f0376,perf_matmul,210411,210391,210411,210411,210400,210411,210400,210410,210411,210391
58b587099c5b,perf_matmul,379590,379601,379589,379602,379594,379581,379585,379592,379590,379603
7dd788d08c33,perf_matmul,28146,28101,28101,28101,28101,28106,28101,28101,28101,28130
56dcff95cc4f,perf_matmul,54682,54694,54704,54694,54694,54698,54707,54694,54707,54695
a33ae15ce96a,perf_matmul,109947,109945,109944,109947,109950,109945,109954,109982,109957,109961
ef15327aac8f,perf_matmul,423328,423326,423315,423309,423333,423326,423311,423310,423318,423296
1c72b93b3496,perf_matmul,35335,35335,35335,35335,35335,35335,35335,35335,35335,35335
6577298f9c52,perf_matmul,69383,69384,69384,69384,69383,69384,69384,69384,69384,69383
4e4059d38195,perf_matmul,138191,138191,138191,138181,138191,138191,138192,138185,138169,138156
30e1e32d0f8e,perf_matmul,545231,545220,545220,545214,545221,545217,545227,545227,545227,545219
91d23ecb406e,perf_matmul,27508,27553,27553,27492,27553,27508,27553,27508,27555,27553
5113e8b613b8,perf_matmul,53663,53663,53572,53572,53572,53572,53572,53580,53572,53572
f25f58191530,perf_matmul,210490,210490,210490,210494,210030,210490,210490,210490,210083,210490
f076d96b452a,perf_matmul,380070,380058,380063,380057,380058,380065,380091,380066,380066,380061
a8829d6dd548,perf_matmul,29353,29352,29352,29352,29352,29352,29352,29354,29349,29351
4cfa3f91d6f7,perf_matmul,42960,43045,42875,43026,42820,43016,42991,43094,43030,43034
a3ba343706db,perf_matmul,42957,42963,42952,42957,42957,42973,42959,42964,42962,42950
fed0ae7f2ae6,perf_matmul,59986,59969,59959,59972,59963,59964,59970,59980,60004,59992
13d8c06f9f8d,perf_matmul,56390,56389,56390,56379,56402,56370,56370,56390,56369,56407
2c432fb7e0f0,perf_matmul,63761,63777,63773,63769,63773,63774,63774,63764,63762,63772
bc603669b407,perf_matmul,124192,124216,124201,124218,124193,124190,124218,124192,124190,124212
7429647f7512,perf_matmul,28458,28361,28469,28458,28483,28458,28377,28458,28432,28483
7b2b0b93dfa7,perf_matmul,33683,33682,33682,33682,33682,33682,33682,33680,33682,33685
7f20506647ff,perf_matmul,46262,46266,46270,46235,46268,46262,46268,46273,46273,46262
375e2c5178ed,perf_matmul,50004,50001,50004,50001,50004,50004,50002,50001,50003,50004
49a246f32bc0,perf_matmul,65767,65797,65769,65766,65781,65787,65809,65790,65824,65808
5211f3400762,perf_matmul,60803,60803,60803,60803,60804,60803,60803,60804,60804,60803
79badce9f0a7,perf_matmul,80643,80645,80643,80643,80643,80648,80647,80643,80644,80648
fce1385de5b9,perf_matmul,160008,160005,160009,160003,160010,160008,160003,160008,160003,160004
5798ad762d58,perf_matmul,28499,28382,28405,28407,28313,28229,28370,28500,28482,28485
179767afa6dc,perf_matmul,43732,43732,43724,43732,43732,43732,43732,43732,43732,43732
6004282cdce4,perf_matmul,52669,52669,52683,52675,52655,52684,52669,52660,52677,52686
5d3b57ea24eb,perf_matmul,64916,64916,64916,64916,64916,64916,64916,64916,64916,64911
acd0d67b3019,perf_matmul,78037,78059,78039,78065,78054,78054,78048,78038,78061,78051
5c84bd3ea512,perf_matmul,78788,78788,78788,78788,78788,78788,78791,78788,78786,78788
5b5c5f896f9c,perf_matmul,104583,104583,104586,104583,104583,104583,104583,104583,104583,104583
102762e722ca,perf_matmul,207751,207751,207750,207748,207751,207751,207749,207748,207751,207749
380ce32740ae,perf_matmul,29353,29346,29354,29353,29353,29360,29353,29353,29353,29353
0e971e07a69b,perf_matmul,43677,43685,43708,43855,43639,43695,43755,43767,43689,43786
208666d9cdd4,perf_matmul,42606,42616,42605,42599,42603,42603,42616,42601,42599,42604
ae727f789a74,perf_matmul,61962,62003,61998,62054,61975,61953,61938,62044,61966,61948
9605778dc54b,perf_matmul,55920,55927,55915,55906,55906,55917,55915,55918,55926,55956
8c221dba283a,perf_matmul,51147,51177,51209,51152,51151,51158,51144,51147,51154,51162
38e34aa87942,perf_matmul,98789,98786,98766,98810,98870,98797,98814,98791,98823,98802
8923bfb444c3,perf_matmul,10766,10766,10766,10766,10769,10770,10766,10766,10766,10753
b3d2ffbf7ea4,perf_matmul,356341,356364,356353,356327,356338,356345,356334,356336,356343,356350
fce9b9bcad83,perf_matmul,10178,10198,10240,10178,10240,10240,10240,10178,10240,10234
992a62151ff9,perf_matmul,105555,105562,105563,105563,105563,105550,105562,105554,105563,105565
c2cf39a9fe3b,perf_matmul,418903,418913,418915,418912,418920,418904,418913,418912,418912,418916
510f884c1f9c,perf_matmul,10259,10270,10290,10290,10290,10290,10290,10279,10290,10290
5fbc811a6312,perf_matmul,136988,136988,136988,136988,136988,136988,136988,136988,136988,136988
8bd48bfebe4d,perf_matmul,544028,544028,544028,544028,544028,544028,544028,544028,544028,544028
e4a08852b735,perf_matmul,10875,10861,10875,10875,10875,10875,10875,10875,10875,10875
4740be3d5779,perf_matmul,356804,356789,356805,356820,356794,356810,356802,356806,356792,356806
5bfbd0999634,perf_matmul,8646,8646,8646,8646,8660,8644,8646,8646,8646,8646
10325501892e,perf_matmul,16486,16478,16478,16481,16480,16478,16492,16485,16467,16466
bbbeb7cfadc8,perf_matmul,29256,29267,29239,29239,29287,29251,29263,29239,29239,29304
a1838892c83b,perf_matmul,38075,38047,38063,38047,38018,38016,38049,38041,38091,38035
978f4fc67e50,perf_matmul,179000,178754,178923,179535,179300,179317,179011,178474,178893,178243
26beb5554399,perf_matmul,666156,666011,666129,665895,666072,666167,666014,666018,666012,666172
3e6b5efadad2,perf_matmul,8608,8608,8608,8608,8650,8608,8608,8608,8608,8650
e4c4788d88d2,perf_matmul,30127,30127,30112,30127,30126,30133,30116,30126,30170,30133
829e1e9ac655,perf_matmul,37880,37880,37937,37821,37892,37816,37850,37844,37794,37817
77d3851fadf0,perf_matmul,211717,211735,211888,211733,211896,211924,211717,211738,211734,211704
a266c5981bcb,perf_matmul,636905,636928,636939,636897,636916,636934,636936,636939,636943,636937
6cde64458c53,perf_matmul,830791,830762,830732,830667,830782,830751,830779,830783,830779,830748
cd177bdeeb16,perf_matmul,8713,8713,8713,8713,8729,8733,8713,8713,8713,8713
a2d55bb96467,perf_matmul,29817,29870,29837,29829,29817,29840,29821,29817,29827,29825
e7e2fe70d2f0,perf_matmul,37541,37567,37517,37502,37502,37525,37471,37473,37588,37618
d4770d553406,perf_matmul,272552,272550,272550,272552,272550,272550,272550,272559,272550,272550
eb13c8bc2364,perf_matmul,827245,827266,827231,827241,827246,827243,827243,827239,827237,827237
55e816cb5876,perf_matmul,1085116,1085148,1085086,1085116,1085147,1085211,1085116,1085221,1085116,1085253
88d2d1e4faf1,perf_matmul,8137,8137,8137,8137,8137,8137,8137,8137,8137,8181
99e9906cf417,perf_matmul,16185,16205,16184,16198,16181,16184,16206,16186,16216,16199
0cf26a5ed201,perf_matmul,30016,30014,30014,29981,30009,30014,30014,30015,30012,30016
6865312cc2c1,perf_matmul,37842,37843,37808,37811,37850,37826,37860,37813,37831,37817
666fc3e90ab4,perf_matmul,171624,171591,171565,171711,171735,171954,171733,171783,171869,171666
a118d8380bce,perf_matmul,657119,657623,657317,657053,657595,657133,657304,657345,657065,657466
4f5d65d2cdac,perf_matmul,53568,53568,53568,53568,53568,53568,53525,53568,53568,53568
bbf228d42b81,perf_matmul,47301,47312,47310,47301,47323,47300,47308,47302,47311,47303
fc819a4163de,perf_matmul,59404,59404,59424,59410,59401,59403,59409,59416,59413,59408
72d697a503cb,perf_matmul,210289,210289,210289,210289,210111,210289,210289,210289,210289,210289
01f2954eabf9,perf_matmul,27412,27412,27412,27412,27412,27412,27412,27412,27412,27412
0795b83f4983,perf_matmul,53584,53584,53584,53495,53584,53584,53584,53584,53584,53584
48355004d265,perf_matmul,37127,37061,37078,37087,37182,37051,37164,37101,37031,37131
15132263e171,perf_matmul,49330,49304,49313,49306,49325,49313,49311,49318,49317,49334
8039a0b9ab32,perf_matmul,62261,62244,62249,62273,62280,62263,62258,62255,62261,62242
eadeab800f73,perf_matmul,210310,210310,210310,210310,210310,210310,210333,210310,210310,210310
0648db734874,perf_matmul,27428,27375,27428,27428,27428,27428,27428,27458,27428,27428
4f2af836e0e6,perf_matmul,53570,53537,53570,53610,53610,53610,53610,53610,53610,53570
875cd904c814,perf_matmul,37824,37774,37768,37760,37769,37808,37808,37770,37773,37739
0ea7ee971434,perf_matmul,53138,53141,53157,53126,53124,53108,53132,53141,53129,53138
23f996a4a42b,perf_matmul,70381,70365,70373,70376,70371,70374,70375,70414,70361,70375
636ac8e28f99,perf_matmul,210336,210336,210336,210336,210154,210336,210336,210336,210336,210336
7ccd5dc98928,perf_matmul,53450,53450,53450,53450,53601,53494,53450,53450,53450,53450
3b7ca1778bd0,perf_matmul,47687,47612,47633,47655,47649,47635,47632,47632,47699,47630
15f040bbd984,perf_matmul,59374,59378,59400,59399,59399,59419,59422,59459,59406,59416
874db2919a99,perf_matmul,210109,210109,210109,210576,210148,210109,210109,210109,210109,210109
6651bad44c79,perf_matmul,50809,50809,50809,50809,50810,50809,50809,50815,50808,50805
d9295c64271d,perf_matmul,66717,66717,66717,66717,66714,66717,66711,66717,66717,66717
f7765c6dc898,perf_matmul,75931,75926,75926,75926,75926,75939,75924,75926,75926,75932
284313255b41,perf_matmul,176753,176757,176765,176760,176825,176819,176760,176760,176768,176758
e2fc2083c335,perf_matmul,234556,234539,234588,234590,234619,234612,234588,234588,234588,234593
95a6cd8f7aa1,perf_matmul,465775,465720,465720,465775,465720,465764,465771,465719,465778,465778
255fdacbe36b,perf_matmul,463844,463878,463842,463852,463850,463851,463851,463851,463821,463853
cefd50574bba,perf_matmul,1850889,1850882,1850859,1850882,1850878,1850871,1850882,1850872,1850882,1850886
0adbb8e0438e,perf_matmul,26342,26338,26342,26342,26342,26342,26342,26336,26342,26342
827efcb52db9,perf_matmul,51352,51340,51341,51343,51337,51332,51350,51343,51341,51344
59d3d3589167,perf_matmul,75826,75827,75826,75826,75826,75826,75830,75838,75830,75826
8bd792577d17,perf_matmul,176868,176877,176873,176873,176919,176885,176877,176906,176873,176869
d9d5e7d0c4d1,perf_matmul,234684,234633,234656,234649,234628,234650,234661,234655,234628,234659
4570f1f97f48,perf_matmul,464286,464282,464291,464290,464280,464294,464282,464282,464281,464293
b6893b68896c,perf_matmul,1851318,1851300,1851300,1851300,1851309,1851300,1851306,1851303,1851298,1851300
ed4113d830ff,perf_matmul,26444,26444,26444,26444,26444,26444,26444,26444,26438,26444
aaa7843f2ed4,perf_matmul,51028,51042,51013,51030,51028,51028,51028,51028,51023,51021
bcba0e76f671,perf_matmul,75970,75964,75970,75970,75968,75969,75970,75970,75963,75970
82a152a33468,perf_matmul,176785,176772,176769,176761,176772,176779,176761,176788,176786,176780
b2947322e462,perf_matmul,234573,234563,234587,234590,234566,234558,234596,234573,234566,234567
169297fdc381,perf_matmul,464007,464013,464013,463988,464016,464012,464012,463989,464009,464012
df0025464bd7,perf_matmul,1851038,1851044,1851050,1851044,1851036,1851050,1851049,1851035,1851048,1851050
3d3877fb7dba,perf_matmul,50903,50903,50903,50903,50903,50909,50903,50903,50903,50923
82273ca6ea5c,perf_matmul,66698,66698,66698,66698,66698,66698,66698,66698,66698,66698
31c8db590416,perf_matmul,76353,76393,76393,76383,76393,76393,76354,76385,76393,76409
e30f7e0f1b95,perf_matmul,176577,176569,176569,176568,176569,176567,176568,176576,176566,176557
04dd6800ab7b,perf_matmul,234368,234372,234357,234355,234376,234374,234370,234360,234364,234351
e85a81ad97a7,perf_matmul,465534,465531,465535,465534,465535,465530,465536,465542,465529,465542
ab581ed85a09,perf_matmul,463867,463883,463863,463867,463881,463867,463869,463867,463867,463864
d912573cdff9,perf_matmul,1850886,1850867,1850866,1850890,1850886,1850871,1850863,1850885,1850884,1850886
5f63a902a78d,perf_matmul,75146,75149,75153,75149,75152,75148,75149,75149,75147,75149
83d800028e28,perf_matmul,99915,99915,99915,99915,99919,99915,99917,99915,99915,99917
4ba182faa57f,perf_matmul,116563,116568,116565,116568,116568,116568,116573,116564,116568,116573
88e3287e4c76,perf_matmul,174360,174316,174354,174353,174360,174359,174360,174360,174377,174371
b9bb52af8d62,perf_matmul,198987,198992,198987,198991,198987,198987,198997,198987,198987,198987
869fd7404649,perf_matmul,232151,232156,232153,232153,232153,232153,232151,232170,232153,232154
b9bf9f14615b,perf_matmul,231778,231778,231778,231778,231778,231778,231778,231778,231778,231778
861ea8304b86,perf_matmul,462955,462955,462955,462955,462955,462956,462955,462955,462947,462946
39c76234803c,perf_matmul,1849954,1849954,1849954,1849913,1849954,1849954,1849964,1849954,1849954,1849954
