label,ctx,chunk,layer,min_head_pcc,layer_pcc,relative_rmse
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,34,0.914918,0.936418,0.357094
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,35,0.923684,0.937513,0.353995
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,36,0.911613,0.937930,0.352834
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,37,0.913241,0.938821,0.350292
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,38,0.910246,0.933326,0.365660
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,39,0.900926,0.930521,0.373295
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,40,0.924588,0.944149,0.334688
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,41,0.936598,0.951223,0.312777
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,42,0.926146,0.940481,0.345503
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,43,0.916847,0.942966,0.338208
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,44,0.928106,0.941661,0.342054
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,45,0.934482,0.942850,0.338556
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,46,0.925454,0.945359,0.331047
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,47,0.943104,0.949530,0.318150
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,48,0.928694,0.947362,0.324927
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,49,0.940507,0.961691,0.277172
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,50,0.917152,0.927037,0.382520
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,51,0.915447,0.937770,0.353287
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,52,0.918632,0.931976,0.369367
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,53,0.943253,0.946832,0.326542
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,54,0.936789,0.953719,0.304634
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,55,0.928582,0.946240,0.328310
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,56,0.934323,0.950866,0.313923
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,57,0.921690,0.942500,0.339587
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,58,0.949912,0.965494,0.263045
mlpexp_c1_attnlofi_mlpm1_c8192,256k,8192,59,0.971095,0.978331,0.208497
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,0,0.999852,0.999874,0.016208
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,1,0.999764,0.999808,0.019844
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,2,0.999775,0.999812,0.019664
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,3,0.999634,0.999712,0.024227
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,4,0.999564,0.999614,0.028065
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,5,0.999555,0.999594,0.028727
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,6,0.997805,0.998539,0.054228
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,7,0.997919,0.998980,0.045342
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,8,0.998256,0.999269,0.038429
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,9,0.998500,0.999165,0.041041
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,10,0.998637,0.999089,0.042864
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,11,0.998777,0.998930,0.046445
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,12,0.998434,0.999337,0.036588
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,13,0.999074,0.999302,0.037558
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,14,0.998802,0.999150,0.041410
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,15,0.998422,0.999036,0.044086
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,16,0.998339,0.998659,0.051977
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,17,0.998341,0.998642,0.052264
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,18,0.992654,0.996902,0.078899
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,19,0.994090,0.997089,0.076477
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,20,0.994754,0.996634,0.082222
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,21,0.992200,0.993871,0.110924
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,22,0.991984,0.993491,0.114292
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,23,0.989775,0.994790,0.102251
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,24,0.986579,0.989716,0.143648
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,25,0.979585,0.986234,0.166179
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,26,0.978779,0.983932,0.179544
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,27,0.974098,0.978745,0.206489
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,28,0.961136,0.974148,0.227720
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,29,0.945222,0.976028,0.219299
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,30,0.946012,0.959015,0.286718
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,31,0.932443,0.957720,0.291207
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,32,0.936260,0.951823,0.310844
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,33,0.925902,0.940343,0.345900
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,34,0.918906,0.939426,0.348547
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,35,0.927789,0.940822,0.344497
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,36,0.915618,0.941042,0.343874
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,37,0.917635,0.942066,0.340877
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,38,0.915148,0.937402,0.354310
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,39,0.907140,0.934988,0.361100
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,40,0.930755,0.948081,0.322694
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,41,0.942223,0.954561,0.301896
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,42,0.933164,0.946007,0.329076
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,43,0.925128,0.948270,0.322103
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,44,0.935305,0.947239,0.325298
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,45,0.940703,0.948301,0.322008
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,46,0.932876,0.950440,0.315283
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,47,0.948762,0.954127,0.303318
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,48,0.935645,0.952204,0.309626
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,49,0.946145,0.964827,0.265586
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,50,0.925879,0.934517,0.362389
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,51,0.924259,0.943894,0.335457
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,52,0.927209,0.938916,0.350023
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,53,0.948531,0.951503,0.311875
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,54,0.942587,0.957715,0.291188
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,55,0.935678,0.951116,0.313069
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,56,0.940308,0.955152,0.299922
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,57,0.929135,0.947927,0.323171
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,58,0.954124,0.968278,0.252213
mlpexp_c3_attnhifi2bf16_mlpm1_c8192,256k,8192,59,0.974272,0.980656,0.197020
mlpexp_m1_lofi_fp32_c2048,256k,2048,0,0.999910,0.999938,0.011490
mlpexp_m1_lofi_fp32_c2048,256k,2048,1,0.999834,0.999867,0.016594
mlpexp_m1_lofi_fp32_c2048,256k,2048,2,0.999840,0.999870,0.016355
mlpexp_m1_lofi_fp32_c2048,256k,2048,3,0.999707,0.999773,0.021492
mlpexp_m1_lofi_fp32_c2048,256k,2048,4,0.999652,0.999699,0.024733
mlpexp_m1_lofi_fp32_c2048,256k,2048,5,0.999649,0.999681,0.025430
mlpexp_m1_lofi_fp32_c2048,256k,2048,6,0.997942,0.998641,0.052286
mlpexp_m1_lofi_fp32_c2048,256k,2048,7,0.998070,0.999069,0.043308
mlpexp_m1_lofi_fp32_c2048,256k,2048,8,0.998405,0.999361,0.035913
mlpexp_m1_lofi_fp32_c2048,256k,2048,9,0.998607,0.999253,0.038821
mlpexp_m1_lofi_fp32_c2048,256k,2048,10,0.998767,0.999185,0.040528
mlpexp_m1_lofi_fp32_c2048,256k,2048,11,0.998883,0.999038,0.044015
mlpexp_m1_lofi_fp32_c2048,256k,2048,12,0.998633,0.999430,0.033906
mlpexp_m1_lofi_fp32_c2048,256k,2048,13,0.999192,0.999391,0.035070
mlpexp_m1_lofi_fp32_c2048,256k,2048,14,0.998943,0.999259,0.038656
mlpexp_m1_lofi_fp32_c2048,256k,2048,15,0.998606,0.999149,0.041403
mlpexp_m1_lofi_fp32_c2048,256k,2048,16,0.998461,0.998784,0.049460
mlpexp_m1_lofi_fp32_c2048,256k,2048,17,0.998440,0.998756,0.050006
mlpexp_m1_lofi_fp32_c2048,256k,2048,18,0.992943,0.997090,0.076437
mlpexp_m1_lofi_fp32_c2048,256k,2048,19,0.994496,0.997275,0.073977
mlpexp_m1_lofi_fp32_c2048,256k,2048,20,0.995094,0.996869,0.079291
mlpexp_m1_lofi_fp32_c2048,256k,2048,21,0.992580,0.994217,0.107728
mlpexp_m1_lofi_fp32_c2048,256k,2048,22,0.992454,0.993884,0.110779
mlpexp_m1_lofi_fp32_c2048,256k,2048,23,0.990244,0.995102,0.099136
mlpexp_m1_lofi_fp32_c2048,256k,2048,24,0.987163,0.990172,0.140412
mlpexp_m1_lofi_fp32_c2048,256k,2048,25,0.980624,0.986860,0.162346
mlpexp_m1_lofi_fp32_c2048,256k,2048,26,0.979722,0.984600,0.175762
mlpexp_m1_lofi_fp32_c2048,256k,2048,27,0.975188,0.979600,0.202283
mlpexp_m1_lofi_fp32_c2048,256k,2048,28,0.962688,0.975133,0.223330
mlpexp_m1_lofi_fp32_c2048,256k,2048,29,0.947519,0.977103,0.214309
mlpexp_m1_lofi_fp32_c2048,256k,2048,30,0.949066,0.961108,0.279293
mlpexp_m1_lofi_fp32_c2048,256k,2048,31,0.936789,0.959709,0.284266
mlpexp_m1_lofi_fp32_c2048,256k,2048,32,0.939815,0.954120,0.303337
mlpexp_m1_lofi_fp32_c2048,256k,2048,33,0.930131,0.943343,0.337088
mlpexp_m1_lofi_fp32_c2048,256k,2048,34,0.923025,0.942414,0.339836
mlpexp_m1_lofi_fp32_c2048,256k,2048,35,0.932943,0.944055,0.334953
mlpexp_m1_lofi_fp32_c2048,256k,2048,36,0.921476,0.944674,0.333110
mlpexp_m1_lofi_fp32_c2048,256k,2048,37,0.922469,0.945593,0.330332
mlpexp_m1_lofi_fp32_c2048,256k,2048,38,0.920439,0.941606,0.342195
mlpexp_m1_lofi_fp32_c2048,256k,2048,39,0.913141,0.939360,0.348741
mlpexp_m1_lofi_fp32_c2048,256k,2048,40,0.936710,0.951957,0.310411
mlpexp_m1_lofi_fp32_c2048,256k,2048,41,0.947987,0.958219,0.289464
mlpexp_m1_lofi_fp32_c2048,256k,2048,42,0.939790,0.951467,0.311989
mlpexp_m1_lofi_fp32_c2048,256k,2048,43,0.933656,0.953492,0.305398
mlpexp_m1_lofi_fp32_c2048,256k,2048,44,0.942317,0.952661,0.308122
mlpexp_m1_lofi_fp32_c2048,256k,2048,45,0.947034,0.953619,0.304991
mlpexp_m1_lofi_fp32_c2048,256k,2048,46,0.940343,0.955475,0.298833
mlpexp_m1_lofi_fp32_c2048,256k,2048,47,0.954712,0.959085,0.286455
mlpexp_m1_lofi_fp32_c2048,256k,2048,48,0.943641,0.957508,0.291926
mlpexp_m1_lofi_fp32_c2048,256k,2048,49,0.952764,0.968134,0.252789
mlpexp_m1_lofi_fp32_c2048,256k,2048,50,0.935589,0.942782,0.338733
mlpexp_m1_lofi_fp32_c2048,256k,2048,51,0.934350,0.950502,0.315079
mlpexp_m1_lofi_fp32_c2048,256k,2048,52,0.936444,0.946317,0.328127
mlpexp_m1_lofi_fp32_c2048,256k,2048,53,0.954257,0.956596,0.295041
mlpexp_m1_lofi_fp32_c2048,256k,2048,54,0.949327,0.962003,0.276029
mlpexp_m1_lofi_fp32_c2048,256k,2048,55,0.943793,0.956690,0.294681
mlpexp_m1_lofi_fp32_c2048,256k,2048,56,0.947734,0.960158,0.282677
mlpexp_m1_lofi_fp32_c2048,256k,2048,57,0.938801,0.954550,0.301906
mlpexp_m1_lofi_fp32_c2048,256k,2048,58,0.959814,0.971744,0.238029
mlpexp_m1_lofi_fp32_c2048,256k,2048,59,0.978419,0.983786,0.180337
mlpexp_m1_lofi_fp32_c4096,256k,4096,0,0.999910,0.999938,0.011490
mlpexp_m1_lofi_fp32_c4096,256k,4096,1,0.999834,0.999867,0.016594
mlpexp_m1_lofi_fp32_c4096,256k,4096,2,0.999840,0.999870,0.016355
mlpexp_m1_lofi_fp32_c4096,256k,4096,3,0.999707,0.999773,0.021492
mlpexp_m1_lofi_fp32_c4096,256k,4096,4,0.999652,0.999699,0.024733
mlpexp_m1_lofi_fp32_c4096,256k,4096,5,0.999649,0.999681,0.025430
mlpexp_m1_lofi_fp32_c4096,256k,4096,6,0.997935,0.998636,0.052377
mlpexp_m1_lofi_fp32_c4096,256k,4096,7,0.998067,0.999067,0.043350
mlpexp_m1_lofi_fp32_c4096,256k,4096,8,0.998402,0.999359,0.035951
mlpexp_m1_lofi_fp32_c4096,256k,4096,9,0.998609,0.999252,0.038835
mlpexp_m1_lofi_fp32_c4096,256k,4096,10,0.998764,0.999183,0.040564
mlpexp_m1_lofi_fp32_c4096,256k,4096,11,0.998884,0.999037,0.044025
mlpexp_m1_lofi_fp32_c4096,256k,4096,12,0.998636,0.999431,0.033887
mlpexp_m1_lofi_fp32_c4096,256k,4096,13,0.999192,0.999391,0.035070
mlpexp_m1_lofi_fp32_c4096,256k,4096,14,0.998942,0.999258,0.038666
mlpexp_m1_lofi_fp32_c4096,256k,4096,15,0.998612,0.999151,0.041344
mlpexp_m1_lofi_fp32_c4096,256k,4096,16,0.998465,0.998787,0.049398
mlpexp_m1_lofi_fp32_c4096,256k,4096,17,0.998444,0.998762,0.049899
mlpexp_m1_lofi_fp32_c4096,256k,4096,18,0.992958,0.997093,0.076402
mlpexp_m1_lofi_fp32_c4096,256k,4096,19,0.994487,0.997276,0.073957
mlpexp_m1_lofi_fp32_c4096,256k,4096,20,0.995090,0.996869,0.079291
mlpexp_m1_lofi_fp32_c4096,256k,4096,21,0.992629,0.994257,0.107358
mlpexp_m1_lofi_fp32_c4096,256k,4096,22,0.992397,0.993861,0.110980
mlpexp_m1_lofi_fp32_c4096,256k,4096,23,0.990144,0.995112,0.099037
mlpexp_m1_lofi_fp32_c4096,256k,4096,24,0.987013,0.990060,0.141209
mlpexp_m1_lofi_fp32_c4096,256k,4096,25,0.980516,0.986840,0.162467
mlpexp_m1_lofi_fp32_c4096,256k,4096,26,0.979602,0.984507,0.176290
mlpexp_m1_lofi_fp32_c4096,256k,4096,27,0.974929,0.979443,0.203061
mlpexp_m1_lofi_fp32_c4096,256k,4096,28,0.962479,0.974877,0.224478
mlpexp_m1_lofi_fp32_c4096,256k,4096,29,0.947414,0.976885,0.215326
mlpexp_m1_lofi_fp32_c4096,256k,4096,30,0.948589,0.960779,0.280471
mlpexp_m1_lofi_fp32_c4096,256k,4096,31,0.936076,0.959390,0.285390
mlpexp_m1_lofi_fp32_c4096,256k,4096,32,0.939249,0.953755,0.304542
mlpexp_m1_lofi_fp32_c4096,256k,4096,33,0.929373,0.942831,0.338609
mlpexp_m1_lofi_fp32_c4096,256k,4096,34,0.922292,0.941901,0.341347
mlpexp_m1_lofi_fp32_c4096,256k,4096,35,0.932198,0.943460,0.336730
mlpexp_m1_lofi_fp32_c4096,256k,4096,36,0.920395,0.944011,0.335100
mlpexp_m1_lofi_fp32_c4096,256k,4096,37,0.921687,0.944963,0.332237
mlpexp_m1_lofi_fp32_c4096,256k,4096,38,0.919433,0.940887,0.344296
mlpexp_m1_lofi_fp32_c4096,256k,4096,39,0.912115,0.938561,0.351029
mlpexp_m1_lofi_fp32_c4096,256k,4096,40,0.935884,0.951343,0.312389
mlpexp_m1_lofi_fp32_c4096,256k,4096,41,0.947310,0.957717,0.291198
mlpexp_m1_lofi_fp32_c4096,256k,4096,42,0.938680,0.950699,0.314449
mlpexp_m1_lofi_fp32_c4096,256k,4096,43,0.932445,0.952818,0.307605
mlpexp_m1_lofi_fp32_c4096,256k,4096,44,0.941471,0.952039,0.310138
mlpexp_m1_lofi_fp32_c4096,256k,4096,45,0.946459,0.953060,0.306825
mlpexp_m1_lofi_fp32_c4096,256k,4096,46,0.939664,0.954957,0.300566
mlpexp_m1_lofi_fp32_c4096,256k,4096,47,0.954164,0.958665,0.287921
mlpexp_m1_lofi_fp32_c4096,256k,4096,48,0.942939,0.957053,0.293487
mlpexp_m1_lofi_fp32_c4096,256k,4096,49,0.952088,0.967852,0.253905
mlpexp_m1_lofi_fp32_c4096,256k,4096,50,0.934768,0.942105,0.340733
mlpexp_m1_lofi_fp32_c4096,256k,4096,51,0.933547,0.949978,0.316741
mlpexp_m1_lofi_fp32_c4096,256k,4096,52,0.935731,0.945741,0.329883
mlpexp_m1_lofi_fp32_c4096,256k,4096,53,0.953764,0.956128,0.296628
mlpexp_m1_lofi_fp32_c4096,256k,4096,54,0.948912,0.961662,0.277263
mlpexp_m1_lofi_fp32_c4096,256k,4096,55,0.943223,0.956243,0.296199
mlpexp_m1_lofi_fp32_c4096,256k,4096,56,0.947159,0.959747,0.284132
mlpexp_m1_lofi_fp32_c4096,256k,4096,57,0.938044,0.954032,0.303622
mlpexp_m1_lofi_fp32_c4096,256k,4096,58,0.959365,0.971464,0.239205
mlpexp_m1_lofi_fp32_c4096,256k,4096,59,0.978114,0.983565,0.181562
mlpexp_m1_lofi_fp32_c8192,256k,8192,0,0.999910,0.999938,0.011490
mlpexp_m1_lofi_fp32_c8192,256k,8192,1,0.999834,0.999867,0.016594
mlpexp_m1_lofi_fp32_c8192,256k,8192,2,0.999840,0.999870,0.016355
mlpexp_m1_lofi_fp32_c8192,256k,8192,3,0.999707,0.999773,0.021492
mlpexp_m1_lofi_fp32_c8192,256k,8192,4,0.999652,0.999699,0.024733
mlpexp_m1_lofi_fp32_c8192,256k,8192,5,0.999649,0.999681,0.025430
mlpexp_m1_lofi_fp32_c8192,256k,8192,6,0.997927,0.998633,0.052442
mlpexp_m1_lofi_fp32_c8192,256k,8192,7,0.998061,0.999065,0.043399
mlpexp_m1_lofi_fp32_c8192,256k,8192,8,0.998402,0.999360,0.035945
mlpexp_m1_lofi_fp32_c8192,256k,8192,9,0.998607,0.999252,0.038836
mlpexp_m1_lofi_fp32_c8192,256k,8192,10,0.998764,0.999184,0.040546
mlpexp_m1_lofi_fp32_c8192,256k,8192,11,0.998885,0.999038,0.044003
mlpexp_m1_lofi_fp32_c8192,256k,8192,12,0.998636,0.999432,0.033837
mlpexp_m1_lofi_fp32_c8192,256k,8192,13,0.999194,0.999393,0.034986
mlpexp_m1_lofi_fp32_c8192,256k,8192,14,0.998947,0.999261,0.038590
mlpexp_m1_lofi_fp32_c8192,256k,8192,15,0.998604,0.999151,0.041358
mlpexp_m1_lofi_fp32_c8192,256k,8192,16,0.998480,0.998793,0.049275
mlpexp_m1_lofi_fp32_c8192,256k,8192,17,0.998436,0.998754,0.050059
mlpexp_m1_lofi_fp32_c8192,256k,8192,18,0.992863,0.997085,0.076513
mlpexp_m1_lofi_fp32_c8192,256k,8192,19,0.994440,0.997253,0.074280
mlpexp_m1_lofi_fp32_c8192,256k,8192,20,0.995035,0.996838,0.079680
mlpexp_m1_lofi_fp32_c8192,256k,8192,21,0.992538,0.994198,0.107908
mlpexp_m1_lofi_fp32_c8192,256k,8192,22,0.992364,0.993816,0.111393
mlpexp_m1_lofi_fp32_c8192,256k,8192,23,0.990184,0.995079,0.099369
mlpexp_m1_lofi_fp32_c8192,256k,8192,24,0.986999,0.990098,0.140944
mlpexp_m1_lofi_fp32_c8192,256k,8192,25,0.980422,0.986756,0.162986
mlpexp_m1_lofi_fp32_c8192,256k,8192,26,0.979640,0.984517,0.176232
mlpexp_m1_lofi_fp32_c8192,256k,8192,27,0.975066,0.979493,0.202815
mlpexp_m1_lofi_fp32_c8192,256k,8192,28,0.962605,0.975123,0.223373
mlpexp_m1_lofi_fp32_c8192,256k,8192,29,0.948229,0.977075,0.214440
mlpexp_m1_lofi_fp32_c8192,256k,8192,30,0.948950,0.961041,0.279531
mlpexp_m1_lofi_fp32_c8192,256k,8192,31,0.936258,0.959602,0.284646
mlpexp_m1_lofi_fp32_c8192,256k,8192,32,0.939384,0.953953,0.303890
mlpexp_m1_lofi_fp32_c8192,256k,8192,33,0.929537,0.943043,0.337981
mlpexp_m1_lofi_fp32_c8192,256k,8192,34,0.922734,0.942248,0.340327
mlpexp_m1_lofi_fp32_c8192,256k,8192,35,0.932422,0.943683,0.336064
mlpexp_m1_lofi_fp32_c8192,256k,8192,36,0.920578,0.944205,0.334521
mlpexp_m1_lofi_fp32_c8192,256k,8192,37,0.921817,0.945148,0.331679
mlpexp_m1_lofi_fp32_c8192,256k,8192,38,0.919603,0.941052,0.343817
mlpexp_m1_lofi_fp32_c8192,256k,8192,39,0.912320,0.938766,0.350444
mlpexp_m1_lofi_fp32_c8192,256k,8192,40,0.935898,0.951433,0.312098
mlpexp_m1_lofi_fp32_c8192,256k,8192,41,0.947281,0.957747,0.291095
mlpexp_m1_lofi_fp32_c8192,256k,8192,42,0.938940,0.950875,0.313886
mlpexp_m1_lofi_fp32_c8192,256k,8192,43,0.932547,0.952988,0.307051
mlpexp_m1_lofi_fp32_c8192,256k,8192,44,0.941469,0.952175,0.309698
mlpexp_m1_lofi_fp32_c8192,256k,8192,45,0.946324,0.953163,0.306490
mlpexp_m1_lofi_fp32_c8192,256k,8192,46,0.939613,0.955065,0.300205
mlpexp_m1_lofi_fp32_c8192,256k,8192,47,0.954095,0.958630,0.288043
mlpexp_m1_lofi_fp32_c8192,256k,8192,48,0.943094,0.957265,0.292761
mlpexp_m1_lofi_fp32_c8192,256k,8192,49,0.952010,0.968083,0.252993
mlpexp_m1_lofi_fp32_c8192,256k,8192,50,0.934698,0.942034,0.340943
mlpexp_m1_lofi_fp32_c8192,256k,8192,51,0.933565,0.949906,0.316967
mlpexp_m1_lofi_fp32_c8192,256k,8192,52,0.935688,0.945728,0.329922
mlpexp_m1_lofi_fp32_c8192,256k,8192,53,0.953749,0.956144,0.296575
mlpexp_m1_lofi_fp32_c8192,256k,8192,54,0.948783,0.961850,0.276585
mlpexp_m1_lofi_fp32_c8192,256k,8192,55,0.943255,0.956395,0.295682
mlpexp_m1_lofi_fp32_c8192,256k,8192,56,0.947413,0.959982,0.283302
mlpexp_m1_lofi_fp32_c8192,256k,8192,57,0.938317,0.954242,0.302926
mlpexp_m1_lofi_fp32_c8192,256k,8192,58,0.959686,0.971734,0.238071
mlpexp_m1_lofi_fp32_c8192,256k,8192,59,0.978153,0.983579,0.181484
mlpexp_m3_hifi2_bf16_c8192,256k,8192,0,0.999910,0.999938,0.011490
mlpexp_m3_hifi2_bf16_c8192,256k,8192,1,0.999832,0.999866,0.016596
mlpexp_m3_hifi2_bf16_c8192,256k,8192,2,0.999838,0.999870,0.016354
mlpexp_m3_hifi2_bf16_c8192,256k,8192,3,0.999727,0.999787,0.020863
mlpexp_m3_hifi2_bf16_c8192,256k,8192,4,0.999614,0.999668,0.025943
mlpexp_m3_hifi2_bf16_c8192,256k,8192,5,0.999646,0.999667,0.025994
mlpexp_m3_hifi2_bf16_c8192,256k,8192,6,0.997752,0.998529,0.054383
mlpexp_m3_hifi2_bf16_c8192,256k,8192,7,0.997844,0.999006,0.044725
mlpexp_m3_hifi2_bf16_c8192,256k,8192,8,0.998408,0.999327,0.036851
mlpexp_m3_hifi2_bf16_c8192,256k,8192,9,0.998476,0.999215,0.039776
mlpexp_m3_hifi2_bf16_c8192,256k,8192,10,0.998738,0.999131,0.041841
mlpexp_m3_hifi2_bf16_c8192,256k,8192,11,0.998762,0.998931,0.046382
mlpexp_m3_hifi2_bf16_c8192,256k,8192,12,0.998657,0.999415,0.034371
mlpexp_m3_hifi2_bf16_c8192,256k,8192,13,0.999128,0.999322,0.036979
mlpexp_m3_hifi2_bf16_c8192,256k,8192,14,0.998821,0.999157,0.041213
mlpexp_m3_hifi2_bf16_c8192,256k,8192,15,0.998370,0.999017,0.044491
mlpexp_m3_hifi2_bf16_c8192,256k,8192,16,0.998284,0.998624,0.052609
mlpexp_m3_hifi2_bf16_c8192,256k,8192,17,0.998286,0.998641,0.052265
mlpexp_m3_hifi2_bf16_c8192,256k,8192,18,0.993096,0.996902,0.078867
mlpexp_m3_hifi2_bf16_c8192,256k,8192,19,0.994359,0.997192,0.075092
mlpexp_m3_hifi2_bf16_c8192,256k,8192,20,0.994925,0.996728,0.081044
mlpexp_m3_hifi2_bf16_c8192,256k,8192,21,0.992092,0.993796,0.111579
mlpexp_m3_hifi2_bf16_c8192,256k,8192,22,0.991831,0.993408,0.115005
mlpexp_m3_hifi2_bf16_c8192,256k,8192,23,0.989887,0.994756,0.102582
mlpexp_m3_hifi2_bf16_c8192,256k,8192,24,0.986588,0.989788,0.143130
mlpexp_m3_hifi2_bf16_c8192,256k,8192,25,0.979512,0.986216,0.166274
mlpexp_m3_hifi2_bf16_c8192,256k,8192,26,0.978712,0.983986,0.179226
mlpexp_m3_hifi2_bf16_c8192,256k,8192,27,0.973836,0.978582,0.207270
mlpexp_m3_hifi2_bf16_c8192,256k,8192,28,0.959892,0.973569,0.230246
mlpexp_m3_hifi2_bf16_c8192,256k,8192,29,0.945147,0.976031,0.219266
mlpexp_m3_hifi2_bf16_c8192,256k,8192,30,0.945970,0.958680,0.287877
mlpexp_m3_hifi2_bf16_c8192,256k,8192,31,0.932073,0.956639,0.294898
mlpexp_m3_hifi2_bf16_c8192,256k,8192,32,0.934819,0.950122,0.316277
mlpexp_m3_hifi2_bf16_c8192,256k,8192,33,0.923339,0.937983,0.352672
mlpexp_m3_hifi2_bf16_c8192,256k,8192,34,0.915995,0.937178,0.354950
mlpexp_m3_hifi2_bf16_c8192,256k,8192,35,0.924576,0.938876,0.350112
mlpexp_m3_hifi2_bf16_c8192,256k,8192,36,0.912642,0.938831,0.350257
