OP_NAME,DEVICE_ID,CALL_IDX,KERNEL_DUR_us,CORES,AVAIL_CORES,CORE_UTIL%,MATH_FIDELITY,IN0_SHAPE,IN0_LAYOUT,IN0_DTYPE,IN0_MEM,IN1_SHAPE,IN1_MEM,OUT0_SHAPE,OUT0_MEM,FPU_UTIL%,DRAM_BW_UTIL%
SDPA,0,120832,1809.87,70,70,100.0,HiFi4,8[8]x8192[8192]x128[128],TILE,BFLOAT8_B,DRAM_INTERLEAVED,8192[8192]x128[128],DRAM_INTERLEAVED,8[8]x2048[2048]x128[128],DRAM_INTERLEAVED,0.0,0.0
NLPConcatHeadsDeviceOperation,0,121856,22.50,64,70,91.4,,8[8]x2048[2048]x128[128],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,2048[2048]x1024[1024],DRAM_INTERLEAVED,0.0,0.0
SliceDeviceOperation,0,122880,11.58,70,70,100.0,,2048[2048]x1024[1024],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,1024[1024]x1024[1024],DRAM_INTERLEAVED,35.8,0.0
SliceDeviceOperation,0,123904,11.82,70,70,100.0,,2048[2048]x1024[1024],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,1024[1024]x1024[1024],DRAM_INTERLEAVED,35.0,0.0
AllGatherAsyncDeviceOperation,0,124928,82.13,40,70,57.1,,1024[1024]x1024[1024],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,4096[4096]x1024[1024],DRAM_INTERLEAVED,0.0,0.0
AllGatherAsyncDeviceOperation,0,125952,89.14,40,70,57.1,,1024[1024]x1024[1024],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,4096[4096]x1024[1024],DRAM_INTERLEAVED,0.0,0.0
ConcatDeviceOperation,0,126976,81.16,70,70,100.0,,4096[4096]x1024[1024],TILE,BFLOAT8_B,DRAM_INTERLEAVED,4096[4096]x1024[1024],DRAM_INTERLEAVED,8192[8192]x1024[1024],DRAM_INTERLEAVED,0.0,0.0
MatmulDeviceOperation,0,128000,475.56,56,70,80.0,HiFi2,8[8]x1024[1024]x1024[1024],TILE,BFLOAT8_B,DRAM_INTERLEAVED,1024[1024]x2048[2048],DRAM_INTERLEAVED,8[8]x1024[1024]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
ReduceScatterMinimalAsyncDeviceOperation,0,129024,488.85,40,70,57.1,HiFi4,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
AllGatherAsyncDeviceOperation,0,130048,309.21,40,70,57.1,,8192[8192]x256[256],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
BinaryNgDeviceOperation,0,131072,235.59,70,70,100.0,HiFi4,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,8192[8192]x2048[2048],DRAM_INTERLEAVED,8192[8192]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
LayerNormPreAllGatherDeviceOperation,0,132096,139.04,70,70,100.0,HiFi2,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x32[32],DRAM_INTERLEAVED,0.0,0.0
AllGatherAsyncDeviceOperation,0,133120,49.19,24,70,34.3,,8192[8192]x32[32],TILE,BFLOAT16,DRAM_INTERLEAVED,,,8192[8192]x128[128],DRAM_INTERLEAVED,0.0,0.0
LayerNormPostAllGatherDeviceOperation,0,134144,227.13,70,70,100.0,HiFi2,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,8192[8192]x128[128],DRAM_INTERLEAVED,8192[8192]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
MatmulDeviceOperation,0,135168,750.86,63,70,90.0,LoFi,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,2048[2048]x3584[3584],DRAM_INTERLEAVED,8192[8192]x3584[3584],DRAM_INTERLEAVED,0.0,0.0
ReduceScatterMinimalAsyncDeviceOperation,0,136192,708.03,40,70,57.1,HiFi4,8192[8192]x3584[3584],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x3584[3584],DRAM_INTERLEAVED,0.0,0.0
MatmulDeviceOperation,0,137216,749.18,63,70,90.0,LoFi,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,2048[2048]x3584[3584],DRAM_INTERLEAVED,8192[8192]x3584[3584],DRAM_INTERLEAVED,0.0,0.0
ReduceScatterMinimalAsyncDeviceOperation,0,138240,712.33,40,70,57.1,HiFi4,8192[8192]x3584[3584],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x3584[3584],DRAM_INTERLEAVED,0.0,0.0
BinaryNgDeviceOperation,0,139264,200.63,70,70,100.0,HiFi4,8192[8192]x896[896],TILE,BFLOAT8_B,DRAM_INTERLEAVED,8192[8192]x896[896],DRAM_INTERLEAVED,8192[8192]x896[896],DRAM_INTERLEAVED,0.0,0.0
AllGatherAsyncDeviceOperation,0,140288,1797.12,10,70,14.3,,8192[8192]x896[896],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x3584[3584],DRAM_INTERLEAVED,0.0,0.0
MatmulDeviceOperation,0,141312,1321.42,56,70,80.0,HiFi2,8192[8192]x3584[3584],TILE,BFLOAT8_B,DRAM_INTERLEAVED,3584[3584]x2048[2048],DRAM_INTERLEAVED,8192[8192]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
ReduceScatterMinimalAsyncDeviceOperation,0,142336,485.74,40,70,57.1,HiFi4,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
AllGatherAsyncDeviceOperation,0,143360,308.67,40,70,57.1,,8192[8192]x256[256],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
BinaryNgDeviceOperation,0,144384,232.25,70,70,100.0,HiFi4,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,8192[8192]x2048[2048],DRAM_INTERLEAVED,8192[8192]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
LayerNormPreAllGatherDeviceOperation,0,145408,138.94,70,70,100.0,HiFi2,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x32[32],DRAM_INTERLEAVED,0.0,0.0
AllGatherAsyncDeviceOperation,0,146432,45.12,24,70,34.3,,8192[8192]x32[32],TILE,BFLOAT16,DRAM_INTERLEAVED,,,8192[8192]x128[128],DRAM_INTERLEAVED,0.0,0.0
LayerNormPostAllGatherDeviceOperation,0,147456,227.23,70,70,100.0,HiFi2,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,8192[8192]x128[128],DRAM_INTERLEAVED,8192[8192]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
UntilizeDeviceOperation,0,148480,321.31,64,70,91.4,HiFi4,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x2048[2048],DRAM_INTERLEAVED,37.2,0.0
SliceDeviceOperation,0,149504,1.48,1,70,1.4,,8192[8192]x2048[2048],ROW_MAJOR,BFLOAT16,DRAM_INTERLEAVED,,,2048[2048],DRAM_INTERLEAVED,34.0,0.0
TilizeWithValPaddingDeviceOperation,0,150528,5.74,64,70,91.4,HiFi4,2048[2048],ROW_MAJOR,BFLOAT16,DRAM_INTERLEAVED,,,32[1]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
MatmulDeviceOperation,0,151552,193.93,47,70,67.1,HiFi2,32[1]x2048[2048],TILE,BFLOAT16,DRAM_INTERLEAVED,2048[2048]x16384[16384],DRAM_INTERLEAVED,32[1]x16384[16384],DRAM_INTERLEAVED,0.2,0.0
AllGatherAsyncDeviceOperation,0,152576,50.56,24,70,34.3,,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,4[4]x32[1]x16384[16384],DRAM_INTERLEAVED,0.0,0.0
FastReduceNCDeviceOperation,0,153600,13.91,70,70,100.0,HiFi4,4[4]x32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,32[32]x16384[16384],DRAM_INTERLEAVED,0.0,0.0
CopyDeviceOperation,0,154624,7.07,70,70,100.0,,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,32[1]x16384[16384],DRAM_INTERLEAVED,32[1]x16384[16384],DRAM_INTERLEAVED,0.0,0.0
UntilizeWithUnpaddingDeviceOperation,0,155648,7.28,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,39.2,0.0
UntilizeWithUnpaddingDeviceOperation,0,156672,7.57,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.8,0.0
UntilizeWithUnpaddingDeviceOperation,0,157696,7.62,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.5,0.0
UntilizeWithUnpaddingDeviceOperation,0,158720,7.59,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.7,0.0
UntilizeWithUnpaddingDeviceOperation,0,159744,7.57,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.7,0.0
UntilizeWithUnpaddingDeviceOperation,0,160768,7.58,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.7,0.0
UntilizeWithUnpaddingDeviceOperation,0,161792,7.93,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,36.0,0.0
UntilizeWithUnpaddingDeviceOperation,0,162816,7.29,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,39.2,0.0
UntilizeWithUnpaddingDeviceOperation,0,163840,7.74,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,36.9,0.0
UntilizeWithUnpaddingDeviceOperation,0,164864,7.47,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.3,0.0
UntilizeWithUnpaddingDeviceOperation,0,165888,7.96,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,35.9,0.0
UntilizeWithUnpaddingDeviceOperation,0,166912,7.45,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.3,0.0
UntilizeWithUnpaddingDeviceOperation,0,167936,7.56,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.8,0.0
UntilizeWithUnpaddingDeviceOperation,0,168960,7.50,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.1,0.0
UntilizeWithUnpaddingDeviceOperation,0,169984,7.76,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,36.8,0.0
UntilizeWithUnpaddingDeviceOperation,0,171008,7.56,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.8,0.0
UntilizeWithUnpaddingDeviceOperation,0,172032,7.49,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.1,0.0
UntilizeWithUnpaddingDeviceOperation,0,173056,7.52,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.0,0.0
UntilizeWithUnpaddingDeviceOperation,0,174080,7.59,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.6,0.0
UntilizeWithUnpaddingDeviceOperation,0,175104,7.56,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.8,0.0
UntilizeWithUnpaddingDeviceOperation,0,176128,7.86,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,36.4,0.0
UntilizeWithUnpaddingDeviceOperation,0,177152,7.45,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.3,0.0
UntilizeWithUnpaddingDeviceOperation,0,178176,7.57,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.7,0.0
UntilizeWithUnpaddingDeviceOperation,0,179200,7.51,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.0,0.0
UntilizeWithUnpaddingDeviceOperation,0,180224,7.50,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.1,0.0
UntilizeWithUnpaddingDeviceOperation,0,181248,7.52,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.0,0.0
UntilizeWithUnpaddingDeviceOperation,0,182272,7.53,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.0,0.0
UntilizeWithUnpaddingDeviceOperation,0,183296,7.39,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.6,0.0
UntilizeWithUnpaddingDeviceOperation,0,184320,7.23,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,39.5,0.0
UntilizeWithUnpaddingDeviceOperation,0,185344,6.98,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,40.9,0.0
UntilizeWithUnpaddingDeviceOperation,0,186368,7.04,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,40.6,0.0
UntilizeWithUnpaddingDeviceOperation,0,187392,6.99,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,40.9,0.0
ConcatDeviceOperation,0,188416,49.49,32,70,45.7,,16384[16384],ROW_MAJOR,BFLOAT16,DRAM_INTERLEAVED,16384[16384],DRAM_INTERLEAVED,32[32]x16384[16384],DRAM_INTERLEAVED,0.0,0.0
TilizeWithValPaddingDeviceOperation,0,189440,22.50,64,70,91.4,HiFi4,32[32]x16384[16384],ROW_MAJOR,BFLOAT16,DRAM_INTERLEAVED,,,32[32]x16384[16384],DRAM_INTERLEAVED,0.0,0.0
TypecastDeviceOperation,0,190464,21.64,32,70,45.7,HiFi4,32[32]x16384[16384],TILE,BFLOAT16,DRAM_INTERLEAVED,,,32[32]x16384[16384],DRAM_INTERLEAVED,0.0,0.0
TopKDeviceOperation,0,191488,177.87,17,70,24.3,HiFi4,32[32]x16384[16384],TILE,BFLOAT16,DRAM_INTERLEAVED,32[32]x16384[16384],DRAM_INTERLEAVED,32[32]x32[32],DRAM_INTERLEAVED,0.0,0.0
AllGatherAsyncDeviceOperation,0,192512,19.81,6,70,8.6,,32[32]x32[32],TILE,BFLOAT16,DRAM_INTERLEAVED,32[32]x256[256],DRAM_INTERLEAVED,32[32]x256[256],DRAM_INTERLEAVED,0.0,0.0
InterleavedToShardedDeviceOperation,0,193536,0.92,8,70,11.4,,32[32]x256[256],TILE,BFLOAT16,DRAM_INTERLEAVED,,,32[32]x256[256],L1_WIDTH_SHARDED,0.1,0.0
ShardedToInterleavedDeviceOperation,0,194560,1.06,8,70,11.4,,32[32]x256[256],TILE,BFLOAT16,L1_WIDTH_SHARDED,,,32[32]x256[256],DRAM_INTERLEAVED,0.1,0.0
AllGatherAsyncDeviceOperation,0,195584,19.51,6,70,8.6,,32[32]x32[32],TILE,UINT16,DRAM_INTERLEAVED,32[32]x256[256],DRAM_INTERLEAVED,32[32]x256[256],DRAM_INTERLEAVED,0.0,0.0
TypecastDeviceOperation,0,196608,1.77,8,70,11.4,HiFi4,32[32]x256[256],TILE,UINT16,DRAM_INTERLEAVED,,,32[32]x256[256],DRAM_INTERLEAVED,0.1,0.0
InterleavedToShardedDeviceOperation,0,197632,1.35,8,70,11.4,,32[32]x256[256],TILE,INT32,DRAM_INTERLEAVED,,,32[32]x256[256],L1_WIDTH_SHARDED,0.1,0.0
BinaryNgDeviceOperation,0,198656,2.67,50,70,71.4,HiFi4,32[32]x256[256],TILE,INT32,DRAM_INTERLEAVED,32[32]x256[256],L1_WIDTH_SHARDED,32[32]x256[256],L1_WIDTH_SHARDED,0.0,0.0
ShardedToInterleavedDeviceOperation,0,199680,1.51,8,70,11.4,,32[32]x256[256],TILE,INT32,L1_WIDTH_SHARDED,,,32[32]x256[256],DRAM_INTERLEAVED,0.1,0.0
UntilizeDeviceOperation,0,200704,3.03,8,70,11.4,HiFi4,32[32]x256[256],TILE,INT32,DRAM_INTERLEAVED,,,32[32]x256[256],DRAM_INTERLEAVED,21.5,0.0
ManualSeedDeviceOperation,0,201728,19.10,50,70,71.4,HiFi4,32[32],ROW_MAJOR,UINT32,DRAM_INTERLEAVED,32[32],DRAM_INTERLEAVED,,DRAM_INTERLEAVED,0.0,0.0
SamplingDeviceOperation,0,202752,68.33,32,70,45.7,HiFi4,32[32]x256[256],TILE,BFLOAT16,DRAM_INTERLEAVED,32[32]x256[256],DRAM_INTERLEAVED,32[32],DRAM_INTERLEAVED,0.0,0.0
