OP_NAME,DEVICE_ID,CALL_IDX,KERNEL_DUR_us,CORES,AVAIL_CORES,CORE_UTIL%,MATH_FIDELITY,IN0_SHAPE,IN0_LAYOUT,IN0_DTYPE,IN0_MEM,IN1_SHAPE,IN1_MEM,OUT0_SHAPE,OUT0_MEM,FPU_UTIL%,DRAM_BW_UTIL%
UntilizeWithUnpaddingDeviceOperation,0,156672,7.56,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.8,0.0
UntilizeWithUnpaddingDeviceOperation,0,157696,7.92,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,36.1,0.0
UntilizeWithUnpaddingDeviceOperation,0,158720,7.65,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.4,0.0
UntilizeWithUnpaddingDeviceOperation,0,159744,7.61,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.6,0.0
UntilizeWithUnpaddingDeviceOperation,0,160768,7.59,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.6,0.0
UntilizeWithUnpaddingDeviceOperation,0,161792,7.63,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.5,0.0
UntilizeWithUnpaddingDeviceOperation,0,162816,7.78,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,36.7,0.0
UntilizeWithUnpaddingDeviceOperation,0,163840,7.41,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.5,0.0
UntilizeWithUnpaddingDeviceOperation,0,164864,8.15,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,35.0,0.0
UntilizeWithUnpaddingDeviceOperation,0,165888,7.77,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,36.8,0.0
UntilizeWithUnpaddingDeviceOperation,0,166912,7.50,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.1,0.0
UntilizeWithUnpaddingDeviceOperation,0,167936,7.85,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,36.4,0.0
UntilizeWithUnpaddingDeviceOperation,0,168960,7.57,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.8,0.0
UntilizeWithUnpaddingDeviceOperation,0,169984,7.58,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.7,0.0
UntilizeWithUnpaddingDeviceOperation,0,171008,8.03,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,35.6,0.0
UntilizeWithUnpaddingDeviceOperation,0,172032,7.30,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,39.2,0.0
UntilizeWithUnpaddingDeviceOperation,0,173056,7.75,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,36.9,0.0
UntilizeWithUnpaddingDeviceOperation,0,174080,7.52,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.0,0.0
UntilizeWithUnpaddingDeviceOperation,0,175104,7.83,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,36.5,0.0
UntilizeWithUnpaddingDeviceOperation,0,176128,7.77,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,36.8,0.0
UntilizeWithUnpaddingDeviceOperation,0,177152,7.47,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.2,0.0
UntilizeWithUnpaddingDeviceOperation,0,178176,7.37,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.8,0.0
UntilizeWithUnpaddingDeviceOperation,0,179200,7.50,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.1,0.0
UntilizeWithUnpaddingDeviceOperation,0,180224,7.41,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.6,0.0
UntilizeWithUnpaddingDeviceOperation,0,181248,7.46,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.3,0.0
UntilizeWithUnpaddingDeviceOperation,0,182272,7.44,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.4,0.0
UntilizeWithUnpaddingDeviceOperation,0,183296,7.60,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.6,0.0
UntilizeWithUnpaddingDeviceOperation,0,184320,7.16,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,39.9,0.0
UntilizeWithUnpaddingDeviceOperation,0,185344,7.00,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,40.8,0.0
ConcatDeviceOperation,0,186368,48.38,32,70,45.7,,16384[16384],ROW_MAJOR,BFLOAT16,DRAM_INTERLEAVED,16384[16384],DRAM_INTERLEAVED,32[32]x16384[16384],DRAM_INTERLEAVED,0.0,0.0
TilizeWithValPaddingDeviceOperation,0,187392,22.04,64,70,91.4,HiFi4,32[32]x16384[16384],ROW_MAJOR,BFLOAT16,DRAM_INTERLEAVED,,,32[32]x16384[16384],DRAM_INTERLEAVED,0.0,0.0
TypecastDeviceOperation,0,188416,20.21,32,70,45.7,HiFi4,32[32]x16384[16384],TILE,BFLOAT16,DRAM_INTERLEAVED,,,32[32]x16384[16384],DRAM_INTERLEAVED,0.0,0.0
TopKDeviceOperation,0,189440,177.90,17,70,24.3,HiFi4,32[32]x16384[16384],TILE,BFLOAT16,DRAM_INTERLEAVED,32[32]x16384[16384],DRAM_INTERLEAVED,32[32]x32[32],DRAM_INTERLEAVED,0.0,0.0
AllGatherAsyncDeviceOperation,0,190464,19.90,6,70,8.6,,32[32]x32[32],TILE,BFLOAT16,DRAM_INTERLEAVED,32[32]x256[256],DRAM_INTERLEAVED,32[32]x256[256],DRAM_INTERLEAVED,0.0,0.0
InterleavedToShardedDeviceOperation,0,191488,0.89,8,70,11.4,,32[32]x256[256],TILE,BFLOAT16,DRAM_INTERLEAVED,,,32[32]x256[256],L1_WIDTH_SHARDED,0.1,0.0
ShardedToInterleavedDeviceOperation,0,192512,0.94,8,70,11.4,,32[32]x256[256],TILE,BFLOAT16,L1_WIDTH_SHARDED,,,32[32]x256[256],DRAM_INTERLEAVED,0.1,0.0
AllGatherAsyncDeviceOperation,0,193536,19.44,6,70,8.6,,32[32]x32[32],TILE,UINT16,DRAM_INTERLEAVED,32[32]x256[256],DRAM_INTERLEAVED,32[32]x256[256],DRAM_INTERLEAVED,0.0,0.0
TypecastDeviceOperation,0,194560,1.93,8,70,11.4,HiFi4,32[32]x256[256],TILE,UINT16,DRAM_INTERLEAVED,,,32[32]x256[256],DRAM_INTERLEAVED,0.1,0.0
InterleavedToShardedDeviceOperation,0,195584,1.30,8,70,11.4,,32[32]x256[256],TILE,INT32,DRAM_INTERLEAVED,,,32[32]x256[256],L1_WIDTH_SHARDED,0.1,0.0
BinaryNgDeviceOperation,0,196608,2.68,50,70,71.4,HiFi4,32[32]x256[256],TILE,INT32,DRAM_INTERLEAVED,32[32]x256[256],L1_WIDTH_SHARDED,32[32]x256[256],L1_WIDTH_SHARDED,0.0,0.0
ShardedToInterleavedDeviceOperation,0,197632,1.64,8,70,11.4,,32[32]x256[256],TILE,INT32,L1_WIDTH_SHARDED,,,32[32]x256[256],DRAM_INTERLEAVED,0.1,0.0
UntilizeDeviceOperation,0,198656,3.01,8,70,11.4,HiFi4,32[32]x256[256],TILE,INT32,DRAM_INTERLEAVED,,,32[32]x256[256],DRAM_INTERLEAVED,21.6,0.0
ManualSeedDeviceOperation,0,199680,19.08,50,70,71.4,HiFi4,32[32],ROW_MAJOR,UINT32,DRAM_INTERLEAVED,32[32],DRAM_INTERLEAVED,,DRAM_INTERLEAVED,0.0,0.0
SamplingDeviceOperation,0,200704,68.28,32,70,45.7,HiFi4,32[32]x256[256],TILE,BFLOAT16,DRAM_INTERLEAVED,32[32]x256[256],DRAM_INTERLEAVED,32[32],DRAM_INTERLEAVED,0.0,0.0
