epoch usage_bytes total_rss total_cache failcnt
1780419613 115048230912 469835776 107841466368 0
1780419618 115075584000 461332480 107874177024 0
1780419623 115152293888 502218752 107906572288 0
1780419628 115186724864 503558144 107936997376 0
1780419633 115332800512 613580800 107969937408 0
1780419638 115301933056 547815424 108004667392 0
1780419643 115498512384 705302528 108038868992 0
1780419648 115535921152 707497984 108071378944 0
1780419653 115364237312 502677504 108104347648 0
1780419658 115325079552 440516608 108126392320 0
1780419663 115395006464 475734016 108158189568 0
1780419668 115422986240 470155264 108189011968 0
1780419673 115495555072 505397248 108222435328 0
1780419678 115598172160 570499072 108257611776 0
1780419683 115771363328 705052672 108292644864 0
1780419688 115782639616 681406464 108326203392 0
1780419693 115741368320 605347840 108358701056 0
1780419698 115658018816 485437440 108390330368 0
1780419703 115665035264 466333696 108416446464 0
1780419708 115672039424 444911616 108444778496 0
1780419713 115808997376 545714176 108476760064 0
1780419718 115798626304 498278400 108511596544 0
1780419723 115934683136 597954560 108544712704 0
1780419728 116099076096 726630400 108578217984 0
1780419733 116133974016 725917696 108610736128 0
1780419738 116175687680 733761536 108643012608 0
1780419743 116165136384 689397760 108674711552 0
1780419748 116004937728 494419968 108706615296 0
1780419753 116020011008 484634624 108731396096 0
1780419758 116084604928 511451136 108763541504 0
1780419763 116204220416 595476480 108798164992 0
1780419768 116399280128 753504256 108832690176 0
1780419773 116362899456 686157824 108864184320 0
1780419778 116452388864 737644544 108896432128 0
1780419783 116470513664 722169856 108927848448 0
1780419788 116303126528 519823360 108961869824 0
1780419794 116301500416 494227456 108984803328 0
1780419799 116351393792 502861824 109018185728 0
1780419804 116515557376 635576320 109050511360 0
1780419809 116525981696 611868672 109083701248 0
1780419814 116603637760 641908736 109116821504 0
1780419819 116743409664 757903360 109148295168 0
1780419824 116741566464 723046400 109179207680 0
1780419829 116646776832 589139968 109214969856 0
1780419834 116588294144 509521920 109237567488 0
1780419839 116635992064 519139328 109272518656 0
1780419844 116687634432 535949312 109301948416 0
1780419849 116823326720 635813888 109336907776 0
1780419854 116833566720 613122048 109367660544 0
1780419859 116844953600 592195584 109398917120 0
1780419864 117038895104 746905600 109433827328 0
1780419869 117063974912 736288768 109467578368 0
1780419874 116890779648 528404480 109500198912 0
1780419879 116855480320 468377600 109525225472 0
1780419884 116951781376 532676608 109552582656 0
1780419889 117094125568 637898752 109587214336 0
1780419894 117114597376 624562176 109618663424 0
1780419899 117125509120 597753856 109649096704 0
1780419904 117318705152 756748288 109685518336 0
1780419909 117113020416 513634304 109720018944 0
1780419914 117133144064 510910464 109743075328 0
1780419919 117175971840 517423104 109777072128 0
1780419924 117231869952 537133056 109809704960 0
1780419929 117370118144 640446464 109841571840 0
1780419934 117383688192 620703744 109872443392 0
1780419939 117471199232 660443136 109906362368 0
1780419944 117600514048 763899904 109940031488 0
1780419949 117555552256 684732416 109972783104 0
1780419954 117422112768 517615616 110003232768 0
1780419959 117477670912 547045376 110028857344 0
1780419964 117607460864 638296064 110064017408 0
1780419969 117771005952 764678144 110099013632 0
1780419974 117766311936 723304448 110133379072 0
1780419979 117559181312 490889216 110158274560 0
1780419984 117777592320 669253632 110194212864 0
1780419989 117908606976 761552896 110231101440 0
1780419994 117751013376 564891648 110266646528 0
1780419999 117735755776 526548992 110290042880 0
1780420004 117800669184 553709568 110323408896 0
1780420009 117909770240 625139712 110358859776 0
1780420014 118075621376 753156096 110394253312 0
1780420019 118025166848 665247744 110429298688 0
1780420024 117916745728 531628032 110454116352 0
1780420029 117975040000 551432192 110489632768 0
1780420034 118241996800 779337728 110525796352 0
1780420039 118193049600 693174272 110559698944 0
1780420044 118088630272 565387264 110583119872 0
1780420049 118128762880 568233984 110617505792 0
1780420054 118178902016 582479872 110649982976 0
1780420059 118455721984 819343360 110686617600 0
1780420064 118257491968 582705152 110722490368 0
1780420069 118261121024 562552832 110746853376 0
1780420074 118431928320 693841920 110782025728 0
1780420079 118594420736 818024448 110817517568 0
1780420084 118542221312 729235456 110851600384 0
1780420089 118381158400 542785536 110877982720 0
1780420094 118458511360 587763712 110907559936 0
1780420099 118637314048 726994944 110942851072 0
1780420104 118738018304 788688896 110979567616 0
1780420109 118590357504 603693056 111014588416 0
1780420114 118614446080 604016640 111037763584 0
1780420119 118760398848 712282112 111071465472 0
1780420124 118893789184 807956480 111106539520 0
1780420129 118961139712 837971968 111141089280 0
1780420134 118802681856 645779456 111174008832 0
1780420139 118806024192 619704320 111200419840 0
1780420144 118953181184 728653824 111235710976 0
1780420149 119073742848 811728896 111270903808 0
1780420154 118988853248 686710784 111307444224 0
1780420159 118932209664 607760384 111330639872 0
1780420164 119027826688 651386880 111365255168 0
1780420169 119148990464 749330432 111398522880 0
1780420174 119151939584 717225984 111432056832 0
1780420179 119267274752 795201536 111467307008 0
1780420184 119105232896 593014784 111504220160 0
1780420189 119141924864 605667328 111528366080 0
1780420194 119315648512 740896768 111562543104 0
1780420199 119474208768 860688384 111598698496 0
1780420204 119495213056 844935168 111633190912 0
1780420209 119298736128 612712448 111665942528 0
1780420214 119323418624 613675008 111689424896 0
1780420219 119495188480 744935424 111726374912 0
1780420224 119640629248 850042880 111763525632 0
1780420229 119396749312 578392064 111791898624 0
1780420234 119518556160 664494080 111823032320 0
1780420239 119655792640 764469248 111858327552 0
1780420244 119798669312 869683200 111893069824 0
1780420249 119812956160 847622144 111927566336 0
1780420254 119601803264 609759232 111954231296 0
1780420259 119714131968 687497216 111984590848 0
1780420264 119872589824 805486592 112023900160 0
1780420269 119964098560 859459584 112057352192 0
1780420274 119773859840 645599232 112080773120 0
1780420279 119855427584 687435776 112114511872 0
1780420284 119977263104 773107712 112150151168 0
1780420289 120158216192 915636224 112185159680 0
1780420294 120188243968 909996032 112219054080 0
1780420299 119942508544 638046208 112245764096 0
1780420304 120055013376 712331264 112279212032 0
1780420309 120131047424 750112768 112315363328 0
1780420314 120273121280 852951040 112352354304 0
1780420319 120147218432 689045504 112386981888 0
1780420324 120103788544 622489600 112410710016 0
1780420329 120187609088 668651520 112444620800 0
1780420334 120241922048 687267840 112478195712 0
1780420339 120506261504 910757888 112515039232 0
1780420344 120511889408 879616000 112549834752 0
1780420349 120287313920 631234560 112574226432 0
1780420354 120401244160 702582784 112606588928 0
1780420359 120474951680 744693760 112641761280 0
1780420364 120664215552 890970112 112676904960 0
1780420369 120668794880 863371264 112711553024 0
1780420374 120527155200 697524224 112734945280 0
1780420379 120716226560 845365248 112772055040 0
1780420384 120816070656 907378688 112807137280 0
1780420389 120652034048 704675840 112843825152 0
1780420394 120667389952 696139776 112867135488 0
1780420399 120852410368 842190848 112902201344 0
1780420404 120811831296 768000000 112934350848 0
1780420409 121024479232 941248512 112969969664 0
1780420414 120828461056 702156800 113002434560 0
1780420419 120904404992 758960128 113027870720 0
1780420424 120995901440 812273664 113064284160 0
1780420429 121168564224 943763456 113100230656 0
1780420434 120932057088 682221568 113125355520 0
1780420439 120981626880 701775872 113154658304 0
1780420444 121013960704 700297216 113186410496 0
1780420449 121046753280 699355136 113217634304 0
1780420454 121120026624 735494144 113250566144 0
1780420459 121227059200 804982784 113286197248 0
1780420464 121405665280 945057792 113321484288 0
1780420469 121448710144 952000512 113354948608 0
1780420474 121467789312 936480768 113387511808 0
1780420479 121395531776 829894656 113419644928 0
1780420484 121392001024 791056384 113451450368 0
1780420489 121356234752 722894848 113482731520 0
1780420494 121363845120 707420160 113506074624 0
1780420499 121391841280 699195392 113539444736 0
1780420504 121469095936 740765696 113571631104 0
1780420509 121586438144 821489664 113605857280 0
1780420514 121731530752 927928320 113640910848 0
1780420519 121781981184 941121536 113676054528 0
1780420524 121602625536 724836352 113709559808 0
1780420529 121609076736 708632576 113733111808 0
1780420534 121786118144 844632064 113770356736 0
1780420539 121924972544 942854144 113807323136 0
1780420544 121845276672 824782848 113843437568 0
1780420549 121718165504 673636352 113867993088 0
1780420554 121822543872 739708928 113901559808 0
1780420559 121970946048 851390464 113935753216 0
1780420564 121978757120 825217024 113968332800 0
1780420569 122128044032 934916096 114004828160 0
1780420574 121966714880 733491200 114041704448 0
1780420580 121965129728 709115904 114064961536 0
1780420585 122042929152 748900352 114098851840 0
1780420590 122118348800 789049344 114133540864 0
1780420595 122323968000 952815616 114170601472 0
1780420600 122247254016 840826880 114204454912 0
1780420605 122139316224 701476864 114232561664 0
1780420610 122221318144 752111616 114262265856 0
1780420615 122485878784 974475264 114301599744 0
1780420620 122472124416 922660864 114337619968 0
1780420625 122292715520 718323712 114362826752 0
1780420630 122358132736 744710144 114397261824 0
1780420635 122492727296 841908224 114432303104 0
1780420640 122469367808 782786560 114467434496 0
1780420645 122657677312 935124992 114499444736 0
1780420650 122495283200 732131328 114536529920 0
1780420655 122514767872 726466560 114562412544 0
1780420660 122682535936 854847488 114596720640 0
1780420665 122819891200 955027456 114632634368 0
1780420670 122785767424 883671040 114667016192 0
1780420675 122640334848 714510336 114690588672 0
1780420680 122733297664 770871296 114723016704 0
1780420685 122845147136 845135872 114758144000 0
1780420690 122973769728 934756352 114794647552 0
1780420695 122780524544 715087872 114820939776 0
1780420700 122961760256 856432640 114856931328 0
1780420705 123095969792 950677504 114893701120 0
1780420710 123023364096 841465856 114927833088 0
1780420715 122919251968 713728000 114951614464 0
1780420720 123008659456 767041536 114984173568 0
1780420725 123123408896 843100160 115018878976 0
1780420730 123282690048 963694592 115055386624 0
1780420735 123028135936 683499520 115081891840 0
1780420740 123148947456 767127552 115114459136 0
1780420745 123402502144 981155840 115151462400 0
1780420750 123382013952 926978048 115182858240 0
1780420755 123416563712 926642176 115215663104 0
1780420760 123429445632 904200192 115248082944 0
1780420765 123297574912 736780288 115280285696 0
1780420770 123301265408 717598720 115304087552 0
1780420775 123365208064 745295872 115336900608 0
1780420780 123473162240 815058944 115372421120 0
1780420785 123655192576 959647744 115406925824 0
1780420790 123685392384 955400192 115439550464 0
1780420795 123715137536 949256192 115471642624 0
1780420800 123646124032 847278080 115503292416 0
1780420805 123555815424 724029440 115532828672 0
1780420810 123575132160 718004224 115559415808 0
1780420815 123649695744 755212288 115591925760 0
1780420820 123781414912 850178048 115626278912 0
1780420825 123915165696 947908608 115660292096 0
1780420830 123799183360 793747456 115696087040 0
1780420835 123721797632 692183040 115720183808 0
1780420840 123824721920 733773824 115753222144 0
1780420845 123939086336 833994752 115788255232 0
1780420850 124059807744 913862656 115826843648 0
1780420855 123903897600 732860416 115851595776 0
1780420860 124079779840 868376576 115887456256 0
1780420865 124232904704 983871488 115923300352 0
1780420870 124163293184 877518848 115958284288 0
1780420875 124012572672 703533056 115981455360 0
1780420880 124088623104 742268928 116015661056 0
1780420885 124250374144 865067008 116050214912 0
1780420890 124402364416 976781312 116087341056 0
1780420895 124198100992 739913728 116117762048 0
1780420900 124267102208 778407936 116146974720 0
1780420905 124388253696 863662080 116179419136 0
1780420910 124378435584 820834304 116210909184 0
1780420915 124507459584 897384448 116245270528 0
1780420920 124629426176 1002668032 116275359744 0
1780420925 124606791680 944365568 116308815872 0
1780420930 124439228416 741068800 116340543488 0
1780420935 124458663936 735162368 116366761984 0
1780420940 124524007424 764940288 116399218688 0
1780420945 124552093696 758771712 116430729216 0
1780420950 124702003200 871858176 116464541696 0
1780420955 124727889920 863760384 116496183296 0
1780420960 124733132800 835522560 116526972928 0
1780420965 124902674432 933617664 116563030016 0
1780420970 124922335232 951476224 116595560448 0
1780420975 124749213696 743518208 116629045248 0
1780420980 124765515776 737521664 116650000384 0
1780420985 124809625600 744574976 116683812864 0
1780420990 124874207232 775864320 116713652224 0
1780420995 124895064064 761978880 116746952704 0
1780421000 125008220160 838909952 116779835392 0
1780421005 125195665408 988094464 116815417344 0
1780421010 125076930560 833134592 116849082368 0
1780421015 124978237440 713093120 116872077312 0
1780421020 125044199424 743063552 116904263680 0
1780421025 125097574400 759734272 116936912896 0
1780421030 125139636224 767856640 116969140224 0
1780421035 125285687296 879599616 117000384512 0
1780421040 125455343616 1011978240 117035126784 0
1780421045 125463789568 984748032 117068267520 0
1780421050 125354799104 839647232 117101694976 0
1780421055 125283897344 747212800 117123289088 0
1780421060 125465686016 890122240 117158076416 0
1780421065 125621768192 1007878144 117193768960 0
1780421070 125655261184 1005113344 117228523520 0
1780421075 125436862464 760283136 117254918144 0
1780421080 125514825728 803651584 117285564416 0
1780421085 125747802112 995196928 117323591680 0
1780421090 125580279808 793473024 117355212800 0
1780421095 125660291072 842498048 117384761344 0
1780421100 125768089600 912994304 117419495424 0
1780421105 125949562880 1056210944 117454233600 0
1780421110 125744644096 802463744 117488488448 0
1780421115 125771563008 819032064 117510950912 0
1780421120 125916073984 923262976 117547364352 0
1780421125 126069604352 1038721024 117583425536 0
1780421130 125851230208 795611136 117608431616 0
1780421135 126008516608 915345408 117641334784 0
1780421140 126204706816 1074454528 117675732992 0
1780421145 126240849920 1076269056 117707669504 0
1780421150 126251900928 1053798400 117739266048 0
1780421155 126248976384 1015853056 117771571200 0
1780421160 126090739712 833093632 117796229120 0
1780421165 126156640256 861020160 117830533120 0
1780421170 126295322624 964120576 117862858752 0
1780421175 126270431232 907464704 117894193152 0
1780421180 126458662912 1055977472 117928960000 0
1780421185 126512418816 1075650560 117960343552 0
1780421190 126521049088 1051308032 117992099840 0
1780421195 126328508416 823349248 118024507392 0
1780421200 126358085632 829599744 118047911936 0
1780421205 126432931840 868339712 118080389120 0
1780421210 126559834112 958803968 118113529856 0
1780421215 126703509504 1066057728 118147428352 0
1780421220 126484336640 819494912 118175838208 0
1780421225 126543351808 836890624 118206361600 0
1780421230 126619426816 883666944 118240260096 0
1780421235 126899068928 1123127296 118276947968 0
1780421240 126690123776 880852992 118308528128 0
1780421245 126780362752 939868160 118337671168 0
1780421250 126836822016 960147456 118372360192 0
1780421255 127018844160 1102471168 118408613888 0
1780421260 126795661312 850984960 118436970496 0
1780421265 126869880832 890408960 118468648960 0
1780421270 127030706176 1015652352 118500552704 0
1780421275 127173976064 1119383552 118537265152 0
1780421280 126973001728 882614272 118569033728 0
1780421285 127031894016 913833984 118597378048 0
1780421290 127158083584 1002553344 118631804928 0
1780421295 127231578112 1040334848 118666764288 0
1780421300 127105503232 888336384 118690496512 0
1780421305 127181332480 927379456 118722990080 0
1780421310 127291564032 1001242624 118758133760 0
1780421315 127437316096 1107070976 118794313728 0
1780421320 127237459968 881754112 118820122624 0
1780421325 127419928576 1023827968 118855983104 0
1780421330 127516958720 1083924480 118891474944 0
1780421335 127356063744 884736000 118925815808 0
1780421340 127437762560 941264896 118950633472 0
1780421345 127554465792 1020162048 118984884224 0
1780421350 127689199616 1117466624 119019958272 0
1780421355 127534239744 927346688 119054778368 0
1780421360 127563857920 929026048 119079415808 0
1780421365 127674187776 1001615360 119113904128 0
1780421370 127848161280 1137758208 119150178304 0
1780421375 127722811392 987484160 119172403200 0
1780421380 128063463424 1289572352 119209005056 0
1780421385 127913738240 1115885568 119232053248 0
1780421390 128179142656 1343442944 119265595392 0
1780421395 127883649024 1026445312 119287590912 0
1780421400 128345710592 1444012032 119324434432 0
1780421405 128183865344 1261666304 119346561024 0
1780421410 128164544512 1201790976 119384010752 0
1780421415 128319148032 1331359744 119408021504 0
1780421420 128187777024 1173274624 119435161600 0
1780421425 128507715584 1458896896 119465238528 0
1780421431 128420601856 1344593920 119492411392 0
1780421436 128599449600 1489371136 119521542144 0
1780421441 128492457984 1355927552 119548829696 0
1780421446 128830615552 1656721408 119580635136 0
1780421451 128660123648 1460441088 119604240384 0
1780421456 128973422592 1737281536 119639171072 0
1780421461 128813518848 1554075648 119660892160 0
1780421466 128889872384 1605689344 119685394432 0
1780421471 129067876352 1744826368 119720034304 0
1780421476 129191841792 1832566784 119753588736 0
1780421481 129035530240 1638907904 119788208128 0
1780421486 129041686528 1618554880 119813668864 0
1780421491 129333293056 1871683584 119848660992 0
1780421496 129113579520 1614307328 119884079104 0
1780421501 129212649472 1688211456 119907414016 0
1780421506 129274699776 1710661632 119943098368 0
1780421511 129323515904 1722822656 119978786816 0
1780421516 129265045504 1642086400 120000962560 0
1780421521 129433153536 1772490752 120034861056 0
1780421526 129601646592 1899720704 120068898816 0
1780421531 129381257216 1659027456 120093495296 0
1780421536 129537638400 1776775168 120128430080 0
1780421541 129693310976 1893244928 120164528128 0
1780421546 129498992640 1677385728 120184913920 0
1780421551 129598242816 1732923392 120222908416 0
1780421556 129795907584 1897050112 120256106496 0
1780421561 129628418048 1695174656 120290590720 0
1780421566 129618239488 1660862464 120312864768 0
1780421571 129793904640 1796050944 120349147136 0
1780421576 129883172864 1847631872 120384942080 0
1780421581 129732280320 1658720256 120418050048 0
1780421586 129764048896 1663651840 120446541824 0
1780421591 129929121792 1791361024 120480141312 0
1780421596 130072600576 1895931904 120515424256 0
1780421601 130092933120 1880944640 120549191680 0
1780421606 129876455424 1636818944 120575442944 0
1780421611 129984933888 1714266112 120605904896 0
1780421616 130047754240 1736515584 120641150976 0
1780421621 130213216256 1863987200 120677945344 0
1780421626 130032033792 1658691584 120701485056 0
1780421631 130104803328 1694236672 120735055872 0
1780421636 130221572096 1771999232 120770813952 0
1780421641 130400632832 1912569856 120806035456 0
1780421646 130423123968 1898725376 120840007680 0
1780421651 130176512000 1626185728 120867033088 0
1780421656 130289491968 1700495360 120900874240 0
1780421661 130367410176 1740439552 120936964096 0
1780421666 130572689408 1905934336 120974020608 0
1780421671 130386989056 1681948672 121009541120 0
1780421676 130357653504 1628942336 121033519104 0
1780421681 130437193728 1671524352 121067073536 0
1780421686 130483486720 1683173376 121098551296 0
1780421691 130764288000 1921323008 121138159616 0
1780421696 130778689536 1864413184 121173508096 0
1780421701 130574610432 1660903424 121204244480 0
1780421706 130752475136 1808662528 121231642624 0
1780421711 131074752512 2116648960 121247141888 0
1780421716 130819088384 1839452160 121267884032 0
1780421721 130977193984 1974583296 121287385088 0
1780421726 131251277824 2220584960 121312047104 0
1780421731 131150114816 2096476160 121334222848 0
1780421736 131406036992 2337513472 121349054464 0
1780421741 131175460864 2083942400 121371627520 0
1780421746 131419844608 2302423040 121394049024 0
1780421751 131523395584 2379317248 121417904128 0
1780421756 131728330752 2568749056 121434071040 0
1780421761 131528953856 2345664512 121454288896 0
1780421766 131587842048 2382954496 121475235840 0
1780421771 131859402752 2627100672 121500307456 0
1780421776 131942985728 2695102464 121515810816 0
1780421781 131965095936 2696044544 121533370368 0
1780421786 132247220224 2952814592 121557422080 0
1780421791 132424073216 3115098112 121572720640 0
1780421796 132231917568 2903232512 121590849536 0
1780421801 132545974272 3190190080 121614524416 0
1780421806 132675571712 3304357888 121630117888 0
1780421811 132466024448 3070742528 121652064256 0
1780421816 132842586112 3422572544 121673449472 0
1780421821 132949000192 3514253312 121689042944 0
1780421826 132710387712 3254611968 121708576768 0
1780421831 132839186432 3367768064 121723715584 0
1780421836 133289201664 3794219008 121742589952 0
1780421841 133123121152 3603845120 121765670912 0
1780421846 132977487872 3431833600 121793044480 0
1780421851 133299810304 3718451200 121822924800 0
1780421856 133112782848 3509805056 121844105216 0
1780421861 133064671232 3432062976 121873694720 0
1780421866 133348732928 3679711232 121905958912 0
1780421871 133267935232 3574378496 121928876032 0
1780421876 133191139328 3472158720 121953792000 0
1780421881 133217992704 3459960832 121988517888 0
1780421886 133486284800 3702538240 122012516352 0
1780421891 133422755840 3614289920 122035728384 0
1780421896 133273755648 3442151424 122059538432 0
1780421901 133329100800 3466833920 122087161856 0
1780421906 133604175872 3710386176 122115043328 0
1780421911 133526925312 3608678400 122138386432 0
1780421916 133422723072 3478368256 122163527680 0
1780421921 133405552640 3434622976 122189938688 0
1780421926 133478973440 3471921152 122220843008 0
1780421931 133454970880 3434549248 122235740160 0
1780421936 133775818752 3719446528 122267193344 0
1780421941 133552951296 3473432576 122290233344 0
1780421946 133696581632 3580600320 122322825216 0
1780421951 133785362432 3632979968 122358132736 0
1780421956 133724450816 3546370048 122380169216 0
1780421961 133940084736 3722043392 122418479104 0
1780421966 133717749760 3475386368 122442035200 0
1780421971 134022242304 3739312128 122478727168 0
1780421976 133745131520 3436146688 122505109504 0
1780421981 133950619648 3605843968 122535944192 0
1780421986 133887549440 3506925568 122570764288 0
1780421991 133940129792 3534884864 122592342016 0
1780421996 134118629376 3677966336 122626195456 0
1780422001 133942661120 3476443136 122650931200 0
1780422006 134235291648 3728838656 122686910464 0
1780422011 134006902784 3477331968 122709938176 0
1780422016 134284627968 3714572288 122745470976 0
1780422021 134202003456 3608850432 122767663104 0
1780422026 134312722432 3681927168 122803761152 0
1780422031 134101880832 3447414784 122826604544 0
1780422036 134185369600 3494453248 122859855872 0
1780422041 134407385088 3679813632 122893213696 0
1780422046 134233497600 3479883776 122919006208 0
1780422051 134345183232 3554779136 122953342976 0
1780422056 134303879168 3470434304 122990542848 0
1780422061 134390513664 3533959168 123013390336 0
1780422066 134600593408 3705749504 123048865792 0
1780422071 134360612864 3440013312 123075899392 0
1780422076 134578638848 3622719488 123106168832 0
1780422081 134719356928 3727290368 123139997696 0
1780422086 134496014336 3479879680 123163856896 0
1780422091 134786277376 3729133568 123200319488 0
1780422096 134523768832 3441004544 123227402240 0
1780422101 134730653696 3611869184 123257974784 0
1780422106 134586712064 3444645888 123281768448 0
1780422111 134699962368 3520036864 123314806784 0
1780422116 134812176384 3595313152 123350110208 0
1780422121 134947987456 3694567424 123383517184 0
1780422126 134776717312 3485024256 123418652672 0
1780422131 134840086528 3522539520 123443765248 0
1780422136 135099060224 3741024256 123481698304 0
1780422141 134935826432 3538743296 123516825600 0
1780422146 134888611840 3482107904 123529711616 633
1780422151 135020941312 3610804224 123534557184 2834
1780422156 134821040128 3734982656 123210002432 2891
1780422161 134848491520 3727179776 123243786240 2891
1780422166 134685298688 3527487488 123278249984 2891
1780422171 134664085504 3483373568 123302772736 2891
1780422176 134724206592 3507867648 123336507392 2891
1780422181 134897532928 3641540608 123374620672 2891
1780422186 134765682688 3488514048 123396173824 2891
1780422191 135065206784 3748311040 123432431616 2891
1780422196 134785806336 3445309440 123457531904 2891
1780422201 134999605248 3625521152 123487449088 2891
1780422207 134983143424 3572637696 123522023424 2891
1780422212 135021002752 3618455552 123516186624 4811
1780422217 134851395584 3445874688 123527512064 5849
1780422222 135138758656 3731992576 123539259392 7132
1780422227 134857433088 3453419520 123550744576 7403
1780422232 135077539840 3714498560 123520172032 8265
1780422237 134874370048 3488403456 123543248896 8265
1780422242 135123030016 3704483840 123575386112 8453
1780422247 134914478080 3518631936 123570872320 9748
1780422252 134898114560 3488366592 123592130560 10458
1780422257 135045115904 3649892352 123601240064 11919
1780422262 134888456192 3486486528 123614081024 12227
1780422267 135106387968 3728805888 123597377536 13007
1780422272 134912004096 3513282560 123618725888 13007
1780422277 134902812672 3504386048 123628892160 13921
1780422282 135131250688 3721478144 123649814528 14659
1780422287 135018663936 3605458944 123666944000 15746
1780422292 134403584000 3488899072 123187122176 16744
1780422297 134496538624 3545726976 123220189184 16744
