shape,factory,M,K,N,num_cores,grid,in0_block_w,per_core_N,in1_dtype,out_dtype,out_mem,fidelity,packer_l1_acc,fp32_dest,l1_kb_est,src,dur_us,bw_gbps,dram_pct,ach_pct,util_pct,status,note
FF1_FF3,dram_sharded,32,3584,7168,1,"(1, 1)",14,225,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,7490,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,1,"(1, 1)",14,226,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,7522,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,1,"(1, 1)",16,224,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,8233,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,1,"(1, 1)",16,225,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,8268,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,1,"(1, 1)",16,226,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,8303,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,1,"(1, 1)",28,224,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,12878,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,1,"(1, 1)",28,225,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,12933,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,1,"(1, 1)",28,226,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,12988,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,1,"(1, 1)",56,224,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,23716,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,1,"(1, 1)",56,225,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,23818,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,1,"(1, 1)",56,226,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,23920,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,1,"(1, 1)",112,224,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,16565,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,1,"(1, 1)",112,225,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,16636,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,1,"(1, 1)",112,226,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,16707,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",1,112,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,1230,prof,156.2,92.5,18.1,24.5,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",1,113,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,1240,prof,156.2,92.5,18.1,24.5,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",1,114,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,1249,prof,156.2,92.5,18.1,24.5,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",2,112,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,1428,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",2,113,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,1440,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",2,114,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,1451,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",4,112,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,1824,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",4,113,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,1839,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",4,114,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,1854,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",7,112,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,2418,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",7,113,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,2438,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",7,114,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,2458,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",8,112,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,2616,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",8,113,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,2638,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",8,114,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,2660,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",14,112,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,3805,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",14,113,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,3836,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",14,114,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,3868,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",28,112,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,6578,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",28,113,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,6633,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",28,114,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,6688,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",56,112,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,12124,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",56,113,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,12226,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,2,"(2, 1)",56,114,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,12328,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,4,"(4, 1)",1,56,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,632,prof,155.0,93.2,18.2,24.7,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,4,"(4, 1)",1,57,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,641,prof,154.9,93.3,18.2,24.7,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,4,"(4, 1)",1,58,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,651,prof,154.8,93.3,18.2,24.8,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,4,"(4, 1)",2,56,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,735,prof,83.9,172.2,33.6,45.7,4.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,4,"(4, 1)",2,57,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,746,prof,84.0,172.1,33.6,45.6,4.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,4,"(4, 1)",2,58,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,758,prof,84.1,171.9,33.6,45.6,4.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,4,"(4, 1)",4,56,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,942,prof,54.6,264.5,51.7,70.2,6.8,OK,
FF1_FF3,dram_sharded,32,3584,7168,4,"(4, 1)",4,57,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,957,prof,54.7,264.1,51.6,70.1,6.8,OK,
FF1_FF3,dram_sharded,32,3584,7168,4,"(4, 1)",4,58,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,972,prof,54.7,264.3,51.6,70.1,6.8,OK,
FF1_FF3,dram_sharded,32,3584,7168,4,"(4, 1)",7,56,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,1253,prof,51.3,281.7,55.0,74.7,7.2,OK,
FF1_FF3,dram_sharded,32,3584,7168,4,"(4, 1)",7,57,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,1273,prof,51.5,280.8,54.8,74.5,7.2,OK,
FF1_FF3,dram_sharded,32,3584,7168,4,"(4, 1)",7,58,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,1293,prof,51.5,280.8,54.8,74.5,7.2,OK,
FF1_FF3,dram_sharded,32,3584,7168,4,"(4, 1)",14,56,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,1978,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,4,"(4, 1)",14,57,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,2010,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,4,"(4, 1)",14,58,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,2041,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,4,"(4, 1)",28,56,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,3428,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,4,"(4, 1)",28,57,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,3483,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,4,"(4, 1)",28,58,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,3538,,,,,,,SKIP_L1,
FF1_FF3,dram_sharded,32,3584,7168,7,"(7, 1)",1,32,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,375,prof,154.6,93.5,18.3,24.8,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,7,"(7, 1)",1,33,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,385,prof,154.6,93.5,18.3,24.8,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,7,"(7, 1)",1,34,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,394,prof,154.8,93.4,18.2,24.8,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,7,"(7, 1)",2,32,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,438,prof,83.7,172.7,33.7,45.8,4.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,7,"(7, 1)",2,33,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,450,prof,83.5,173.1,33.8,45.9,4.5,OK,
FF1_FF3,dram_sharded,32,3584,7168,7,"(7, 1)",2,34,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,461,prof,83.7,172.7,33.7,45.8,4.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,7,"(7, 1)",4,32,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,564,prof,54.1,266.9,52.1,70.8,6.9,OK,
FF1_FF3,dram_sharded,32,3584,7168,7,"(7, 1)",4,33,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,579,prof,54.2,266.7,52.1,70.7,6.9,OK,
FF1_FF3,dram_sharded,32,3584,7168,7,"(7, 1)",4,34,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,594,prof,54.1,267.1,52.2,70.9,6.9,OK,
FF1_FF3,dram_sharded,32,3584,7168,7,"(7, 1)",8,32,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,816,prof,50.5,286.1,55.9,75.9,7.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,7,"(7, 1)",8,33,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,838,prof,50.7,285.2,55.7,75.6,7.3,OK,
FF1_FF3,dram_sharded,32,3584,7168,7,"(7, 1)",8,34,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,860,prof,50.8,284.6,55.6,75.5,7.3,OK,
FF1_FF3,dram_sharded,32,3584,7168,7,"(7, 1)",16,32,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,1321,prof,50.3,287.5,56.2,76.3,7.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,7,"(7, 1)",16,33,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,1356,prof,50.3,287.3,56.1,76.2,7.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,7,"(7, 1)",16,34,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,1391,prof,50.3,287.5,56.2,76.3,7.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,8,"(8, 1)",1,28,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,332,prof,154.4,93.6,18.3,24.8,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,8,"(8, 1)",1,29,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,342,prof,154.6,93.4,18.3,24.8,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,8,"(8, 1)",1,30,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,352,prof,154.5,93.5,18.3,24.8,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,8,"(8, 1)",2,28,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,389,prof,83.3,173.5,33.9,46.0,4.5,OK,
FF1_FF3,dram_sharded,32,3584,7168,8,"(8, 1)",2,29,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,400,prof,83.6,172.9,33.8,45.9,4.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,8,"(8, 1)",2,30,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,411,prof,83.6,172.9,33.8,45.9,4.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,8,"(8, 1)",7,28,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,670,prof,50.9,284.0,55.5,75.3,7.3,OK,
FF1_FF3,dram_sharded,32,3584,7168,8,"(8, 1)",7,29,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,690,prof,50.8,284.2,55.5,75.4,7.3,OK,
FF1_FF3,dram_sharded,32,3584,7168,8,"(8, 1)",7,30,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,710,prof,50.9,284.1,55.5,75.4,7.3,OK,
FF1_FF3,dram_sharded,32,3584,7168,8,"(8, 1)",14,28,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,1064,prof,49.8,290.4,56.7,77.0,7.5,OK,
FF1_FF3,dram_sharded,32,3584,7168,8,"(8, 1)",14,29,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,1096,prof,50.1,288.4,56.3,76.5,7.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,8,"(8, 1)",14,30,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,1128,prof,50.1,288.6,56.4,76.5,7.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,14,"(7, 2)",1,16,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,204,prof,154.5,93.5,18.3,24.8,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,14,"(7, 2)",1,17,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,214,prof,154.7,93.4,18.2,24.8,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,14,"(7, 2)",1,18,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,223,prof,154.8,93.4,18.2,24.8,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,14,"(7, 2)",2,16,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,240,prof,83.5,173.2,33.8,45.9,4.5,OK,
FF1_FF3,dram_sharded,32,3584,7168,14,"(7, 2)",2,17,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,252,prof,83.6,172.8,33.8,45.8,4.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,14,"(7, 2)",2,18,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,263,prof,83.9,172.1,33.6,45.7,4.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,14,"(7, 2)",4,16,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,312,prof,53.9,268.0,52.4,71.1,6.9,OK,
FF1_FF3,dram_sharded,32,3584,7168,14,"(7, 2)",4,17,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,327,prof,54.0,267.6,52.3,71.0,6.9,OK,
FF1_FF3,dram_sharded,32,3584,7168,14,"(7, 2)",4,18,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,342,prof,54.1,267.3,52.2,70.9,6.9,OK,
FF1_FF3,dram_sharded,32,3584,7168,14,"(7, 2)",8,16,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,456,prof,50.6,285.8,55.8,75.8,7.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,14,"(7, 2)",8,17,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,478,prof,50.3,287.5,56.2,76.3,7.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,14,"(7, 2)",8,18,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,500,prof,50.3,287.5,56.1,76.3,7.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,16,"(8, 2)",1,14,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,183,prof,154.5,93.6,18.3,24.8,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,16,"(8, 2)",1,15,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,192,prof,154.6,93.4,18.3,24.8,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,16,"(8, 2)",1,16,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,202,prof,154.4,93.6,18.3,24.8,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,16,"(8, 2)",7,14,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,379,prof,50.7,285.2,55.7,75.7,7.3,OK,
FF1_FF3,dram_sharded,32,3584,7168,16,"(8, 2)",7,15,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,399,prof,50.8,284.5,55.6,75.5,7.3,OK,
FF1_FF3,dram_sharded,32,3584,7168,16,"(8, 2)",7,16,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,418,prof,50.7,284.9,55.6,75.6,7.3,OK,
FF1_FF3,dram_sharded,32,3584,7168,28,"(7, 4)",1,8,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,119,prof,154.7,93.4,18.2,24.8,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,28,"(7, 4)",1,9,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,128,prof,154.9,93.3,18.2,24.7,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,28,"(7, 4)",1,10,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,138,prof,154.7,93.4,18.2,24.8,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,28,"(7, 4)",2,8,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,141,prof,83.8,172.4,33.7,45.7,4.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,28,"(7, 4)",2,9,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,152,prof,84.1,171.8,33.6,45.6,4.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,28,"(7, 4)",2,10,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,164,prof,83.9,172.3,33.7,45.7,4.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,28,"(7, 4)",4,8,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,186,prof,54.3,266.2,52.0,70.6,6.8,OK,
FF1_FF3,dram_sharded,32,3584,7168,28,"(7, 4)",4,9,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,201,prof,54.4,265.7,51.9,70.5,6.8,OK,
FF1_FF3,dram_sharded,32,3584,7168,28,"(7, 4)",4,10,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,216,prof,54.1,267.3,52.2,70.9,6.9,OK,
FF1_FF3,dram_sharded,32,3584,7168,56,"(8, 7)",1,4,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,76,prof,154.8,93.3,18.2,24.8,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,56,"(8, 7)",1,5,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,86,prof,154.8,93.4,18.2,24.8,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,56,"(8, 7)",1,6,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,95,prof,154.3,93.6,18.3,24.8,2.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,56,"(8, 7)",2,4,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,92,prof,83.4,173.3,33.8,46.0,4.5,OK,
FF1_FF3,dram_sharded,32,3584,7168,56,"(8, 7)",2,5,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,103,prof,84.0,172.1,33.6,45.6,4.4,OK,
FF1_FF3,dram_sharded,32,3584,7168,56,"(8, 7)",2,6,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,114,prof,83.4,173.3,33.8,46.0,4.5,OK,
FF1_FF3,mcast_1d,32,3584,7168,1,"(1, 1)",1,224,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,2427,,,,,,,SKIP_L1,
FF1_FF3,mcast_1d,32,3584,7168,1,"(1, 1)",1,225,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,2437,,,,,,,SKIP_L1,
FF1_FF3,mcast_1d,32,3584,7168,1,"(1, 1)",1,226,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,2446,,,,,,,SKIP_L1,
FF1_FF3,mcast_1d,32,3584,7168,1,"(1, 1)",2,224,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,2814,,,,,,,SKIP_L1,
FF1_FF3,mcast_1d,32,3584,7168,1,"(1, 1)",2,225,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,2826,,,,,,,SKIP_L1,
FF1_FF3,mcast_1d,32,3584,7168,1,"(1, 1)",2,226,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,2837,,,,,,,SKIP_L1,
FF1_FF3,mcast_1d,32,3584,7168,1,"(1, 1)",4,224,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,3588,,,,,,,SKIP_L1,
FF1_FF3,mcast_1d,32,3584,7168,1,"(1, 1)",4,225,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,3603,,,,,,,SKIP_L1,
FF1_FF3,mcast_1d,32,3584,7168,1,"(1, 1)",4,226,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,3618,,,,,,,SKIP_L1,
FF1_FF3,mcast_1d,32,3584,7168,1,"(1, 1)",7,224,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,4749,,,,,,,SKIP_L1,
FF1_FF3,mcast_1d,32,3584,7168,1,"(1, 1)",7,225,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,4769,,,,,,,SKIP_L1,
FF1_FF3,mcast_1d,32,3584,7168,1,"(1, 1)",7,226,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,4789,,,,,,,SKIP_L1,
FF1_FF3,mcast_1d,32,3584,7168,1,"(1, 1)",8,224,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,5136,,,,,,,SKIP_L1,
FF1_FF3,mcast_1d,32,3584,7168,1,"(1, 1)",8,225,BFLOAT4_B,BFLOAT16,l1_ws,LoFi,True,True,5158,,,,,,,SKIP_L1,
