call_site,grid,cores,batch,q_chunk,k_chunk,seq_len,ms_per_call,status
prefill_sdpa_sliding,8x8,64,1,128,64,8192,16.526079399773153,ok
prefill_sdpa_sliding,8x8,64,1,256,256,8192,11.00391310028499,ok
prefill_sdpa_sliding,8x8,64,1,512,256,8192,nan,RuntimeError
prefill_sdpa_sliding,8x4,32,1,128,128,8192,24.93610789970262,ok
prefill_sdpa_sliding,8x4,32,1,256,128,8192,24.267941500147572,ok
prefill_sdpa_sliding,8x4,32,1,512,128,8192,24.423487400054,ok
prefill_sdpa_sliding,8x4,32,1,1024,128,8192,nan,RuntimeError
prefill_sdpa_sliding,8x4,32,1,128,64,8192,32.82529439966311,ok
prefill_sdpa_sliding,8x4,32,1,256,256,8192,20.991247599886265,ok
prefill_sdpa_sliding,8x4,32,1,512,256,8192,nan,RuntimeError
prefill_sdpa_sliding,4x4,16,1,128,128,8192,49.79990749998251,ok
prefill_sdpa_sliding,4x4,16,1,256,128,8192,48.40701579960296,ok
prefill_sdpa_sliding,4x4,16,1,512,128,8192,48.72723179942113,ok
prefill_sdpa_sliding,4x4,16,1,1024,128,8192,nan,RuntimeError
prefill_sdpa_sliding,4x4,16,1,128,64,8192,65.54009020037483,ok
prefill_sdpa_sliding,4x4,16,1,256,256,8192,41.8598757001746,ok
prefill_sdpa_sliding,4x4,16,1,512,256,8192,nan,RuntimeError
prefill_sdpa_chunked,11x10,110,1,128,128,8192,12.155987099686172,ok
prefill_sdpa_chunked,11x10,110,1,256,128,8192,8.436316799634369,ok
prefill_sdpa_chunked,11x10,110,1,512,128,8192,10.314454799663508,ok
prefill_sdpa_chunked,11x10,110,1,1024,128,8192,nan,RuntimeError
prefill_sdpa_chunked,11x10,110,1,256,256,8192,7.5457047001691535,ok
prefill_sdpa_chunked,11x10,110,1,512,256,8192,8.505946600052994,ok
prefill_sdpa_chunked,11x8,88,1,128,128,8192,13.123255399841582,ok
prefill_sdpa_chunked,11x8,88,1,256,128,8192,9.704100700037088,ok
prefill_sdpa_chunked,11x8,88,1,512,128,8192,10.083635200135177,ok
prefill_sdpa_chunked,11x8,88,1,1024,128,8192,nan,RuntimeError
prefill_sdpa_chunked,11x8,88,1,256,256,8192,8.337352799571818,ok
prefill_sdpa_chunked,11x8,88,1,512,256,8192,8.511273700423772,ok
prefill_sdpa_chunked,10x10,100,1,128,128,8192,13.08706129930215,ok
prefill_sdpa_chunked,10x10,100,1,256,128,8192,9.749666599964257,ok
prefill_sdpa_chunked,10x10,100,1,512,128,8192,10.030612899572589,ok
prefill_sdpa_chunked,10x10,100,1,1024,128,8192,nan,RuntimeError
prefill_sdpa_chunked,10x10,100,1,256,256,8192,8.421425199776422,ok
prefill_sdpa_chunked,10x10,100,1,512,256,8192,8.493365500180516,ok
prefill_sdpa_chunked,8x10,80,1,128,128,8192,14.418404499883763,ok
prefill_sdpa_chunked,8x10,80,1,256,128,8192,10.949320499639725,ok
prefill_sdpa_chunked,8x10,80,1,512,128,8192,12.482567300321534,ok
prefill_sdpa_chunked,8x10,80,1,1024,128,8192,nan,RuntimeError
prefill_sdpa_chunked,8x10,80,1,256,256,8192,9.503995600243798,ok
prefill_sdpa_chunked,8x10,80,1,512,256,8192,10.820168899954297,ok
prefill_sdpa_chunked,11x5,55,1,128,128,8192,14.383321499917656,ok
prefill_sdpa_chunked,11x5,55,1,256,128,8192,14.563862099748803,ok
prefill_sdpa_chunked,11x5,55,1,512,128,8192,14.690048899501562,ok
prefill_sdpa_chunked,11x5,55,1,1024,128,8192,nan,RuntimeError
prefill_sdpa_chunked,11x5,55,1,256,256,8192,12.73203230011859,ok
prefill_sdpa_chunked,11x5,55,1,512,256,8192,12.967521799873793,ok
prefill_sdpa_chunked,8x8,64,1,128,128,8192,13.767659199947957,ok
prefill_sdpa_chunked,8x8,64,1,256,128,8192,12.159725799574517,ok
prefill_sdpa_chunked,8x8,64,1,512,128,8192,12.38981509959558,ok
prefill_sdpa_chunked,8x8,64,1,1024,128,8192,nan,RuntimeError
prefill_sdpa_chunked,8x8,64,1,256,256,8192,10.613042500335723,ok
prefill_sdpa_chunked,8x8,64,1,512,256,8192,10.784495699772378,ok
prefill_sdpa_chunked,8x4,32,1,128,128,8192,22.955079399980605,ok
prefill_sdpa_chunked,8x4,32,1,256,128,8192,22.668598500604276,ok
prefill_sdpa_chunked,8x4,32,1,512,128,8192,23.058717099775095,ok
prefill_sdpa_chunked,8x4,32,1,1024,128,8192,nan,RuntimeError
prefill_sdpa_chunked,8x4,32,1,256,256,8192,19.543212600547122,ok
prefill_sdpa_chunked,8x4,32,1,512,256,8192,20.03255050003645,ok
prefill_sdpa_chunked,4x4,16,1,128,128,8192,45.8290164002392,ok
prefill_sdpa_chunked,4x4,16,1,256,128,8192,45.303730700106826,ok
prefill_sdpa_chunked,4x4,16,1,512,128,8192,46.046443399973214,ok
prefill_sdpa_chunked,4x4,16,1,1024,128,8192,nan,RuntimeError
prefill_sdpa_chunked,4x4,16,1,256,256,8192,39.06473839961109,ok
prefill_sdpa_chunked,4x4,16,1,512,256,8192,39.9469804004184,ok
decode_sdpa_sliding,11x10,110,1,32,32,4096,0.05191710006329231,ok
decode_sdpa_full,11x10,110,1,32,32,4096,0.06258240027818829,ok
decode_sdpa_sliding,11x10,110,1,32,64,4096,0.052289800078142434,ok
decode_sdpa_full,11x10,110,1,32,64,4096,0.0673224996717181,ok
decode_sdpa_sliding,11x10,110,1,32,128,4096,0.05130689969519153,ok
decode_sdpa_full,11x10,110,1,32,128,4096,0.054729499970562756,ok
decode_sdpa_sliding,11x10,110,1,32,256,4096,0.051367100240895525,ok
decode_sdpa_full,11x10,110,1,32,256,4096,0.057205199846066535,ok
decode_sdpa_sliding,11x8,88,1,32,32,4096,0.049573599972063676,ok
decode_sdpa_full,11x8,88,1,32,32,4096,0.06089019952923991,ok
decode_sdpa_sliding,11x8,88,1,32,64,4096,0.047140999959083274,ok
decode_sdpa_full,11x8,88,1,32,64,4096,0.05353320011636242,ok
decode_sdpa_sliding,11x8,88,1,32,128,4096,0.0466179997602012,ok
decode_sdpa_full,11x8,88,1,32,128,4096,0.053112400200916454,ok
decode_sdpa_sliding,11x8,88,1,32,256,4096,0.04562309986795299,ok
decode_sdpa_full,11x8,88,1,32,256,4096,0.05595280017587356,ok
decode_sdpa_sliding,10x10,100,1,32,32,4096,0.05021879987907596,ok
decode_sdpa_full,10x10,100,1,32,32,4096,0.06175189992063679,ok
decode_sdpa_sliding,10x10,100,1,32,64,4096,0.048773099842946976,ok
decode_sdpa_full,10x10,100,1,32,64,4096,0.05493680000654422,ok
decode_sdpa_sliding,10x10,100,1,32,128,4096,0.04838530003326014,ok
decode_sdpa_full,10x10,100,1,32,128,4096,0.0542125002539251,ok
decode_sdpa_sliding,10x10,100,1,32,256,4096,0.04904160014120862,ok
decode_sdpa_full,10x10,100,1,32,256,4096,0.05689959943993017,ok
decode_sdpa_sliding,8x10,80,1,32,32,4096,0.048412400064989924,ok
decode_sdpa_full,8x10,80,1,32,32,4096,0.060356200265232474,ok
decode_sdpa_sliding,8x10,80,1,32,64,4096,0.045946799946250394,ok
decode_sdpa_full,8x10,80,1,32,64,4096,0.053211499471217394,ok
decode_sdpa_sliding,8x10,80,1,32,128,4096,0.04645770022762008,ok
decode_sdpa_full,8x10,80,1,32,128,4096,0.053636400116374716,ok
decode_sdpa_sliding,8x10,80,1,32,256,4096,0.0441201998910401,ok
decode_sdpa_full,8x10,80,1,32,256,4096,0.056188300368376076,ok
decode_sdpa_sliding,11x5,55,1,32,32,4096,0.048685900401324034,ok
decode_sdpa_full,11x5,55,1,32,32,4096,0.05897250011912547,ok
decode_sdpa_sliding,11x5,55,1,32,64,4096,0.04394790012156591,ok
decode_sdpa_full,11x5,55,1,32,64,4096,0.051627499487949535,ok
decode_sdpa_sliding,11x5,55,1,32,128,4096,0.045022900303592905,ok
decode_sdpa_full,11x5,55,1,32,128,4096,0.05140610010130331,ok
decode_sdpa_sliding,11x5,55,1,32,256,4096,0.04186189980828203,ok
decode_sdpa_full,11x5,55,1,32,256,4096,0.05399610017775558,ok
decode_sdpa_sliding,8x8,64,1,32,32,4096,0.047589800669811666,ok
decode_sdpa_full,8x8,64,1,32,32,4096,0.059516599867492914,ok
decode_sdpa_sliding,8x8,64,1,32,64,4096,0.04482059957808815,ok
decode_sdpa_full,8x8,64,1,32,64,4096,0.0521925998327788,ok
decode_sdpa_sliding,8x8,64,1,32,128,4096,0.0454578002972994,ok
decode_sdpa_full,8x8,64,1,32,128,4096,0.05306029997882433,ok
decode_sdpa_sliding,8x8,64,1,32,256,4096,0.04241200003889389,ok
decode_sdpa_full,8x8,64,1,32,256,4096,0.055568099924130365,ok
decode_sdpa_sliding,8x4,32,1,32,32,4096,0.04567620053421706,ok
decode_sdpa_full,8x4,32,1,32,32,4096,0.05731740020564757,ok
decode_sdpa_sliding,8x4,32,1,32,64,4096,0.04329859948484227,ok
decode_sdpa_full,8x4,32,1,32,64,4096,0.050897099572466686,ok
decode_sdpa_sliding,8x4,32,1,32,128,4096,0.04370139940874651,ok
decode_sdpa_full,8x4,32,1,32,128,4096,0.05109949997859076,ok
decode_sdpa_sliding,8x4,32,1,32,256,4096,0.04051040014019236,ok
decode_sdpa_full,8x4,32,1,32,256,4096,0.05373660023906268,ok
decode_sdpa_sliding,4x4,16,1,32,32,4096,0.05137410043971613,ok
decode_sdpa_full,4x4,16,1,32,32,4096,0.07491299984394573,ok
decode_sdpa_sliding,4x4,16,1,32,64,4096,0.04346490022726357,ok
decode_sdpa_full,4x4,16,1,32,64,4096,0.05733739963034168,ok
decode_sdpa_sliding,4x4,16,1,32,128,4096,0.040832899685483426,ok
decode_sdpa_full,4x4,16,1,32,128,4096,0.05046130027039908,ok
decode_sdpa_sliding,4x4,16,1,32,256,4096,0.042916900565614924,ok
decode_sdpa_full,4x4,16,1,32,256,4096,0.051236800209153444,ok
decode_sdpa_sliding,11x10,110,32,32,32,4096,0.2286984999955166,ok
decode_sdpa_full,11x10,110,32,32,32,4096,0.4135302995564416,ok
decode_sdpa_sliding,11x10,110,32,32,64,4096,0.20945880023646168,ok
decode_sdpa_full,11x10,110,32,32,64,4096,0.3812748000200372,ok
decode_sdpa_sliding,11x10,110,32,32,128,4096,0.21489919963642024,ok
decode_sdpa_full,11x10,110,32,32,128,4096,0.3863975995045621,ok
decode_sdpa_sliding,11x10,110,32,32,256,4096,0.22680100009893067,ok
decode_sdpa_full,11x10,110,32,32,256,4096,0.39629250022699125,ok
decode_sdpa_sliding,11x8,88,32,32,32,4096,0.22458370003732853,ok
decode_sdpa_full,11x8,88,32,32,32,4096,0.40956980010378174,ok
decode_sdpa_sliding,11x8,88,32,32,64,4096,0.2064881002297625,ok
decode_sdpa_full,11x8,88,32,32,64,4096,0.37873490000492893,ok
decode_sdpa_sliding,11x8,88,32,32,128,4096,0.2126779996615369,ok
decode_sdpa_full,11x8,88,32,32,128,4096,0.3845119004836306,ok
decode_sdpa_sliding,11x8,88,32,32,256,4096,0.22379720030585304,ok
decode_sdpa_full,11x8,88,32,32,256,4096,0.39565530023537576,ok
decode_sdpa_sliding,10x10,100,32,32,32,4096,0.22644620039500296,ok
decode_sdpa_full,10x10,100,32,32,32,4096,0.4115386000194121,ok
decode_sdpa_sliding,10x10,100,32,32,64,4096,0.21684189996449277,ok
decode_sdpa_full,10x10,100,32,32,64,4096,0.3928940001060255,ok
decode_sdpa_sliding,10x10,100,32,32,128,4096,0.22173120014485903,ok
decode_sdpa_full,10x10,100,32,32,128,4096,0.3974816994741559,ok
decode_sdpa_sliding,10x10,100,32,32,256,4096,0.23105000000214204,ok
decode_sdpa_full,10x10,100,32,32,256,4096,0.41097339999396354,ok
decode_sdpa_sliding,8x10,80,32,32,32,4096,0.2340336999623105,ok
decode_sdpa_full,8x10,80,32,32,32,4096,0.4363840002042707,ok
decode_sdpa_sliding,8x10,80,32,32,64,4096,0.23288660013349727,ok
decode_sdpa_full,8x10,80,32,32,64,4096,0.4234592997818254,ok
decode_sdpa_sliding,8x10,80,32,32,128,4096,0.23577499960083514,ok
decode_sdpa_full,8x10,80,32,32,128,4096,0.42954590026056394,ok
decode_sdpa_sliding,8x10,80,32,32,256,4096,0.24937100024544634,ok
decode_sdpa_full,8x10,80,32,32,256,4096,0.4410389003169257,ok
decode_sdpa_sliding,11x5,55,32,32,32,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_full,11x5,55,32,32,32,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_sliding,11x5,55,32,32,64,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_full,11x5,55,32,32,64,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_sliding,11x5,55,32,32,128,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_full,11x5,55,32,32,128,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_sliding,11x5,55,32,32,256,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_full,11x5,55,32,32,256,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_sliding,8x8,64,32,32,32,4096,0.23119429970392957,ok
decode_sdpa_full,8x8,64,32,32,32,4096,0.4300177999539301,ok
decode_sdpa_sliding,8x8,64,32,32,64,4096,0.22906619997229427,ok
decode_sdpa_full,8x8,64,32,32,64,4096,0.424628600012511,ok
decode_sdpa_sliding,8x8,64,32,32,128,4096,0.23586719980812632,ok
decode_sdpa_full,8x8,64,32,32,128,4096,0.42662229971028864,ok
decode_sdpa_sliding,8x8,64,32,32,256,4096,0.24627609964227304,ok
decode_sdpa_full,8x8,64,32,32,256,4096,0.4400630001327954,ok
decode_sdpa_sliding,8x4,32,32,32,32,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_full,8x4,32,32,32,32,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_sliding,8x4,32,32,32,64,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_full,8x4,32,32,32,64,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_sliding,8x4,32,32,32,128,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_full,8x4,32,32,32,128,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_sliding,8x4,32,32,32,256,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_full,8x4,32,32,32,256,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_sliding,4x4,16,32,32,32,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_full,4x4,16,32,32,32,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_sliding,4x4,16,32,32,64,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_full,4x4,16,32,32,64,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_sliding,4x4,16,32,32,128,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_full,4x4,16,32,32,128,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_sliding,4x4,16,32,32,256,4096,nan,illegal_cores_lt_batch_times_kv_heads
decode_sdpa_full,4x4,16,32,32,256,4096,nan,illegal_cores_lt_batch_times_kv_heads
