Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 110
Warning: 'HOST START TS' column not found. CSV will not be sorted.
Using operations after 'PERF_PREFILL'.
Using operations until 'PERF_PREFILL_END'.
Detected data from 1 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID   Total %  Bound  OP Code                                   Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs         FLOPs %  Math Fidelity
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------
848    0.1 %         TypecastDeviceOperation                         0         1 μs          7 μs     32                                                       BF16 => BFP8
851    1.2 %         SDPAOperation                                   0        65 μs         22 μs     64                                                 BF16, BF16 => BF16

These ops have a >6 μs gap since the previous operation. Running with tracing could save 715 μs (9.6% of overall time)
Alternatively ensure device is not waiting for the host. Experts can try moving runtime args in the kernels to compile-time args.

Matmul Optimization
-------------------
435    1.8 %   SLOW  MatmulDeviceOperation 544 x 3072 x 5120         0        84 μs         47 μs     99  200 GB/s  39.0 %  203.6 TFLOPs   37.2 %  LoFi BF16 x BFP4 => BF16
- If possible place input 0 in L1 (currently in DEV_1_DRAM_INTERLEAVED)
- in0_block_w=8 and output subblock 1x3 look good 🤷
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

639    0.7 %   SLOW  MatmulDeviceOperation 544 x 3072 x 3072         0        54 μs          1 μs     99  211 GB/s  41.3 %  190.3 TFLOPs   34.8 %  LoFi BF16 x BFP4 => BF16
- If possible place input 0 in L1 (currently in DEV_1_DRAM_INTERLEAVED)
- in0_block_w=8 and output subblock 1x3 look good 🤷
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

642    4.5 %   SLOW  MatmulDeviceOperation 544 x 3072 x 23040        0       336 μs          1 μs     99  190 GB/s  37.1 %  229.5 TFLOPs   41.9 %  LoFi BF16 x BFP4 => BF16
- If possible place input 0 in L1 (currently in DEV_1_DRAM_INTERLEAVED)
- in0_block_w=8 and output subblock 1x3 look good 🤷
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

643    4.5 %   SLOW  MatmulDeviceOperation 544 x 3072 x 23040        0       335 μs          1 μs     99  190 GB/s  37.2 %  229.9 TFLOPs   42.0 %  LoFi BF16 x BFP4 => BF16
- If possible place input 0 in L1 (currently in DEV_1_DRAM_INTERLEAVED)
- in0_block_w=8 and output subblock 1x3 look good 🤷
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

645    4.3 %   SLOW  MatmulDeviceOperation 544 x 23040 x 3072        0       321 μs          0 μs     99  199 GB/s  38.8 %  239.7 TFLOPs   43.8 %  LoFi BF16 x BFP4 => BF16
- If possible place input 0 in L1 (currently in DEV_1_DRAM_INTERLEAVED)
- in0_block_w=8 and output subblock 1x3 look good 🤷
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

650    1.1 %   SLOW  MatmulDeviceOperation 544 x 3072 x 5120         0        84 μs          1 μs     99  199 GB/s  38.8 %  202.8 TFLOPs   37.0 %  LoFi BF16 x BFP4 => BF16
- If possible place input 0 in L1 (currently in DEV_1_DRAM_INTERLEAVED)
- in0_block_w=8 and output subblock 1x3 look good 🤷
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

854    0.7 %   SLOW  MatmulDeviceOperation 544 x 3072 x 3072         0        54 μs          1 μs     99  210 GB/s  41.0 %  189.1 TFLOPs   34.5 %  LoFi BF16 x BFP4 => BF16
- If possible place input 0 in L1 (currently in DEV_1_DRAM_INTERLEAVED)
- in0_block_w=8 and output subblock 1x3 look good 🤷
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

857    4.5 %   SLOW  MatmulDeviceOperation 544 x 3072 x 23040        0       335 μs          1 μs     99  190 GB/s  37.2 %  229.6 TFLOPs   41.9 %  LoFi BF16 x BFP4 => BF16
- If possible place input 0 in L1 (currently in DEV_1_DRAM_INTERLEAVED)
- in0_block_w=8 and output subblock 1x3 look good 🤷
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

858    4.5 %   SLOW  MatmulDeviceOperation 544 x 3072 x 23040        0       336 μs          1 μs     99  190 GB/s  37.1 %  229.3 TFLOPs   41.9 %  LoFi BF16 x BFP4 => BF16
- If possible place input 0 in L1 (currently in DEV_1_DRAM_INTERLEAVED)
- in0_block_w=8 and output subblock 1x3 look good 🤷
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy

860    4.3 %   SLOW  MatmulDeviceOperation 544 x 23040 x 3072        0       321 μs          0 μs     99  199 GB/s  38.8 %  239.7 TFLOPs   43.8 %  LoFi BF16 x BFP4 => BF16
- If possible place input 0 in L1 (currently in DEV_1_DRAM_INTERLEAVED)
- in0_block_w=8 and output subblock 1x3 look good 🤷
- Use HiFi2 or HiFi4 with BF16 activations for improved accuracy
