Detected CSV format: v2.1 (with device arch and worker core count)
No DEVICE ARCH values found. Defaulting to 'wormhole'.
Using architecture from CSV: wormhole
No DEVICE ARCH values found. Defaulting to 'wormhole'.
No non-zero AVAILABLE WORKER CORE COUNT values found. Defaulting to 64 cores.
Architecture: wormhole, Worker cores: 64
Sorting CSV by 'HOST START TS' column...
Using operations after 'PERF_PREFILL_layer5_full_attention_seq1024_batch1'.
Using operations until 'PERF_PREFILL_layer5_full_attention_seq1024_batch1_END'.
Detected data from 1 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID     Total %  Bound  OP Code                                                       Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %   FLOPs         FLOPs %  Math Fidelity            
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 2005    0.0 %         LayerNormDeviceOperation                                            3        46 μs                   32                                                   BF16, BF16 => BF16
 2006    0.1 %   BOTH  MatmulDeviceOperation 1024 x 2816 x 10240                           3       372 μs         79 μs    107  227 GB/s   78.7 %  158.6 TFLOPs   72.1 %  HiFi2 BF16 x BF16 => BF16
 2007    0.0 %         NlpCreateHeadsDeviceOperation                                       3       143 μs          1 μs     32                                                         BF16 => BF16
 2025    0.0 %   BOTH  MatmulDeviceOperation 1024 x 2112 x 2816                            3        86 μs          1 μs     88  256 GB/s   89.0 %  142.0 TFLOPs   78.5 %  HiFi2 BF16 x BF16 => BF16
 2026    0.0 %         LayerNormDeviceOperation                                            3        47 μs          1 μs     32                                                   BF16, BF16 => BF16
 2027    0.0 %         LayerNormDeviceOperation                                            3        47 μs          1 μs     32                                                         BF16 => BF16
 2028    0.0 %         BinaryNgDeviceOperation                                             3       293 μs          1 μs    110                                                   BF16, FP32 => BF16
 2029    0.0 %         BinaryNgDeviceOperation                                             3        33 μs          1 μs    110                                                         BF16 => BF16
 2030    0.0 %         TypecastDeviceOperation                                             3        48 μs          1 μs    110                                                         BF16 => FP32
 2031    0.0 %   SLOW  MatmulDeviceOperation 1024 x 2816 x 128                             3        79 μs          1 μs     32  170 GB/s   59.1 %    9.3 TFLOPs   28.3 %  HiFi4 FP32 x FP32 => FP32
 2032    0.0 %         TypecastDeviceOperation                                             3         3 μs          1 μs    110                                                         FP32 => BF16
 2033    0.0 %         TopKDeviceOperation                                                 3        26 μs          1 μs     32                                                         BF16 => BF16
 2034    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs     32                                                         BF16 => BF16
 2035    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs     32                                                     UINT16 => UINT16
 2036    0.0 %         SoftmaxDeviceOperation                                              3         6 μs          1 μs    110                                                         BF16 => BF16
 2037    0.0 %         UnaryDeviceOperation                                                3         3 μs          1 μs    110                                                         BF16 => BF16
 2038    0.0 %         UntilizeDeviceOperation                                             3         5 μs          1 μs     32                                                         BF16 => BF16
 2039    0.0 %         UntilizeWithUnpaddingDeviceOperation                                3        10 μs          1 μs     32                                                     UINT16 => UINT16
 2040    0.0 %         UntilizeWithUnpaddingDeviceOperation                                3        10 μs          1 μs     32                                                         BF16 => BF16
 2041    0.0 %         ScatterDeviceOperation                                              3        27 μs          1 μs    110                                                 BF16, UINT16 => BF16
 2042    0.0 %         TilizeDeviceOperation                                               3         4 μs          1 μs     32                                                         BF16 => BF16
 2043    0.0 %         BinaryNgDeviceOperation                                             3        26 μs          1 μs    110                                                   BF16, FP32 => BF16
 2044    0.0 %         TypecastDeviceOperation                                             3         3 μs          0 μs    110                                                         BF16 => BF16
 2045    0.0 %         LayerNormDeviceOperation                                            3        49 μs          0 μs     32                                                   BF16, BF16 => BF16
 2046    0.0 %         SliceDeviceOperation                                                3         1 μs          1 μs     88                                                         BF16 => BF16
 2047    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs     88                                                         BF16 => BF16
 2048    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs     88                                                         BF16 => BF16
 2049    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs     88                                                         BF16 => BF16
 2050    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs     88                                                         BF16 => BF16
 2051    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs     88                                                         BF16 => BF16
 2052    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs     88                                                         BF16 => BF16
 2053    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs     88                                                         BF16 => BF16
 2054    0.0 %         SliceDeviceOperation                                                3         1 μs          5 μs     88                                                         BF16 => BF16
 2055    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2056    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2057    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2058    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2059    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2060    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2061    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2062    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2063    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2064    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2065    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2066    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2067    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2068    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2069    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2070    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2071    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2072    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2073    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2074    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2075    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2076    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2077    0.0 %         SliceDeviceOperation                                                3         1 μs          6 μs     88                                                         BF16 => BF16
 2078    0.0 %         SliceDeviceOperation                                                3         1 μs          1 μs      4                                                         BF16 => BF16
 2079    0.0 %         SliceDeviceOperation                                                3         1 μs          1 μs      4                                                         BF16 => BF16
 2080    0.0 %         SliceDeviceOperation                                                3         1 μs          1 μs      4                                                         BF16 => BF16
 2081    0.0 %         SliceDeviceOperation                                                3         1 μs          1 μs      4                                                         BF16 => BF16
 2082    0.0 %         SliceDeviceOperation                                                3         1 μs          1 μs      4                                                         BF16 => BF16
 2083    0.0 %         SliceDeviceOperation                                                3         1 μs          1 μs      4                                                         BF16 => BF16
 2084    0.0 %         SliceDeviceOperation                                                3         1 μs          1 μs      4                                                         BF16 => BF16
 2085    0.0 %         SliceDeviceOperation                                                3         1 μs          1 μs      4                                                         BF16 => BF16
 2086    0.0 %         SliceDeviceOperation                                                3         1 μs          1 μs      4                                                         BF16 => BF16
 2087    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2088    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2089    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2090    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2091    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2092    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2093    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2094    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2095    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2096    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2097    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2098    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2099    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2100    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2101    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2102    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2103    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2104    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2105    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2106    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2107    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2108    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2109    0.0 %         SliceDeviceOperation                                                3         2 μs          1 μs      4                                                         BF16 => BF16
 2110    0.0 %         UnaryDeviceOperation                                                3        30 μs          1 μs    110                                                         BF16 => BF16
 2111    1.3 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        3     8,926 μs          1 μs      2   60 GB/s   20.9 %    1.8 TFLOPs   25.0 %   LoFi BF16 x BF16 => BF16
 2112    0.0 %         PermuteDeviceOperation                                              3        35 μs          1 μs    110                                                         BF16 => BF16
 2113    0.0 %         UnaryDeviceOperation                                                3        31 μs          1 μs    110                                                         BF16 => BF16
 2114    1.3 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        3     8,931 μs          1 μs      2   60 GB/s   20.9 %    1.8 TFLOPs   25.0 %   LoFi BF16 x BF16 => BF16
 2115    0.0 %         PermuteDeviceOperation                                              3        35 μs          1 μs    110                                                         BF16 => BF16
 2116    0.0 %         UnaryDeviceOperation                                                3        31 μs          1 μs    110                                                         BF16 => BF16
 2117    0.0 %         BinaryNgDeviceOperation                                             3        42 μs          1 μs    110                                                   BF16, BF16 => BF16
 2118    0.0 %         UnaryDeviceOperation                                                3       123 μs          0 μs    110                                                         BF16 => BF16
 2119    0.4 %   DRAM  SparseMatmulDeviceOperation active=128/128 x 32 x 704 x 2816        3     2,826 μs          1 μs      8  190 GB/s   65.9 %    5.7 TFLOPs   19.7 %   LoFi BF16 x BF16 => BF16
 2120    0.0 %         PermuteDeviceOperation                                              3         8 μs          1 μs    110                                                         BF16 => BF16
 2121    0.0 %         BinaryNgDeviceOperation                                             3       139 μs          1 μs    110                                                   BF16, BF16 => BF16
 2122    0.0 %         FastReduceNCDeviceOperation                                         3        59 μs          1 μs     88                                                         BF16 => BF16
 2123    0.0 %         UnaryDeviceOperation                                                3        30 μs          1 μs    110                                                         BF16 => BF16
 2124    1.3 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        3     8,927 μs          1 μs      2   60 GB/s   20.9 %    1.8 TFLOPs   25.0 %   LoFi BF16 x BF16 => BF16
 2125    0.0 %         PermuteDeviceOperation                                              3        36 μs          1 μs    110                                                         BF16 => BF16
 2126    0.0 %         UnaryDeviceOperation                                                3        31 μs          1 μs    110                                                         BF16 => BF16
 2127    1.3 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        3     8,929 μs          1 μs      2   60 GB/s   20.9 %    1.8 TFLOPs   25.0 %   LoFi BF16 x BF16 => BF16
 2128    0.0 %         PermuteDeviceOperation                                              3        36 μs          1 μs    110                                                         BF16 => BF16
 2129    0.0 %         UnaryDeviceOperation                                                3        32 μs          1 μs    110                                                         BF16 => BF16
 2130    0.0 %         BinaryNgDeviceOperation                                             3        41 μs          1 μs    110                                                   BF16, BF16 => BF16
 2131    0.0 %         UnaryDeviceOperation                                                3       121 μs          1 μs    110                                                         BF16 => BF16
 2132    0.4 %   DRAM  SparseMatmulDeviceOperation active=128/128 x 32 x 704 x 2816        3     2,783 μs          1 μs      8  193 GB/s   66.9 %    5.8 TFLOPs   20.0 %   LoFi BF16 x BF16 => BF16
 2133    0.0 %         PermuteDeviceOperation                                              3         8 μs          1 μs    110                                                         BF16 => BF16
 2134    0.0 %         BinaryNgDeviceOperation                                             3       133 μs          1 μs    110                                                   BF16, BF16 => BF16
 2135    0.0 %         FastReduceNCDeviceOperation                                         3        58 μs          1 μs     88                                                         BF16 => BF16
 2136    0.0 %         ConcatDeviceOperation                                               3         2 μs          1 μs    110                                                   BF16, BF16 => BF16
 2137    0.0 %         UnaryDeviceOperation                                                3        31 μs          1 μs    110                                                         BF16 => BF16
 2138    1.3 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        3     8,928 μs          1 μs      2   60 GB/s   20.9 %    1.8 TFLOPs   25.0 %   LoFi BF16 x BF16 => BF16
 2139    0.0 %         PermuteDeviceOperation                                              3        35 μs          1 μs    110                                                         BF16 => BF16
 2140    0.0 %         UnaryDeviceOperation                                                3        30 μs          1 μs    110                                                         BF16 => BF16
 2141    1.3 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        3     8,930 μs          1 μs      2   60 GB/s   20.9 %    1.8 TFLOPs   25.0 %   LoFi BF16 x BF16 => BF16
 2142    0.0 %         PermuteDeviceOperation                                              3        36 μs          1 μs    110                                                         BF16 => BF16
 2143    0.0 %         UnaryDeviceOperation                                                3        31 μs          1 μs    110                                                         BF16 => BF16
 2144    0.0 %         BinaryNgDeviceOperation                                             3        41 μs          1 μs    110                                                   BF16, BF16 => BF16
 2145    0.0 %         UnaryDeviceOperation                                                3       124 μs          1 μs    110                                                         BF16 => BF16
 2146    0.4 %   DRAM  SparseMatmulDeviceOperation active=128/128 x 32 x 704 x 2816        3     2,788 μs          1 μs      8  192 GB/s   66.8 %    5.8 TFLOPs   20.0 %   LoFi BF16 x BF16 => BF16
 2147    0.0 %         PermuteDeviceOperation                                              3         8 μs          1 μs    110                                                         BF16 => BF16
 2148    0.0 %         BinaryNgDeviceOperation                                             3       135 μs          1 μs    110                                                   BF16, BF16 => BF16
 2149    0.0 %         FastReduceNCDeviceOperation                                         3        59 μs          1 μs     88                                                         BF16 => BF16
 2150    0.0 %         ConcatDeviceOperation                                               3         3 μs          1 μs    110                                                   BF16, BF16 => BF16
 2151    0.0 %         UnaryDeviceOperation                                                3        31 μs          1 μs    110                                                         BF16 => BF16
 2152    1.3 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        3     8,932 μs          1 μs      2   60 GB/s   20.9 %    1.8 TFLOPs   25.0 %   LoFi BF16 x BF16 => BF16
 2153    0.0 %         PermuteDeviceOperation                                              3        36 μs          1 μs    110                                                         BF16 => BF16
 2154    0.0 %         UnaryDeviceOperation                                                3        31 μs          1 μs    110                                                         BF16 => BF16
 2155    1.3 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        3     8,932 μs          1 μs      2   60 GB/s   20.9 %    1.8 TFLOPs   25.0 %   LoFi BF16 x BF16 => BF16
 2156    0.0 %         PermuteDeviceOperation                                              3        35 μs          1 μs    110                                                         BF16 => BF16
 2157    0.0 %         UnaryDeviceOperation                                                3        31 μs          1 μs    110                                                         BF16 => BF16
 2158    0.0 %         BinaryNgDeviceOperation                                             3        41 μs          1 μs    110                                                   BF16, BF16 => BF16
 2159    0.0 %         UnaryDeviceOperation                                                3       122 μs          1 μs    110                                                         BF16 => BF16
 2160    0.4 %   DRAM  SparseMatmulDeviceOperation active=128/128 x 32 x 704 x 2816        3     2,793 μs          1 μs      8  192 GB/s   66.7 %    5.8 TFLOPs   20.0 %   LoFi BF16 x BF16 => BF16
 2161    0.0 %         PermuteDeviceOperation                                              3         8 μs          1 μs    110                                                         BF16 => BF16
 2162    0.0 %         BinaryNgDeviceOperation                                             3       137 μs          1 μs    110                                                   BF16, BF16 => BF16
 2163    0.0 %         FastReduceNCDeviceOperation                                         3        59 μs          1 μs     88                                                         BF16 => BF16
 2164    0.0 %         ConcatDeviceOperation                                               3         4 μs          1 μs    110                                                   BF16, BF16 => BF16
 2165    0.0 %         UnaryDeviceOperation                                                3        31 μs          0 μs    110                                                         BF16 => BF16
 2166    1.3 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        3     8,929 μs          1 μs      2   60 GB/s   20.9 %    1.8 TFLOPs   25.0 %   LoFi BF16 x BF16 => BF16
 2167    0.0 %         PermuteDeviceOperation                                              3        36 μs          1 μs    110                                                         BF16 => BF16
 2168    0.0 %         UnaryDeviceOperation                                                3        31 μs          1 μs    110                                                         BF16 => BF16
 2169    1.3 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        3     8,931 μs          1 μs      2   60 GB/s   20.9 %    1.8 TFLOPs   25.0 %   LoFi BF16 x BF16 => BF16
 2170    0.0 %         PermuteDeviceOperation                                              3        35 μs          1 μs    110                                                         BF16 => BF16
 2171    0.0 %         UnaryDeviceOperation                                                3        31 μs          1 μs    110                                                         BF16 => BF16
 2172    0.0 %         BinaryNgDeviceOperation                                             3        41 μs          1 μs    110                                                   BF16, BF16 => BF16
 2173    0.0 %         UnaryDeviceOperation                                                3       126 μs          1 μs    110                                                         BF16 => BF16
 2174    0.4 %   DRAM  SparseMatmulDeviceOperation active=128/128 x 32 x 704 x 2816        3     2,768 μs          1 μs      8  194 GB/s   67.3 %    5.9 TFLOPs   20.2 %   LoFi BF16 x BF16 => BF16
 2175    0.0 %         PermuteDeviceOperation                                              3         8 μs          1 μs    110                                                         BF16 => BF16
 2176    0.0 %         BinaryNgDeviceOperation                                             3       136 μs          1 μs    110                                                   BF16, BF16 => BF16
 2177    0.0 %         FastReduceNCDeviceOperation                                         3        58 μs          1 μs     88                                                         BF16 => BF16
 2178    0.0 %         ConcatDeviceOperation                                               3         8 μs          1 μs    110                                                   BF16, BF16 => BF16
 2179    0.0 %         UnaryDeviceOperation                                                3        31 μs          1 μs    110                                                         BF16 => BF16
 2180    1.3 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        3     8,927 μs          1 μs      2   60 GB/s   20.9 %    1.8 TFLOPs   25.0 %   LoFi BF16 x BF16 => BF16
 2181    0.0 %         PermuteDeviceOperation                                              3        35 μs          1 μs    110                                                         BF16 => BF16
 2182    0.0 %         UnaryDeviceOperation                                                3        31 μs          1 μs    110                                                         BF16 => BF16
 2183    1.3 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        3     8,937 μs          1 μs      2   60 GB/s   20.8 %    1.8 TFLOPs   25.0 %   LoFi BF16 x BF16 => BF16
 2184    0.0 %         PermuteDeviceOperation                                              3        35 μs          1 μs    110                                                         BF16 => BF16
 2185    0.0 %         UnaryDeviceOperation                                                3        31 μs          1 μs    110                                                         BF16 => BF16
 2186    0.0 %         BinaryNgDeviceOperation                                             3        42 μs          1 μs    110                                                   BF16, BF16 => BF16
 2187    0.0 %         UnaryDeviceOperation                                                3       122 μs          0 μs    110                                                         BF16 => BF16
 2188    0.4 %   DRAM  SparseMatmulDeviceOperation active=128/128 x 32 x 704 x 2816        3     2,830 μs          1 μs      8  190 GB/s   65.8 %    5.7 TFLOPs   19.7 %   LoFi BF16 x BF16 => BF16
 2189    0.0 %         PermuteDeviceOperation                                              3         8 μs          1 μs    110                                                         BF16 => BF16
 2190    0.0 %         BinaryNgDeviceOperation                                             3       134 μs          1 μs    110                                                   BF16, BF16 => BF16
 2191    0.0 %         FastReduceNCDeviceOperation                                         3        58 μs          1 μs     88                                                         BF16 => BF16
 2192    0.0 %         ConcatDeviceOperation                                               3         6 μs          1 μs    110                                                   BF16, BF16 => BF16
 2193    0.0 %         UnaryDeviceOperation                                                3        30 μs          1 μs    110                                                         BF16 => BF16
 2194    1.3 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        3     8,930 μs          1 μs      2   60 GB/s   20.9 %    1.8 TFLOPs   25.0 %   LoFi BF16 x BF16 => BF16
 2195    0.0 %         PermuteDeviceOperation                                              3        35 μs          1 μs    110                                                         BF16 => BF16
 2196    0.0 %         UnaryDeviceOperation                                                3        31 μs          1 μs    110                                                         BF16 => BF16
 2197    1.3 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        3     8,927 μs          1 μs      2   60 GB/s   20.9 %    1.8 TFLOPs   25.0 %   LoFi BF16 x BF16 => BF16
 2198    0.0 %         PermuteDeviceOperation                                              3        36 μs          1 μs    110                                                         BF16 => BF16
 2199    0.0 %         UnaryDeviceOperation                                                3        31 μs          1 μs    110                                                         BF16 => BF16
 2200    0.0 %         BinaryNgDeviceOperation                                             3        41 μs          1 μs    110                                                   BF16, BF16 => BF16
 2201    0.0 %         UnaryDeviceOperation                                                3       123 μs          0 μs    110                                                         BF16 => BF16
 2202    0.4 %   DRAM  SparseMatmulDeviceOperation active=128/128 x 32 x 704 x 2816        3     2,750 μs          1 μs      8  195 GB/s   67.7 %    5.9 TFLOPs   20.3 %   LoFi BF16 x BF16 => BF16
 2203    0.0 %         PermuteDeviceOperation                                              3         8 μs          1 μs    110                                                         BF16 => BF16
 2204    0.0 %         BinaryNgDeviceOperation                                             3       133 μs          1 μs    110                                                   BF16, BF16 => BF16
 2205    0.0 %         FastReduceNCDeviceOperation                                         3        58 μs          1 μs     88                                                         BF16 => BF16
 2206    0.0 %         ConcatDeviceOperation                                               3         7 μs          1 μs    110                                                   BF16, BF16 => BF16
 2207    0.0 %         UnaryDeviceOperation                                                3        31 μs          1 μs    110                                                         BF16 => BF16
 2208    1.3 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        3     8,931 μs          1 μs      2   60 GB/s   20.9 %    1.8 TFLOPs   25.0 %   LoFi BF16 x BF16 => BF16
 2209    0.0 %         PermuteDeviceOperation                                              3        36 μs          1 μs    110                                                         BF16 => BF16
 2210    0.0 %         UnaryDeviceOperation                                                3        31 μs          1 μs    110                                                         BF16 => BF16
 2211    1.3 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        3     8,926 μs          1 μs      2   60 GB/s   20.9 %    1.8 TFLOPs   25.0 %   LoFi BF16 x BF16 => BF16
 2212    0.0 %         PermuteDeviceOperation                                              3        35 μs          1 μs    110                                                         BF16 => BF16
 2213    0.0 %         UnaryDeviceOperation                                                3        31 μs          1 μs    110                                                         BF16 => BF16
 2214    0.0 %         BinaryNgDeviceOperation                                             3        42 μs          1 μs    110                                                   BF16, BF16 => BF16
 2215    0.0 %         UnaryDeviceOperation                                                3       121 μs          0 μs    110                                                         BF16 => BF16
 2216    0.4 %   DRAM  SparseMatmulDeviceOperation active=128/128 x 32 x 704 x 2816        3     2,747 μs          1 μs      8  195 GB/s   67.8 %    5.9 TFLOPs   20.3 %   LoFi BF16 x BF16 => BF16
 2217    0.0 %         PermuteDeviceOperation                                              3         8 μs          1 μs    110                                                         BF16 => BF16
 2218    0.0 %         BinaryNgDeviceOperation                                             3       134 μs          1 μs    110                                                   BF16, BF16 => BF16
 2219    0.0 %         FastReduceNCDeviceOperation                                         3        59 μs          1 μs     88                                                         BF16 => BF16
 2220    0.0 %         ConcatDeviceOperation                                               3         8 μs          1 μs    110                                                   BF16, BF16 => BF16
 2221    0.0 %         UnaryDeviceOperation                                                3        30 μs          1 μs    110                                                         BF16 => BF16
