define,register_file,addr32,shamt,mask,setter,value,function,condition,file,line,target_expression,resolution,invocation
THCON_SEC1_REG2_Context_count_non_log2,Tensix,121,9,0xe00,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC1_REG2_Context_count_non_log2_en,Tensix,121,12,0x1000,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC1_REG2_Disable_zero_compress_cntx0,Tensix,121,0,0x1,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC1_REG2_Disable_zero_compress_cntx1,Tensix,121,1,0x2,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC1_REG2_Disable_zero_compress_cntx2,Tensix,121,2,0x4,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC1_REG2_Disable_zero_compress_cntx3,Tensix,121,3,0x8,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC1_REG2_Disable_zero_compress_cntx4,Tensix,121,16,0x10000,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC1_REG2_Disable_zero_compress_cntx5,Tensix,121,17,0x20000,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC1_REG2_Disable_zero_compress_cntx6,Tensix,121,18,0x40000,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC1_REG2_Disable_zero_compress_cntx7,Tensix,121,19,0x80000,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC1_REG2_Force_shared_exp,Tensix,121,8,0x100,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC1_REG2_Metadata_x_end,Tensix,121,24,0xff000000,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC1_REG2_Unpack_if_sel_cntx0,Tensix,121,4,0x10,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC1_REG2_Unpack_if_sel_cntx1,Tensix,121,5,0x20,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC1_REG2_Unpack_if_sel_cntx2,Tensix,121,6,0x40,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC1_REG2_Unpack_if_sel_cntx3,Tensix,121,7,0x80,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC1_REG2_Unpack_if_sel_cntx4,Tensix,121,20,0x100000,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC1_REG2_Unpack_if_sel_cntx5,Tensix,121,21,0x200000,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC1_REG2_Unpack_if_sel_cntx6,Tensix,121,22,0x400000,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC1_REG2_Unpack_if_sel_cntx7,Tensix,121,23,0x800000,cfg[]=,config.val[i],configure_unpack_AB,"unconditional; target-select: i in [0, 2)",tt_llk_blackhole/common/inc/cunpack_common.h,924,THCON_SEC1_REG2_Out_data_format_ADDR32 + i,resolved,cfg[THCON_SEC1_REG2_Out_data_format_ADDR32 + i] = config.val[i];
THCON_SEC0_REG5_Dest_cntx0_address,Tensix,84,0,0xffff,cfg[]=,Dest_cntx0_address | (Dest_cntx1_address << 16),configure_unpack_AB,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,931,THCON_SEC0_REG5_Dest_cntx0_address_ADDR32,resolved,cfg[THCON_SEC0_REG5_Dest_cntx0_address_ADDR32] = Dest_cntx0_address | (Dest_cntx1_address << 16);
THCON_SEC0_REG5_Dest_cntx1_address,Tensix,84,16,0xffff0000,cfg[]=,Dest_cntx0_address | (Dest_cntx1_address << 16),configure_unpack_AB,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,931,THCON_SEC0_REG5_Dest_cntx0_address_ADDR32,resolved,cfg[THCON_SEC0_REG5_Dest_cntx0_address_ADDR32] = Dest_cntx0_address | (Dest_cntx1_address << 16);
THCON_SEC0_REG5_Tile_x_dim_cntx0,Tensix,86,0,0xffff,cfg[]=,face_dim | (face_dim << 16),configure_unpack_AB,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,936,THCON_SEC0_REG5_Tile_x_dim_cntx0_ADDR32,resolved,cfg[THCON_SEC0_REG5_Tile_x_dim_cntx0_ADDR32] = face_dim | (face_dim << 16);
THCON_SEC0_REG5_Tile_x_dim_cntx1,Tensix,86,16,0xffff0000,cfg[]=,face_dim | (face_dim << 16),configure_unpack_AB,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,936,THCON_SEC0_REG5_Tile_x_dim_cntx0_ADDR32,resolved,cfg[THCON_SEC0_REG5_Tile_x_dim_cntx0_ADDR32] = face_dim | (face_dim << 16);
SRCA_SET_Base,Thread,5,0,0x3,TTI_SETC16,0x4,configure_unpack_AB,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,946,SRCA_SET_Base_ADDR32,resolved,"TTI_SETC16(SRCA_SET_Base_ADDR32, 0x4)"
SRCA_SET_SetOvrdWithAddr,Thread,5,2,0x4,TTI_SETC16,0x4,configure_unpack_AB,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,946,SRCA_SET_Base_ADDR32,resolved,"TTI_SETC16(SRCA_SET_Base_ADDR32, 0x4)"
UNP0_ADD_DEST_ADDR_CNTR_add_dest_addr_cntr,Tensix,50,8,0x100,cfg[]=,0x1 << UNP0_ADD_DEST_ADDR_CNTR_add_dest_addr_cntr_SHAMT,configure_unpack_AB,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,951,UNP0_ADD_DEST_ADDR_CNTR_add_dest_addr_cntr_ADDR32,resolved,cfg[UNP0_ADD_DEST_ADDR_CNTR_add_dest_addr_cntr_ADDR32] = 0x1 << UNP0_ADD_DEST_ADDR_CNTR_add_dest_addr_cntr_SHAMT;
UNP0_FORCED_SHARED_EXP_shared_exp,Tensix,50,0,0xff,cfg[]=,0x1 << UNP0_ADD_DEST_ADDR_CNTR_add_dest_addr_cntr_SHAMT,configure_unpack_AB,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,951,UNP0_ADD_DEST_ADDR_CNTR_add_dest_addr_cntr_ADDR32,resolved,cfg[UNP0_ADD_DEST_ADDR_CNTR_add_dest_addr_cntr_ADDR32] = 0x1 << UNP0_ADD_DEST_ADDR_CNTR_add_dest_addr_cntr_SHAMT;
UNP0_ADDR_CTRL_ZW_REG_1_Wstride,Tensix,57,16,0xffff0000,TTI_WRCFG,p_gpr_unpack::TMP_LO,unpack_to_dest_tile_done,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,997,UNP0_ADDR_CTRL_ZW_REG_1_Zstride_ADDR32,resolved,"TTI_WRCFG(p_gpr_unpack::TMP_LO, p_cfg::WRCFG_32b, UNP0_ADDR_CTRL_ZW_REG_1_Zstride_ADDR32)"
UNP0_ADDR_CTRL_ZW_REG_1_Zstride,Tensix,57,0,0xffff,TTI_WRCFG,p_gpr_unpack::TMP_LO,unpack_to_dest_tile_done,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,997,UNP0_ADDR_CTRL_ZW_REG_1_Zstride_ADDR32,resolved,"TTI_WRCFG(p_gpr_unpack::TMP_LO, p_cfg::WRCFG_32b, UNP0_ADDR_CTRL_ZW_REG_1_Zstride_ADDR32)"
THCON_SEC0_REG2_Unpack_if_sel_cntx0,Tensix,73,4,0x10,cfg_reg_rmw_tensix,0,unpack_to_dest_tile_done,if (context_id == 0),tt_llk_blackhole/common/inc/cunpack_common.h,1001,THCON_SEC0_REG2_Unpack_if_sel_cntx0_RMW,resolved,cfg_reg_rmw_tensix<THCON_SEC0_REG2_Unpack_if_sel_cntx0_RMW>(0)
THCON_SEC0_REG5_Dest_cntx0_address,Tensix,84,0,0xffff,cfg_reg_rmw_tensix,4 * 16,unpack_to_dest_tile_done,if (context_id == 0),tt_llk_blackhole/common/inc/cunpack_common.h,1002,THCON_SEC0_REG5_Dest_cntx0_address_RMW,resolved,cfg_reg_rmw_tensix<THCON_SEC0_REG5_Dest_cntx0_address_RMW>(4 * 16)
THCON_SEC0_REG2_Unpack_if_sel_cntx1,Tensix,73,5,0x20,cfg_reg_rmw_tensix,0,unpack_to_dest_tile_done,else of (if (context_id == 0)),tt_llk_blackhole/common/inc/cunpack_common.h,1006,THCON_SEC0_REG2_Unpack_if_sel_cntx1_RMW,resolved,cfg_reg_rmw_tensix<THCON_SEC0_REG2_Unpack_if_sel_cntx1_RMW>(0)
THCON_SEC0_REG5_Dest_cntx1_address,Tensix,84,16,0xffff0000,cfg_reg_rmw_tensix,4 * 16,unpack_to_dest_tile_done,else of (if (context_id == 0)),tt_llk_blackhole/common/inc/cunpack_common.h,1007,THCON_SEC0_REG5_Dest_cntx1_address_RMW,resolved,cfg_reg_rmw_tensix<THCON_SEC0_REG5_Dest_cntx1_address_RMW>(4 * 16)
SRCA_SET_Base,Thread,5,0,0x3,TTI_SETC16,0x4,unpack_to_dest_tile_done,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,1009,SRCA_SET_Base_ADDR32,resolved,"TTI_SETC16(SRCA_SET_Base_ADDR32, 0x4)"
SRCA_SET_SetOvrdWithAddr,Thread,5,2,0x4,TTI_SETC16,0x4,unpack_to_dest_tile_done,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,1009,SRCA_SET_Base_ADDR32,resolved,"TTI_SETC16(SRCA_SET_Base_ADDR32, 0x4)"
SRCA_SET_Base,Thread,5,0,0x3,TTI_SETC16,0x0,set_dst_write_addr,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,1015,SRCA_SET_Base_ADDR32,resolved,"TTI_SETC16(SRCA_SET_Base_ADDR32, 0x0)"
SRCA_SET_SetOvrdWithAddr,Thread,5,2,0x4,TTI_SETC16,0x0,set_dst_write_addr,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,1015,SRCA_SET_Base_ADDR32,resolved,"TTI_SETC16(SRCA_SET_Base_ADDR32, 0x0)"
UNP0_ADDR_CTRL_ZW_REG_1_Wstride,Tensix,57,16,0xffff0000,TTI_WRCFG,p_gpr_unpack::TMP_LO,set_dst_write_addr,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,1019,UNP0_ADDR_CTRL_ZW_REG_1_Zstride_ADDR32,resolved,"TTI_WRCFG(p_gpr_unpack::TMP_LO, p_cfg::WRCFG_32b, UNP0_ADDR_CTRL_ZW_REG_1_Zstride_ADDR32)"
UNP0_ADDR_CTRL_ZW_REG_1_Zstride,Tensix,57,0,0xffff,TTI_WRCFG,p_gpr_unpack::TMP_LO,set_dst_write_addr,unconditional,tt_llk_blackhole/common/inc/cunpack_common.h,1019,UNP0_ADDR_CTRL_ZW_REG_1_Zstride_ADDR32,resolved,"TTI_WRCFG(p_gpr_unpack::TMP_LO, p_cfg::WRCFG_32b, UNP0_ADDR_CTRL_ZW_REG_1_Zstride_ADDR32)"
THCON_SEC0_REG2_Unpack_if_sel_cntx0,Tensix,73,4,0x10,cfg_reg_rmw_tensix,1,set_dst_write_addr,if (context_id == 0),tt_llk_blackhole/common/inc/cunpack_common.h,1022,THCON_SEC0_REG2_Unpack_if_sel_cntx0_RMW,resolved,cfg_reg_rmw_tensix<THCON_SEC0_REG2_Unpack_if_sel_cntx0_RMW>(1)
THCON_SEC0_REG5_Dest_cntx0_address,Tensix,84,0,0xffff,cfg_reg_rmw_tensix,dst_byte_addr,set_dst_write_addr,if (context_id == 0),tt_llk_blackhole/common/inc/cunpack_common.h,1023,THCON_SEC0_REG5_Dest_cntx0_address_RMW,resolved,cfg_reg_rmw_tensix<THCON_SEC0_REG5_Dest_cntx0_address_RMW>(dst_byte_addr)
THCON_SEC0_REG2_Unpack_if_sel_cntx1,Tensix,73,5,0x20,cfg_reg_rmw_tensix,1,set_dst_write_addr,else of (if (context_id == 0)),tt_llk_blackhole/common/inc/cunpack_common.h,1027,THCON_SEC0_REG2_Unpack_if_sel_cntx1_RMW,resolved,cfg_reg_rmw_tensix<THCON_SEC0_REG2_Unpack_if_sel_cntx1_RMW>(1)
THCON_SEC0_REG5_Dest_cntx1_address,Tensix,84,16,0xffff0000,cfg_reg_rmw_tensix,dst_byte_addr,set_dst_write_addr,else of (if (context_id == 0)),tt_llk_blackhole/common/inc/cunpack_common.h,1028,THCON_SEC0_REG5_Dest_cntx1_address_RMW,resolved,cfg_reg_rmw_tensix<THCON_SEC0_REG5_Dest_cntx1_address_RMW>(dst_byte_addr)
DEST_TARGET_REG_CFG_MATH_Offset,Thread,1,0,0xfff,TT_SETC16,dst_index,set_dst_write_addr,unconditional,tt_llk_blackhole/common/inc/sfpu/ckernel_sfpu_topk.h,28,DEST_TARGET_REG_CFG_MATH_Offset_ADDR32,resolved,"TT_SETC16(DEST_TARGET_REG_CFG_MATH_Offset_ADDR32, dst_index)"
DEST_TARGET_REG_CFG_MATH_Offset,Thread,1,0,0xfff,TT_SETC16,dst_index,set_dst_write_addr_offset,unconditional,tt_llk_blackhole/common/inc/sfpu/ckernel_sfpu_topk_xl.h,321,DEST_TARGET_REG_CFG_MATH_Offset_ADDR32,resolved,"TT_SETC16(DEST_TARGET_REG_CFG_MATH_Offset_ADDR32, dst_index)"
ALU_FORMAT_SPEC_REG0_SrcA,Tensix,1,17,0x1e0000,cfg_reg_rmw_tensix,to_underlying(DataFormat::Float16_b),transpose_dest_face_32b,unconditional,tt_llk_blackhole/common/inc/sfpu/ckernel_sfpu_topk_xl.h,894,ALU_FORMAT_SPEC_REG0_SrcA_RMW,resolved,cfg_reg_rmw_tensix<ALU_FORMAT_SPEC_REG0_SrcA_RMW>(to_underlying(DataFormat::Float16_b))
ALU_FORMAT_SPEC_REG0_SrcA,Tensix,1,17,0x1e0000,cfg_reg_rmw_tensix,to_underlying(DataFormat::Tf32),transpose_dest_face_32b,unconditional,tt_llk_blackhole/common/inc/sfpu/ckernel_sfpu_topk_xl.h,908,ALU_FORMAT_SPEC_REG0_SrcA_RMW,resolved,cfg_reg_rmw_tensix<ALU_FORMAT_SPEC_REG0_SrcA_RMW>(to_underlying(DataFormat::Tf32))
ALU_ACC_CTRL_Fp32_enabled,Tensix,1,29,0x20000000,cfg_reg_rmw_tensix,0,transpose_dest_face_32b,unconditional,tt_llk_blackhole/common/inc/sfpu/ckernel_sfpu_topk_xl.h,923,ALU_ACC_CTRL_Fp32_enabled_RMW,resolved,cfg_reg_rmw_tensix<ALU_ACC_CTRL_Fp32_enabled_RMW>(0)
ALU_FORMAT_SPEC_REG0_SrcA,Tensix,1,17,0x1e0000,cfg_reg_rmw_tensix,to_underlying(DataFormat::Float32),transpose_dest_face_32b,unconditional,tt_llk_blackhole/common/inc/sfpu/ckernel_sfpu_topk_xl.h,924,ALU_FORMAT_SPEC_REG0_SrcA_RMW,resolved,cfg_reg_rmw_tensix<ALU_FORMAT_SPEC_REG0_SrcA_RMW>(to_underlying(DataFormat::Float32))
ALU_ACC_CTRL_Fp32_enabled,Tensix,1,29,0x20000000,cfg_reg_rmw_tensix,1,transpose_dest_face_32b,unconditional,tt_llk_blackhole/common/inc/sfpu/ckernel_sfpu_topk_xl.h,930,ALU_ACC_CTRL_Fp32_enabled_RMW,resolved,cfg_reg_rmw_tensix<ALU_ACC_CTRL_Fp32_enabled_RMW>(1)
DISABLE_IMPLIED_SRCA_FMT_Base,Thread,2,0,0x1,TTI_SETC16,1,enter_transpose_cfg_block,unconditional,tt_llk_blackhole/common/inc/sfpu/ckernel_sfpu_topk_xl.h,945,DISABLE_IMPLIED_SRCA_FMT_Base_ADDR32,resolved,"TTI_SETC16(DISABLE_IMPLIED_SRCA_FMT_Base_ADDR32, 1)"
ALU_ACC_CTRL_Zero_Flag_disabled_src,Tensix,2,0,0x1,cfg_reg_rmw_tensix,1,enter_transpose_cfg_block,unconditional,tt_llk_blackhole/common/inc/sfpu/ckernel_sfpu_topk_xl.h,946,ALU_ACC_CTRL_Zero_Flag_disabled_src_RMW,resolved,cfg_reg_rmw_tensix<ALU_ACC_CTRL_Zero_Flag_disabled_src_RMW>(1)
ALU_ACC_CTRL_Zero_Flag_disabled_dst,Tensix,2,1,0x2,cfg_reg_rmw_tensix,1,enter_transpose_cfg_block,unconditional,tt_llk_blackhole/common/inc/sfpu/ckernel_sfpu_topk_xl.h,947,ALU_ACC_CTRL_Zero_Flag_disabled_dst_RMW,resolved,cfg_reg_rmw_tensix<ALU_ACC_CTRL_Zero_Flag_disabled_dst_RMW>(1)
DISABLE_IMPLIED_SRCA_FMT_Base,Thread,2,0,0x1,TTI_SETC16,0,leave_transpose_cfg_block,unconditional,tt_llk_blackhole/common/inc/sfpu/ckernel_sfpu_topk_xl.h,952,DISABLE_IMPLIED_SRCA_FMT_Base_ADDR32,resolved,"TTI_SETC16(DISABLE_IMPLIED_SRCA_FMT_Base_ADDR32, 0)"
ALU_ACC_CTRL_Zero_Flag_disabled_src,Tensix,2,0,0x1,cfg_reg_rmw_tensix,0,leave_transpose_cfg_block,unconditional,tt_llk_blackhole/common/inc/sfpu/ckernel_sfpu_topk_xl.h,953,ALU_ACC_CTRL_Zero_Flag_disabled_src_RMW,resolved,cfg_reg_rmw_tensix<ALU_ACC_CTRL_Zero_Flag_disabled_src_RMW>(0)
ALU_ACC_CTRL_Zero_Flag_disabled_dst,Tensix,2,1,0x2,cfg_reg_rmw_tensix,0,leave_transpose_cfg_block,unconditional,tt_llk_blackhole/common/inc/sfpu/ckernel_sfpu_topk_xl.h,954,ALU_ACC_CTRL_Zero_Flag_disabled_dst_RMW,resolved,cfg_reg_rmw_tensix<ALU_ACC_CTRL_Zero_Flag_disabled_dst_RMW>(0)
CLR_DVALID_SrcA_Disable,Thread,7,0,0x1,TTI_SETC16,0,_llk_math_eltwise_binary_init_custom_,unconditional,tt_llk_blackhole/llk_lib/experimental/llk_math_eltwise_binary_custom.h,47,CLR_DVALID_SrcA_Disable_ADDR32,resolved,"TTI_SETC16(CLR_DVALID_SrcA_Disable_ADDR32, 0)"
CLR_DVALID_SrcB_Disable,Thread,7,1,0x2,TTI_SETC16,0,_llk_math_eltwise_binary_init_custom_,unconditional,tt_llk_blackhole/llk_lib/experimental/llk_math_eltwise_binary_custom.h,47,CLR_DVALID_SrcA_Disable_ADDR32,resolved,"TTI_SETC16(CLR_DVALID_SrcA_Disable_ADDR32, 0)"
CLR_DVALID_SrcA_Disable,Thread,7,0,0x1,TTI_SETC16,0,_llk_math_eltwise_unary_datacopy_custom_,unconditional,tt_llk_blackhole/llk_lib/experimental/llk_math_eltwise_unary_datacopy_custom.h,23,CLR_DVALID_SrcA_Disable_ADDR32,resolved,"TTI_SETC16(CLR_DVALID_SrcA_Disable_ADDR32, 0)"
CLR_DVALID_SrcB_Disable,Thread,7,1,0x2,TTI_SETC16,0,_llk_math_eltwise_unary_datacopy_custom_,unconditional,tt_llk_blackhole/llk_lib/experimental/llk_math_eltwise_unary_datacopy_custom.h,23,CLR_DVALID_SrcA_Disable_ADDR32,resolved,"TTI_SETC16(CLR_DVALID_SrcA_Disable_ADDR32, 0)"
CLR_DVALID_SrcA_Disable,Thread,7,0,0x1,TTI_SETC16,0,_llk_math_topk_xl_copy_init_,unconditional,tt_llk_blackhole/llk_lib/experimental/llk_math_eltwise_unary_datacopy_topk_xl_copy.h,44,CLR_DVALID_SrcA_Disable_ADDR32,resolved,"TTI_SETC16(CLR_DVALID_SrcA_Disable_ADDR32, 0)"
CLR_DVALID_SrcB_Disable,Thread,7,1,0x2,TTI_SETC16,0,_llk_math_topk_xl_copy_init_,unconditional,tt_llk_blackhole/llk_lib/experimental/llk_math_eltwise_unary_datacopy_topk_xl_copy.h,44,CLR_DVALID_SrcA_Disable_ADDR32,resolved,"TTI_SETC16(CLR_DVALID_SrcA_Disable_ADDR32, 0)"
ALU_ACC_CTRL_Fp32_enabled,Tensix,1,29,0x20000000,cfg_reg_rmw_tensix,0,_llk_math_fast_tilize_init_,unconditional,tt_llk_blackhole/llk_lib/experimental/llk_math_fast_tilize.h,44,ALU_ACC_CTRL_Fp32_enabled_RMW,resolved,cfg_reg_rmw_tensix<ALU_ACC_CTRL_Fp32_enabled_RMW>(0)
CLR_DVALID_SrcA_Disable,Thread,7,0,0x1,TTI_SETC16,0,_llk_math_fast_tilize_init_,unconditional,tt_llk_blackhole/llk_lib/experimental/llk_math_fast_tilize.h,50,CLR_DVALID_SrcA_Disable_ADDR32,resolved,"TTI_SETC16(CLR_DVALID_SrcA_Disable_ADDR32, 0)"
CLR_DVALID_SrcB_Disable,Thread,7,1,0x2,TTI_SETC16,0,_llk_math_fast_tilize_init_,unconditional,tt_llk_blackhole/llk_lib/experimental/llk_math_fast_tilize.h,50,CLR_DVALID_SrcA_Disable_ADDR32,resolved,"TTI_SETC16(CLR_DVALID_SrcA_Disable_ADDR32, 0)"
ALU_ACC_CTRL_Fp32_enabled,Tensix,1,29,0x20000000,cfg_reg_rmw_tensix,1,_llk_math_fast_tilize_uninit_,unconditional,tt_llk_blackhole/llk_lib/experimental/llk_math_fast_tilize.h,96,ALU_ACC_CTRL_Fp32_enabled_RMW,resolved,cfg_reg_rmw_tensix<ALU_ACC_CTRL_Fp32_enabled_RMW>(1)
CLR_DVALID_SrcA_Disable,Thread,7,0,0x1,TTI_SETC16,0,_llk_math_fast_untilize_init_,unconditional,tt_llk_blackhole/llk_lib/experimental/llk_math_fast_untilize.h,70,CLR_DVALID_SrcA_Disable_ADDR32,resolved,"TTI_SETC16(CLR_DVALID_SrcA_Disable_ADDR32, 0)"
CLR_DVALID_SrcB_Disable,Thread,7,1,0x2,TTI_SETC16,0,_llk_math_fast_untilize_init_,unconditional,tt_llk_blackhole/llk_lib/experimental/llk_math_fast_untilize.h,70,CLR_DVALID_SrcA_Disable_ADDR32,resolved,"TTI_SETC16(CLR_DVALID_SrcA_Disable_ADDR32, 0)"
CLR_DVALID_SrcA_Disable,Thread,7,0,0x1,TTI_SETC16,0,_llk_math_generalized_moe_gate_eltwise_binary_init_,unconditional,tt_llk_blackhole/llk_lib/experimental/llk_math_generalized_moe_gate_eltwise_binary.h,140,CLR_DVALID_SrcA_Disable_ADDR32,resolved,"TTI_SETC16(CLR_DVALID_SrcA_Disable_ADDR32, 0)"
CLR_DVALID_SrcB_Disable,Thread,7,1,0x2,TTI_SETC16,0,_llk_math_generalized_moe_gate_eltwise_binary_init_,unconditional,tt_llk_blackhole/llk_lib/experimental/llk_math_generalized_moe_gate_eltwise_binary.h,140,CLR_DVALID_SrcA_Disable_ADDR32,resolved,"TTI_SETC16(CLR_DVALID_SrcA_Disable_ADDR32, 0)"
ALU_ACC_CTRL_Zero_Flag_disabled_src,Tensix,2,0,0x1,cfg_reg_rmw_tensix,1,_llk_math_generalized_moe_gate_transpose_dest_single_face_step0_init_,unconditional,tt_llk_blackhole/llk_lib/experimental/llk_math_generalized_moe_gate_transpose_dest_single_face.h,187,ALU_ACC_CTRL_Zero_Flag_disabled_src_RMW,resolved,cfg_reg_rmw_tensix<ALU_ACC_CTRL_Zero_Flag_disabled_src_RMW>(1)
DEST_TARGET_REG_CFG_MATH_Offset,Thread,1,0,0xfff,TT_SETC16,get_dest_buffer_base(),_llk_math_mul_reduce_scalar_move_dest_to_src_,if (idst == 0),tt_llk_blackhole/llk_lib/experimental/llk_math_mul_reduce_scalar.h,88,DEST_TARGET_REG_CFG_MATH_Offset_ADDR32,resolved,"TT_SETC16(DEST_TARGET_REG_CFG_MATH_Offset_ADDR32, get_dest_buffer_base())"
