file	line	function	category	heavy_lifting	variant	loop_depth	loop_vars	sig	arg0	arg1	arg2	flow	sync_bucket	sync_seq	sync_style	shape	region_stats
ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/compute/compute_common.hpp	993	pack_tile	ttnn-op:transformer	sfpu-unary	pack_tile	1	i	pack_tile(V,V)	dst_reg_2	cb_cur_max		copy→sfpu-tile→pack	raw_dst[ar]	aPr	raw-dst	raw-dst/multi-unrolled	P4_F0_If0_L17
ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/compute/compute_common.hpp	994	pack_tile	ttnn-op:transformer	sfpu-unary	pack_tile	1	i	pack_tile(V,V)	dst_reg_3	cb_cur_sum		copy→sfpu-tile→pack	raw_dst[ar]	aPr	raw-dst	raw-dst/multi-unrolled	P4_F0_If0_L17
ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/compute/compute_common.hpp	1024	pack_tile	ttnn-op:transformer	copy	pack_tile	1	i	pack_tile(0,V)	0	out_cb		copy→pack	raw_dst[ar]	raPr	raw-dst	raw-dst/single	P1_F0_If0_L5
ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/compute/compute_common.hpp	1045	pack_tile	ttnn-op:transformer	copy	pack_tile	1	i	pack_tile(0,V)	0	out_cb		copy→pack	raw_dst[ar]	aPraPr	raw-dst	raw-dst/single	P1_F0_If0_L5
ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/compute/compute_common.hpp	1062	pack_tile	ttnn-op:transformer	sfpu-unary	pack_tile	1	i	pack_tile(0,V)	0	out_cb		copy→sfpu-tile→pack	raw_dst[ar]	aPraPr	raw-dst	raw-dst/single	P1_F0_If0_L6
ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/compute/compute_common.hpp	1092	pack_tile	ttnn-op:transformer	sfpu-unary	pack_tile	1	i	pack_tile(0,V)	0	out_cb		copy→sfpu-llk→pack	raw_dst[ar]	aPr	raw-dst	raw-dst/single	P1_F0_If0_L10
ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/compute/compute_common.hpp	1146	pack_tile	ttnn-op:transformer	sfpu-unary	pack_tile	1	i	pack_tile(0,V)	0	out_cb		sfpu-tile→pack	raw_dst[ar]	aPr	raw-dst	raw-dst/single	P1_F0_If0_L16
ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/compute/compute_common.hpp	1165	pack_tile	ttnn-op:transformer	eltwise-fpu-binary	pack_tile	1	i	pack_tile(0,V)	0	out_cb		eltwise-binary→pack	raw_dst[ar]	PraPr	raw-dst	raw-dst/single	P1_F0_If0_L4
ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/compute/compute_streaming.hpp	526	pack_tile	ttnn-op:transformer	sfpu-unary	pack_tile	1	s	pack_tile(0,V)	0	scratch_cb		sfpu-tile→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If2_L14
ttnn/cpp/ttnn/operations/transformer/sdpa/device/kernels/compute/compute_streaming.hpp	553	pack_tile	ttnn-op:transformer	eltwise-fpu-bcast	pack_tile	3	j,base,s	pack_tile(L,V)	j	normalized_out_cb		eltwise-bcast→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single-in-loop	P1_F2_If0_L10
ttnn/cpp/ttnn/operations/moreh/moreh_linear_backward/device/kernels/moreh_bias_backward_multi_core_h.cpp	80	pack_tile	ttnn-op:moreh	sfpu-unary	pack_tile	3	ht,b,wt	pack_tile(V,V)	dst0	cb_intermed0		copy→sfpu-tile→pack	modern[CWR]	CWPR	modern	modern-canonical/single	P1_F0_If6_L36
ttnn/cpp/ttnn/operations/moreh/moreh_linear_backward/device/kernels/moreh_bias_backward_single_core_hw.cpp	79	pack_tile	ttnn-op:moreh	sfpu-unary	pack_tile	3	wt,ht,b	pack_tile(V,V)	dst0	cb_intermed0		copy→sfpu-tile→pack	modern[CWR]	CWPR	modern	modern-canonical/single	P1_F0_If6_L36
ttnn/cpp/ttnn/operations/moreh/moreh_sum/device/moreh_sum_nc_impl_kernels/moreh_sum_nc.cpp	42	pack_tile	ttnn-op:moreh	eltwise-fpu-binary	pack_tile	1	i	pack_tile(V,V)	dst0	cb_out0		eltwise-binary→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single-in-loop	P1_F1_If2_L19
ttnn/cpp/ttnn/operations/moreh/moreh_sum/device/moreh_sum_nc_impl_kernels/moreh_int_sum_nc.cpp	37	pack_tile_from_dst	ttnn-op:moreh	sfpu-helper	pack_tile	2	j,i	pack_tile(V,V)	cb_out	dst0		sfpu-helper→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If1_L13
ttnn/cpp/ttnn/operations/moreh/moreh_sum/device/moreh_sum_w_impl_kernels/moreh_int_sum_w.cpp	47	pack_tile_from_dst	ttnn-op:moreh	sfpu-helper	pack_tile	1	row	pack_tile(V,V)	cb_out0	dst0		sfpu-helper→pack	modern[ACWR]	ACWPRAC	modern	modern-canonical/single	P1_F0_If1_L16
ttnn/cpp/ttnn/operations/moreh/moreh_sum/device/moreh_sum_w_impl_kernels/moreh_int_sum_w.cpp	57	pack_tile_from_dst	ttnn-op:moreh	sfpu-helper	pack_tile	2	wt,row	pack_tile(V,V)	cb_intermed0	dst0		sfpu-helper→pack	modern[ACWR]	ACWPRACWPRA	modern	modern-canonical/single	P1_F0_If0_L7
ttnn/cpp/ttnn/operations/moreh/moreh_sum/device/moreh_sum_w_impl_kernels/moreh_int_sum_w.cpp	74	pack_tile_from_dst	ttnn-op:moreh	sfpu-helper	pack_tile	2	wt,row	pack_tile(V,V)	cb_intermed0	dst0		sfpu-helper→pack	modern[ACWR]	ACWPRACWPRA	modern	modern-canonical/single	P1_F0_If1_L16
ttnn/cpp/ttnn/operations/moreh/moreh_sum/device/moreh_sum_w_impl_kernels/moreh_int_sum_w.cpp	86	pack_tile_from_dst	ttnn-op:moreh	sfpu-helper	pack_tile	1	row	pack_tile(V,V)	cb_out0	dst0		sfpu-helper→pack	modern[ACWR]	CWPRACWPR	modern	modern-canonical/single	P1_F0_If0_L9
ttnn/cpp/ttnn/operations/moreh/moreh_sum/device/moreh_sum_w_impl_kernels/moreh_sum_w.cpp	83	pack_tile	ttnn-op:moreh	sfpu-unary	pack_tile	2	ht,nc	pack_tile(V,V)	reduce_dst_idx	cb_masked_input		copy→sfpu-tile→pack	modern[ACWR]	PRACWPRA	modern	modern-canonical/single	P1_F0_If2_L19
ttnn/cpp/ttnn/operations/moreh/moreh_sum/device/moreh_sum_h_impl_kernels/moreh_int_sum_h.cpp	48	pack_tile_from_dst	ttnn-op:moreh	sfpu-helper	pack_tile	1	col	pack_tile(V,V)	cb_out0	dst0		sfpu-helper→pack	modern[ACWR]	ACWPRAC	modern	modern-canonical/single	P1_F0_If1_L16
ttnn/cpp/ttnn/operations/moreh/moreh_sum/device/moreh_sum_h_impl_kernels/moreh_int_sum_h.cpp	58	pack_tile_from_dst	ttnn-op:moreh	sfpu-helper	pack_tile	2	ht,col	pack_tile(V,V)	cb_intermed0	dst0		sfpu-helper→pack	modern[ACWR]	ACWPRACWPRA	modern	modern-canonical/single	P1_F0_If0_L7
ttnn/cpp/ttnn/operations/moreh/moreh_sum/device/moreh_sum_h_impl_kernels/moreh_int_sum_h.cpp	76	pack_tile_from_dst	ttnn-op:moreh	sfpu-helper	pack_tile	2	ht,col	pack_tile(V,V)	cb_intermed0	dst0		sfpu-helper→pack	modern[ACWR]	ACWPRACWPRA	modern	modern-canonical/single	P1_F0_If1_L17
ttnn/cpp/ttnn/operations/moreh/moreh_sum/device/moreh_sum_h_impl_kernels/moreh_int_sum_h.cpp	88	pack_tile_from_dst	ttnn-op:moreh	sfpu-helper	pack_tile	1	col	pack_tile(V,V)	cb_out0	dst0		sfpu-helper→pack	modern[ACWR]	CWPRACWPR	modern	modern-canonical/single	P1_F0_If0_L9
ttnn/cpp/ttnn/operations/moreh/moreh_sum/device/moreh_sum_h_impl_kernels/moreh_sum_h.cpp	67	pack_tile	ttnn-op:moreh	sfpu-unary	pack_tile	2	wt,nc	pack_tile(V,V)	reduce_dst_idx	cb_masked_input		copy→sfpu-tile→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If2_L19
ttnn/cpp/ttnn/operations/moreh/moreh_dot_backward/device/kernels/moreh_dot_backward.cpp	23	pack_tile	ttnn-op:moreh	eltwise-fpu-bcast	pack_tile	1	block	pack_tile(0,E)	0	tt::CBIndex::c_16		eltwise-bcast→pack	raw_dst[ar]+macro[QL]	QaLrQPLQ	ACQ-REL-macro	ACQ-REL-macro/single	P1_F0_If0_L6
ttnn/cpp/ttnn/operations/moreh/moreh_dot_backward/device/kernels/moreh_dot_backward.cpp	33	pack_tile	ttnn-op:moreh	eltwise-fpu-bcast	pack_tile	1	block	pack_tile(0,E)	0	tt::CBIndex::c_17		eltwise-bcast→pack	raw_dst[r]+macro[QL]	LrQPLQPL	ACQ-REL-macro	ACQ-REL-macro/single	P1_F0_If0_L6
ttnn/cpp/ttnn/operations/moreh/moreh_nll_loss/moreh_nll_loss_step2/device/kernels/moreh_nll_loss_step2_kernel.cpp	41	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	0		pack_tile(V,V)	dst0	cb_divisor_recip		copy→sfpu-tile→pack	modern[ACWR]	ACWPRA	modern	modern-canonical/single	P1_F0_If0_L12
ttnn/cpp/ttnn/operations/moreh/moreh_nll_loss/moreh_nll_loss_step2/device/kernels/moreh_nll_loss_step2_kernel.cpp	62	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	1	b	pack_tile(V,V)	dst0	cb_tmp1		copy→sfpu-tile→pack	modern[ACWR]	WPRACWPRA	modern	modern-canonical/single	P1_F0_If0_L15
ttnn/cpp/ttnn/operations/moreh/moreh_nll_loss/moreh_nll_loss_step2/device/kernels/moreh_nll_loss_step2_kernel.cpp	81	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-binary	pack_tile	1	b	pack_tile(V,V)	dst0	cb_tmp3		eltwise-binary→pack	modern[ACWR]	WPRACWPRA	modern	modern-canonical/single	P1_F0_If0_L13
ttnn/cpp/ttnn/operations/moreh/moreh_nll_loss/moreh_nll_loss_step2/device/kernels/moreh_nll_loss_step2_kernel.cpp	98	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-bcast	pack_tile	1	b	pack_tile(V,V)	dst0	cb_output		eltwise-bcast→pack	modern[ACWR]	CWPRACWPRWPR	modern	modern-canonical/single	P1_F0_If1_L13
ttnn/cpp/ttnn/operations/moreh/moreh_nll_loss/moreh_nll_loss_step2/device/kernels/moreh_nll_loss_step2_kernel.cpp	104	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-bcast	pack_tile	1	b	pack_tile(V,V)	dst0	cb_output		eltwise-bcast→pack	modern[ACWR]	WPRACWPRWPRWP	modern	modern-canonical/multi-unrolled	P2_F0_If2_L19
ttnn/cpp/ttnn/operations/moreh/moreh_nll_loss/moreh_nll_loss_step2/device/kernels/moreh_nll_loss_step2_kernel.cpp	112	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-bcast	pack_tile	1	b	pack_tile(V,V)	dst0	cb_tmp1		eltwise-bcast→pack	modern[ACWR]	ACWPRWPRWPRA	modern	modern-canonical/multi-unrolled	P3_F0_If4_L27
ttnn/cpp/ttnn/operations/moreh/moreh_nll_loss/moreh_nll_loss_step2/device/kernels/moreh_nll_loss_step2_kernel.cpp	131	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-bcast	pack_tile	1	b	pack_tile(V,V)	dst0	cb_output		eltwise-bcast→pack	modern[ACWR]	WPRACWPRWPR	modern	modern-canonical/single	P1_F0_If1_L14
ttnn/cpp/ttnn/operations/moreh/moreh_nll_loss/moreh_nll_loss_step2/device/kernels/moreh_nll_loss_step2_kernel.cpp	137	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-bcast	pack_tile	1	b	pack_tile(V,V)	dst0	cb_output		eltwise-bcast→pack	modern[ACWR]	PRACWPRWPR	modern	modern-canonical/multi-unrolled	P2_F0_If2_L20
ttnn/cpp/ttnn/operations/moreh/moreh_sum_backward/device/kernels/moreh_sum_backward.cpp	39	pack_tile	ttnn-op:moreh	copy	pack_tile	1	i	pack_tile(V,V)	dst0	cb_out0		copy→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If3_L20
ttnn/cpp/ttnn/operations/moreh/moreh_nll_loss_backward/device/kernels/moreh_nll_loss_backward_kernel.cpp	39	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	0		pack_tile(V,V)	dst0	cb_tmp1		copy→sfpu-tile→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If0_L10
ttnn/cpp/ttnn/operations/moreh/moreh_nll_loss_backward/device/kernels/moreh_nll_loss_backward_kernel.cpp	60	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	1	b	pack_tile(V,V)	dst0	cb_tmp2		copy→sfpu-tile→pack	modern[ACWR]	CWPRACWPR	modern	modern-canonical/single	P1_F0_If0_L10
ttnn/cpp/ttnn/operations/moreh/moreh_nll_loss_backward/device/kernels/moreh_nll_loss_backward_kernel.cpp	76	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-bcast	pack_tile	1	b	pack_tile(V,V)	dst0	cb_input_grad		eltwise-bcast→pack	modern[ACWR]	ACWPRACWPR	modern	modern-canonical/single	P1_F0_If0_L8
ttnn/cpp/ttnn/operations/moreh/moreh_nll_loss_backward/device/kernels/moreh_nll_loss_backward_kernel.cpp	96	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	1	b	pack_tile(V,V)	dst0	cb_input_grad		sfpu-tile→pack	modern[ACWR]	CWPRACWPR	modern	modern-canonical/single	P1_F0_If0_L11
ttnn/cpp/ttnn/operations/moreh/moreh_norm/device/moreh_norm_other/kernels/moreh_norm_other_kernel.cpp	65	pack_tile_with_dt	ttnn-op:moreh	sfpu-unary	pack_tile	2	inner_idx,outer_idx	pack_tile(V,V)	dst0	cb_xabs		copy→sfpu-tile→pack	modern[ACWR]	ACWPR	modern	modern-canonical/single	P1_F0_If0_L14
ttnn/cpp/ttnn/operations/moreh/moreh_norm/device/moreh_norm_other/kernels/moreh_norm_other_kernel.cpp	84	pack_tile_with_dt	ttnn-op:moreh	copy	pack_tile	2	inner_idx,outer_idx	pack_tile(V,V)	dst0	cb_xpowadd		copy→pack	modern[ACWR]	CWPRACWPRA	modern	modern-canonical/single	P1_F0_If0_L11
ttnn/cpp/ttnn/operations/moreh/moreh_norm/device/moreh_norm_other/kernels/moreh_norm_other_kernel.cpp	100	pack_tile_with_dt	ttnn-op:moreh	eltwise-fpu-binary	pack_tile	2	inner_idx,outer_idx	pack_tile(V,V)	dst0	cb_xpowadd		eltwise-binary→pack	modern[ACWR]	ACWPRACWPR	modern	modern-canonical/single	P1_F0_If0_L12
