OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,DEVICE ARCH,ATTRIBUTES,MATH FIDELITY,CORE COUNT,AVAILABLE WORKER CORE COUNT,PARALLELIZATION STRATEGY,HOST START TS,HOST END TS,HOST DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns],DEVICE FW DURATION [ns],DEVICE KERNEL DURATION [ns],DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DURATION PER CORE MIN [ns],DEVICE KERNEL DURATION PER CORE MAX [ns],DEVICE KERNEL DURATION PER CORE AVG [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],DEVICE COMPUTE CB WAIT FRONT [ns],DEVICE COMPUTE CB RESERVE BACK [ns],DISPATCH TOTAL CQ CMD OP TIME [ns],DISPATCH GO SEND WAIT TIME [ns],INPUT_0_W_PAD[LOGICAL],INPUT_0_Z_PAD[LOGICAL],INPUT_0_Y_PAD[LOGICAL],INPUT_0_X_PAD[LOGICAL],INPUT_0_LAYOUT,INPUT_0_DATATYPE,INPUT_0_MEMORY,INPUT_1_W_PAD[LOGICAL],INPUT_1_Z_PAD[LOGICAL],INPUT_1_Y_PAD[LOGICAL],INPUT_1_X_PAD[LOGICAL],INPUT_1_LAYOUT,INPUT_1_DATATYPE,INPUT_1_MEMORY,INPUT_2_W_PAD[LOGICAL],INPUT_2_Z_PAD[LOGICAL],INPUT_2_Y_PAD[LOGICAL],INPUT_2_X_PAD[LOGICAL],INPUT_2_LAYOUT,INPUT_2_DATATYPE,INPUT_2_MEMORY,OUTPUT_0_W_PAD[LOGICAL],OUTPUT_0_Z_PAD[LOGICAL],OUTPUT_0_Y_PAD[LOGICAL],OUTPUT_0_X_PAD[LOGICAL],OUTPUT_0_LAYOUT,OUTPUT_0_DATATYPE,OUTPUT_0_MEMORY,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,COMPUTE KERNEL SOURCE,COMPUTE KERNEL HASH,DATA MOVEMENT KERNEL SOURCE,DATA MOVEMENT KERNEL HASH,PROGRAM HASH,PROGRAM CACHE HIT,TENSIX DM 0 MAX KERNEL SIZE [B],TENSIX DM 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 0 MAX KERNEL SIZE [B],TENSIX COMPUTE 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 2 MAX KERNEL SIZE [B],ACTIVE ETH DM 0 MAX KERNEL SIZE [B],ACTIVE ETH DM 1 MAX KERNEL SIZE [B],IDLE ETH DM 0 MAX KERNEL SIZE [B],IDLE ETH DM 1 MAX KERNEL SIZE [B],PM IDEAL [ns],PM COMPUTE [ns],PM BANDWIDTH [ns],PM REQ I BW,PM REQ O BW,PM FPU UTIL (%),NOC UTIL (%),MULTICAST NOC UTIL (%),DRAM BW UTIL (%),DRAM BW UTIL PER CTRL (%),ETH BW UTIL (%),NPE CONG IMPACT (%)
TypecastDeviceOperation,tt_dnn_device,6144,0,wormhole_b0,{'bfp8_pack_precise': 'false'; 'fp32_dest_acc_en': 'true'; 'input_dtype': 'DataType::FLOAT32'; 'output_dtype': 'DataType::BFLOAT16'; 'output_memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'preserve_fp32_precision': 'true'; 'sub_core_grids': 'std::nullopt'},HiFi4,64,64,,6120158591,6120161611,3020,12197221792582,12197221796561,110398,110466,3979,3114,3046,,,,280,3029,1934,2146,2340,486,,,,,,1[1],1[1],256[256],256[256],TILE,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],256[256],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/copy/typecast/device/kernels/compute/eltwise_typecast.cpp'],['eltwise_typecast/2273056869638565026/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_interleaved_start_id.cpp'],['writer_unary_interleaved_start_id/16871261008657981011/'; 'reader_unary_interleaved_start_id/13467162620768964987/'],4060181685612594881,False,1024,976,1344,1060,1308,0,0,0,0,1,1,1,[],[],0.032,,,,,,
TypecastDeviceOperation,tt_dnn_device,6145,1,wormhole_b0,{'bfp8_pack_precise': 'false'; 'fp32_dest_acc_en': 'true'; 'input_dtype': 'DataType::FLOAT32'; 'output_dtype': 'DataType::BFLOAT16'; 'output_memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'preserve_fp32_precision': 'true'; 'sub_core_grids': 'std::nullopt'},HiFi4,64,64,,6120182631,6120183882,1251,12197201879077,12197201883057,110746,110848,3980,3144,3042,,,,303,3031,2026,2270,2464,492,,,,,,1[1],1[1],256[256],256[256],TILE,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],256[256],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/copy/typecast/device/kernels/compute/eltwise_typecast.cpp'],['eltwise_typecast/2273056869638565026/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_interleaved_start_id.cpp'],['writer_unary_interleaved_start_id/16871261008657981011/'; 'reader_unary_interleaved_start_id/13467162620768964987/'],4060181685612594881,False,1024,976,1344,1060,1308,0,0,0,0,1,1,1,[],[],0.032,,,,,,
TilizeWithValPaddingDeviceOperation,tt_dnn_device,7168,0,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'output_dtype': 'DataType::FLOAT32'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_padded_shape': 'Shape([1; 1; 32; 256])'; 'pad_value': '0'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'true'},HiFi4,1,64,,6120591512,6120615912,24400,12197222214447,12197222259255,418707,418857,44808,43988,43838,,,,178,43810,39931,41434,41384,41301,,,,,,1[1],1[1],1[1],256[256],ROW_MAJOR,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],32[1],256[256],TILE,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/kernel/compute/tilize.cpp'],['tilize/914688605906610311/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/tilize_with_val_padding/device/kernels/dataflow/reader_unary_pad_dims_split_rows_multicore.cpp'],['writer_unary_interleaved_start_id/13117287492632013232/'; 'reader_unary_pad_dims_split_rows_multicore/12273551293176169420/'],14815376637869949855,False,1016,1656,1456,664,3360,0,0,0,0,1,1,1,[],[],0.002,,,,,,
TilizeWithValPaddingDeviceOperation,tt_dnn_device,7169,1,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'output_dtype': 'DataType::FLOAT32'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_padded_shape': 'Shape([1; 1; 32; 256])'; 'pad_value': '0'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'true'},HiFi4,1,64,,6120635852,6120636872,1020,12197202300412,12197202345239,418143,418339,44827,44050,43854,,,,222,43828,39935,41448,41444,41345,,,,,,1[1],1[1],1[1],256[256],ROW_MAJOR,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],32[1],256[256],TILE,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/kernel/compute/tilize.cpp'],['tilize/914688605906610311/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/tilize_with_val_padding/device/kernels/dataflow/reader_unary_pad_dims_split_rows_multicore.cpp'],['writer_unary_interleaved_start_id/13117287492632013232/'; 'reader_unary_pad_dims_split_rows_multicore/12273551293176169420/'],14815376637869949855,False,1016,1656,1456,664,3360,0,0,0,0,1,1,1,[],[],0.002,,,,,,
TypecastDeviceOperation,tt_dnn_device,8192,0,wormhole_b0,{'bfp8_pack_precise': 'false'; 'fp32_dest_acc_en': 'true'; 'input_dtype': 'DataType::FLOAT32'; 'output_dtype': 'DataType::BFLOAT16'; 'output_memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'preserve_fp32_precision': 'true'; 'sub_core_grids': 'std::nullopt'},HiFi4,8,64,,6120702262,6120703652,1390,12197222328111,12197222331309,69652,69771,3198,2402,2283,,,,278,2244,1295,1552,1752,391,,,,,,1[1],1[1],32[1],256[256],TILE,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],32[1],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/copy/typecast/device/kernels/compute/eltwise_typecast.cpp'],['eltwise_typecast/2273056869638565026/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_interleaved_start_id.cpp'],['writer_unary_interleaved_start_id/16871261008657981011/'; 'reader_unary_interleaved_start_id/13467162620768964987/'],4060181685543075521,False,1024,976,1344,1060,1308,0,0,0,0,1,1,1,[],[],0.042,,,,,,
TypecastDeviceOperation,tt_dnn_device,8193,1,wormhole_b0,{'bfp8_pack_precise': 'false'; 'fp32_dest_acc_en': 'true'; 'input_dtype': 'DataType::FLOAT32'; 'output_dtype': 'DataType::BFLOAT16'; 'output_memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'preserve_fp32_precision': 'true'; 'sub_core_grids': 'std::nullopt'},HiFi4,8,64,,6120703742,6120704392,650,12197202413711,12197202416964,69225,69383,3253,2492,2334,,,,298,2318,1343,1623,1839,407,,,,,,1[1],1[1],32[1],256[256],TILE,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],32[1],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/copy/typecast/device/kernels/compute/eltwise_typecast.cpp'],['eltwise_typecast/2273056869638565026/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_interleaved_start_id.cpp'],['writer_unary_interleaved_start_id/16871261008657981011/'; 'reader_unary_interleaved_start_id/13467162620768964987/'],4060181685543075521,False,1024,976,1344,1060,1308,0,0,0,0,1,1,1,[],[],0.04,,,,,,
TilizeDeviceOperation,tt_dnn_device,9216,0,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'output_dtype': 'DataType::FLOAT32'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'sub_core_grids': 'std::nullopt'; 'use_low_perf': 'false'; 'use_multicore': 'true'},HiFi4,8,64,,6122295433,6122297973,2540,12197223746460,12197223764006,1415931,1416122,17546,16771,16580,,,,318,16566,6721,8255,8230,8118,,,,,,1[1],1[1],256[256],256[256],ROW_MAJOR,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],256[256],256[256],TILE,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/kernel/compute/tilize.cpp'],['tilize/914688605906610311/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/tilize/device/kernels/dataflow/reader_unary_stick_layout_split_rows_multicore.cpp'],['writer_unary_interleaved_start_id/13117287492632013232/'; 'reader_unary_stick_layout_split_rows_multicore/5773439685632628052/'],9338795484640367144,False,1016,836,1456,664,3360,0,0,0,0,1,1,1,[],[],0.006,,,,,,
TilizeDeviceOperation,tt_dnn_device,9217,1,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'output_dtype': 'DataType::FLOAT32'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'sub_core_grids': 'std::nullopt'; 'use_low_perf': 'false'; 'use_multicore': 'true'},HiFi4,8,64,,6122298073,6122298933,860,12197203832807,12197203850045,1416616,1416791,17238,16469,16294,,,,300,16268,6499,8036,8002,7896,,,,,,1[1],1[1],256[256],256[256],ROW_MAJOR,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],256[256],256[256],TILE,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/kernel/compute/tilize.cpp'],['tilize/914688605906610311/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/tilize/device/kernels/dataflow/reader_unary_stick_layout_split_rows_multicore.cpp'],['writer_unary_interleaved_start_id/13117287492632013232/'; 'reader_unary_stick_layout_split_rows_multicore/5773439685632628052/'],9338795484640367144,False,1016,836,1456,664,3360,0,0,0,0,1,1,1,[],[],0.006,,,,,,
TypecastDeviceOperation,tt_dnn_device,10240,0,wormhole_b0,{'bfp8_pack_precise': 'false'; 'fp32_dest_acc_en': 'true'; 'input_dtype': 'DataType::FLOAT32'; 'output_dtype': 'DataType::BFLOAT16'; 'output_memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'preserve_fp32_precision': 'true'; 'sub_core_grids': 'std::nullopt'},HiFi4,64,64,,6122577484,6122579224,1740,12197224174891,12197224178930,411746,411815,4039,3172,3103,,,,305,3079,1991,2200,2398,484,,,,,,1[1],1[1],256[256],256[256],TILE,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],256[256],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/copy/typecast/device/kernels/compute/eltwise_typecast.cpp'],['eltwise_typecast/2273056869638565026/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_interleaved_start_id.cpp'],['writer_unary_interleaved_start_id/16871261008657981011/'; 'reader_unary_interleaved_start_id/13467162620768964987/'],4060181685612594881,False,1024,976,1344,1060,1308,0,0,0,0,1,1,1,[],[],0.032,,,,,,
TypecastDeviceOperation,tt_dnn_device,10241,1,wormhole_b0,{'bfp8_pack_precise': 'false'; 'fp32_dest_acc_en': 'true'; 'input_dtype': 'DataType::FLOAT32'; 'output_dtype': 'DataType::BFLOAT16'; 'output_memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'preserve_fp32_precision': 'true'; 'sub_core_grids': 'std::nullopt'},HiFi4,64,64,,6122579294,6122579954,660,12197204261560,12197204265696,412353,412440,4136,3293,3206,,,,288,3186,2194,2424,2612,503,,,,,,1[1],1[1],256[256],256[256],TILE,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],256[256],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/copy/typecast/device/kernels/compute/eltwise_typecast.cpp'],['eltwise_typecast/2273056869638565026/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_interleaved_start_id.cpp'],['writer_unary_interleaved_start_id/16871261008657981011/'; 'reader_unary_interleaved_start_id/13467162620768964987/'],4060181685612594881,False,1024,976,1344,1060,1308,0,0,0,0,1,1,1,[],[],0.03,,,,,,
TilizeWithValPaddingDeviceOperation,tt_dnn_device,11264,0,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'output_dtype': 'DataType::FLOAT32'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_padded_shape': 'Shape([1; 1; 32; 256])'; 'pad_value': '0'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'true'},HiFi4,1,64,,6124502076,6124504706,2630,12197226066529,12197226111345,1888407,1888563,44816,44009,43853,,,,184,43825,39931,41442,41397,41319,,,,,,1[1],1[1],1[1],256[256],ROW_MAJOR,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],32[1],256[256],TILE,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/kernel/compute/tilize.cpp'],['tilize/914688605906610311/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/tilize_with_val_padding/device/kernels/dataflow/reader_unary_pad_dims_split_rows_multicore.cpp'],['writer_unary_interleaved_start_id/13117287492632013232/'; 'reader_unary_pad_dims_split_rows_multicore/12273551293176169420/'],14815376637869949855,False,1016,1656,1456,664,3360,0,0,0,0,1,1,1,[],[],0.002,,,,,,
TilizeWithValPaddingDeviceOperation,tt_dnn_device,11265,1,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'output_dtype': 'DataType::FLOAT32'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_padded_shape': 'Shape([1; 1; 32; 256])'; 'pad_value': '0'; 'sub_core_grids': 'std::nullopt'; 'use_multicore': 'true'},HiFi4,1,64,,6124504806,6124505676,870,12197206153142,12197206197946,1888225,1888405,44804,44031,43851,,,,207,43824,39937,41457,41418,41302,,,,,,1[1],1[1],1[1],256[256],ROW_MAJOR,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],32[1],256[256],TILE,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/kernel/compute/tilize.cpp'],['tilize/914688605906610311/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/tilize_with_val_padding/device/kernels/dataflow/reader_unary_pad_dims_split_rows_multicore.cpp'],['writer_unary_interleaved_start_id/13117287492632013232/'; 'reader_unary_pad_dims_split_rows_multicore/12273551293176169420/'],14815376637869949855,False,1016,1656,1456,664,3360,0,0,0,0,1,1,1,[],[],0.002,,,,,,
TypecastDeviceOperation,tt_dnn_device,12288,0,wormhole_b0,{'bfp8_pack_precise': 'false'; 'fp32_dest_acc_en': 'true'; 'input_dtype': 'DataType::FLOAT32'; 'output_dtype': 'DataType::BFLOAT16'; 'output_memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'preserve_fp32_precision': 'true'; 'sub_core_grids': 'std::nullopt'},HiFi4,8,64,,6124968556,6124970696,2140,12197226404521,12197226407804,293940,294099,3283,2518,2359,,,,288,2345,1267,1548,1764,399,,,,,,1[1],1[1],32[1],256[256],TILE,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],32[1],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/copy/typecast/device/kernels/compute/eltwise_typecast.cpp'],['eltwise_typecast/2273056869638565026/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_interleaved_start_id.cpp'],['writer_unary_interleaved_start_id/16871261008657981011/'; 'reader_unary_interleaved_start_id/13467162620768964987/'],4060181685543075521,False,1024,976,1344,1060,1308,0,0,0,0,1,1,1,[],[],0.04,,,,,,
TypecastDeviceOperation,tt_dnn_device,12289,1,wormhole_b0,{'bfp8_pack_precise': 'false'; 'fp32_dest_acc_en': 'true'; 'input_dtype': 'DataType::FLOAT32'; 'output_dtype': 'DataType::BFLOAT16'; 'output_memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'preserve_fp32_precision': 'true'; 'sub_core_grids': 'std::nullopt'},HiFi4,8,64,,6124970767,6124971416,649,12197206490358,12197206493681,293158,293329,3323,2576,2405,,,,287,2388,1442,1745,1948,419,,,,,,1[1],1[1],32[1],256[256],TILE,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],32[1],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/copy/typecast/device/kernels/compute/eltwise_typecast.cpp'],['eltwise_typecast/2273056869638565026/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_interleaved_start_id.cpp'],['writer_unary_interleaved_start_id/16871261008657981011/'; 'reader_unary_interleaved_start_id/13467162620768964987/'],4060181685543075521,False,1024,976,1344,1060,1308,0,0,0,0,1,1,1,[],[],0.039,,,,,,
TilizeDeviceOperation,tt_dnn_device,13312,0,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'output_dtype': 'DataType::FLOAT32'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'sub_core_grids': 'std::nullopt'; 'use_low_perf': 'false'; 'use_multicore': 'true'},HiFi4,8,64,,6127916430,6127939750,23320,12197229287848,12197229305371,2880816,2881006,17523,16753,16563,,,,301,16538,6709,8234,8223,8117,,,,,,1[1],1[1],256[256],256[256],ROW_MAJOR,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],256[256],256[256],TILE,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/kernel/compute/tilize.cpp'],['tilize/914688605906610311/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/tilize/device/kernels/dataflow/reader_unary_stick_layout_split_rows_multicore.cpp'],['writer_unary_interleaved_start_id/13117287492632013232/'; 'reader_unary_stick_layout_split_rows_multicore/5773439685632628052/'],9338795484640367144,False,1016,836,1456,664,3360,0,0,0,0,1,1,1,[],[],0.006,,,,,,
TilizeDeviceOperation,tt_dnn_device,13313,1,wormhole_b0,{'enough_space_height': 'true'; 'enough_space_width': 'true'; 'output_dtype': 'DataType::FLOAT32'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'sub_core_grids': 'std::nullopt'; 'use_low_perf': 'false'; 'use_multicore': 'true'},HiFi4,8,64,,6127939850,6127940910,1060,12197209518664,12197209536032,3025752,3025940,17368,16600,16412,,,,309,16384,6551,8068,8062,7942,,,,,,1[1],1[1],256[256],256[256],ROW_MAJOR,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],256[256],256[256],TILE,FLOAT32,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/kernel/compute/tilize.cpp'],['tilize/914688605906610311/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/tilize/device/kernels/dataflow/reader_unary_stick_layout_split_rows_multicore.cpp'],['writer_unary_interleaved_start_id/13117287492632013232/'; 'reader_unary_stick_layout_split_rows_multicore/5773439685632628052/'],9338795484640367144,False,1016,836,1456,664,3360,0,0,0,0,1,1,1,[],[],0.006,,,,,,
