OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,DEVICE ARCH,ATTRIBUTES,MATH FIDELITY,CORE COUNT,AVAILABLE WORKER CORE COUNT,PARALLELIZATION STRATEGY,HOST START TS,HOST END TS,HOST DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns],DEVICE FW DURATION [ns],DEVICE KERNEL DURATION [ns],DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DURATION PER CORE MIN [ns],DEVICE KERNEL DURATION PER CORE MAX [ns],DEVICE KERNEL DURATION PER CORE AVG [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],DEVICE COMPUTE CB WAIT FRONT [ns],DEVICE COMPUTE CB RESERVE BACK [ns],DISPATCH TOTAL CQ CMD OP TIME [ns],DISPATCH GO SEND WAIT TIME [ns],INPUT_0_W_PAD[LOGICAL],INPUT_0_Z_PAD[LOGICAL],INPUT_0_Y_PAD[LOGICAL],INPUT_0_X_PAD[LOGICAL],INPUT_0_LAYOUT,INPUT_0_DATATYPE,INPUT_0_MEMORY,INPUT_1_W_PAD[LOGICAL],INPUT_1_Z_PAD[LOGICAL],INPUT_1_Y_PAD[LOGICAL],INPUT_1_X_PAD[LOGICAL],INPUT_1_LAYOUT,INPUT_1_DATATYPE,INPUT_1_MEMORY,INPUT_2_W_PAD[LOGICAL],INPUT_2_Z_PAD[LOGICAL],INPUT_2_Y_PAD[LOGICAL],INPUT_2_X_PAD[LOGICAL],INPUT_2_LAYOUT,INPUT_2_DATATYPE,INPUT_2_MEMORY,OUTPUT_0_W_PAD[LOGICAL],OUTPUT_0_Z_PAD[LOGICAL],OUTPUT_0_Y_PAD[LOGICAL],OUTPUT_0_X_PAD[LOGICAL],OUTPUT_0_LAYOUT,OUTPUT_0_DATATYPE,OUTPUT_0_MEMORY,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,COMPUTE KERNEL SOURCE,COMPUTE KERNEL HASH,DATA MOVEMENT KERNEL SOURCE,DATA MOVEMENT KERNEL HASH,PROGRAM HASH,PROGRAM CACHE HIT,TENSIX DM 0 MAX KERNEL SIZE [B],TENSIX DM 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 0 MAX KERNEL SIZE [B],TENSIX COMPUTE 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 2 MAX KERNEL SIZE [B],ACTIVE ETH DM 0 MAX KERNEL SIZE [B],ACTIVE ETH DM 1 MAX KERNEL SIZE [B],IDLE ETH DM 0 MAX KERNEL SIZE [B],IDLE ETH DM 1 MAX KERNEL SIZE [B],PM IDEAL [ns],PM COMPUTE [ns],PM BANDWIDTH [ns],PM REQ I BW,PM REQ O BW,PM FPU UTIL (%),NOC UTIL (%),MULTICAST NOC UTIL (%),DRAM BW UTIL (%),DRAM BW UTIL PER CTRL (%),ETH BW UTIL (%),NPE CONG IMPACT (%)
BinaryNgDeviceOperation,tt_dnn_device,647169,1,wormhole_b0,{'atol': '0'; 'binary_op_type': 'BinaryOpType::ADD'; 'compute_kernel_config': 'std::nullopt'; 'dtype': 'DataType::BFLOAT16'; 'equal_nan': 'false'; 'input_dtype': 'DataType::BFLOAT16'; 'input_layout_a': 'Layout::TILE'; 'input_layout_b': 'Layout::TILE'; 'is_quant_op': 'false'; 'is_sfpu': 'false'; 'is_where_op': 'false'; 'lhs_activations': '{}'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_layout': 'Layout::TILE'; 'post_activations': '{}'; 'rhs_activations': '{}'; 'rtol': '0'; 'scalar': 'std::nullopt'; 'sub_core_grids': 'std::nullopt'; 'sub_device_id': 'std::nullopt'; 'subtile_broadcast_type': 'SubtileBroadcastType::NONE'; 'worker_grid': '{[0-0 - 7-7]}'},HiFi4,64,64,,15385651106,15385653696,2590,12206333118108,12206333142416,807600,807785,24308,23485,23300,,,,391,23296,22661,22874,22015,22614,,,,,,1[1],1[1],25600[25600],256[256],TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,1[1],1[1],25600[25600],256[256],TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,,,,,,1[1],1[1],25600[25600],256[256],TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels/compute/eltwise_binary_no_bcast.cpp'],['eltwise_binary_no_bcast/14885318923113915211/'],['ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/writer_interleaved_no_bcast.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/binary_ng/device/kernels_ng/dataflow/reader_interleaved_no_bcast.cpp'],['writer_interleaved_no_bcast/3161576991176908774/'; 'reader_interleaved_no_bcast/13602218127605450812/'],13033108811437853989,False,1108,1696,1336,660,1472,0,0,0,0,1,1,1,[],[],0.004,,,,,,
UnaryDeviceOperation,tt_dnn_device,648192,0,wormhole_b0,{'bfp8_pack_precise': 'false'; 'fp32_dest_acc_en': 'false'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'op_chain': '{BasicUnaryWithParam<float; int; unsigned int>(base=BasicUnaryWithParam<float>(op_type=UnaryOpType::SILU;param={}))}'; 'output_dtype': 'DataType::BFLOAT16'; 'preserve_fp32_precision': 'false'; 'sub_core_grids': 'std::nullopt'; 'worker_grid': '{[0-0 - 7-7]}'},HiFi4,64,64,,15386365747,15386392896,27149,12206353630828,12206353673641,712868,712960,42813,41990,41898,,,,284,41864,36889,37040,41221,39678,,,,,,1[1],1[1],1600[1600],256[256],TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],1600[1600],256[256],TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/compute/eltwise_sfpu.cpp'],['eltwise_sfpu/3615604068379670370/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary.cpp'],['writer_unary/5989017769289447989/'; 'reader_unary/8009853590624883112/'],7641232371708402389,False,936,928,1100,2164,1436,0,0,0,0,1,1,1,[],[],0.002,,,,,,
UnaryDeviceOperation,tt_dnn_device,648193,1,wormhole_b0,{'bfp8_pack_precise': 'false'; 'fp32_dest_acc_en': 'false'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'op_chain': '{BasicUnaryWithParam<float; int; unsigned int>(base=BasicUnaryWithParam<float>(op_type=UnaryOpType::SILU;param={}))}'; 'output_dtype': 'DataType::BFLOAT16'; 'preserve_fp32_precision': 'false'; 'sub_core_grids': 'std::nullopt'; 'worker_grid': '{[0-0 - 7-7]}'},HiFi4,64,64,,15386392987,15386395236,2249,12206333866373,12206333909199,724798,724870,42826,41981,41909,,,,277,41884,36900,37024,41246,39710,,,,,,1[1],1[1],1600[1600],256[256],TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,,,,,,,,,,,,,1[1],1[1],1600[1600],256[256],TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/compute/eltwise_sfpu.cpp'],['eltwise_sfpu/3615604068379670370/'],['ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/writer_unary.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary.cpp'],['writer_unary/5989017769289447989/'; 'reader_unary/8009853590624883112/'],7641232371708402389,False,936,928,1100,2164,1436,0,0,0,0,1,1,1,[],[],0.002,,,,,,
InterleavedToShardedDeviceOperation,tt_dnn_device,649216,0,wormhole_b0,"{'keep_l1_aligned': 'false'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec{grid=[{""start"":{""x"":0;""y"":0};""end"":{""x"":7;""y"":7}]; shape=[800; 32]; orientation=ShardOrientation::ROW_MAJOR};nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'}",,64,64,,15387136347,15387161227,24880,12206354528941,12206354544508,856175,856175,15567,14691,14691,,,,189,14690,14677,,,,,,,,,1[1],1[1],6400[6400],256[256],TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,1[1],1[1],6400[6400],256[256],TILE,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,,,,,,,,1[1],1[1],6400[6400],256[256],TILE,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/reader_unary_sharded_blocks_interleaved_start_id.cpp'],['writer_unary_sharded/5886582011492954483/'; 'reader_unary_sharded_blocks_interleaved_start_id/8345296198548298031/'],5217761257710010688,False,376,920,0,0,0,0,0,0,0,1,1,1,[],[],0.007,,,,,,
InterleavedToShardedDeviceOperation,tt_dnn_device,649217,1,wormhole_b0,"{'keep_l1_aligned': 'false'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec{grid=[{""start"":{""x"":0;""y"":0};""end"":{""x"":7;""y"":7}]; shape=[800; 32]; orientation=ShardOrientation::ROW_MAJOR};nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'}",,64,64,,15387161317,15387163607,2290,12206334623612,12206334638078,715293,715293,14466,13585,13585,,,,169,13584,13569,,,,,,,,,1[1],1[1],6400[6400],256[256],TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,1[1],1[1],6400[6400],256[256],TILE,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,,,,,,,,1[1],1[1],6400[6400],256[256],TILE,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded.cpp'; 'ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/reader_unary_sharded_blocks_interleaved_start_id.cpp'],['writer_unary_sharded/5886582011492954483/'; 'reader_unary_sharded_blocks_interleaved_start_id/8345296198548298031/'],5217761257710010688,False,376,920,0,0,0,0,0,0,0,1,1,1,[],[],0.007,,,,,,
HaloDeviceOperation,tt_dnn_device,650240,0,wormhole_b0,{'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi2;math_approx_mode=0;fp32_dest_acc_en=0;packer_l1_acc=0;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'config': 'SlidingWindowConfig(batch_size=1; input_hw=(80;80); window_hw=(3;3); stride_hw=(1;1); padding=((1; 1); (1; 1)); output_padding = (0; 0); ceil_pad_hw=(0;0); dilation_hw=(1;1); scale_h=1; scale_w=1; num_cores_nhw=8; num_cores_c=1; core_range_set_={[0-0 - 7-7]}; is_transpose=false)'; 'config_tensors_in_dram': 'false'; 'in_nsticks_per_core': '800'; 'is_out_tiled': 'true'; 'max_out_nsticks_per_core': '984'; 'output_memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'pad_val': '0'; 'parallel_config': 'ParallelConfig(grid={[0-0 - 7-7]}; shard_scheme=BLOCK_SHARDED; shard_orientation=ROW_MAJOR)'; 'remote_read': 'false'; 'transpose_mcast': 'false'},HiFi2,64,64,,15396709187,15396867587,158400,12206363847069,12206363853436,9303406,9303603,6367,5496,5299,,,,387,5276,5084,4349,4449,4995,,,,,,1[1],1[1],6400[6400],256[256],TILE,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,,,,,,,,,,,,,,,1[1],1[1],7872[7872],256[256],ROW_MAJOR,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,,,['ttnn/cpp/ttnn/operations/sliding_window/halo/device/kernels/compute/pack_untilize.cpp'],['pack_untilize/16480299970703031458/'],['ttnn/cpp/ttnn/operations/sliding_window/halo/device/kernels/dataflow/halo_gather.cpp'],['halo_gather/1519068747228155510/'],12517181119941476318,False,1480,1460,1196,724,3096,0,0,0,0,1,1,1,[],[],0.018,,,,,,
HaloDeviceOperation,tt_dnn_device,650241,1,wormhole_b0,{'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi2;math_approx_mode=0;fp32_dest_acc_en=0;packer_l1_acc=0;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'config': 'SlidingWindowConfig(batch_size=1; input_hw=(80;80); window_hw=(3;3); stride_hw=(1;1); padding=((1; 1); (1; 1)); output_padding = (0; 0); ceil_pad_hw=(0;0); dilation_hw=(1;1); scale_h=1; scale_w=1; num_cores_nhw=8; num_cores_c=1; core_range_set_={[0-0 - 7-7]}; is_transpose=false)'; 'config_tensors_in_dram': 'false'; 'in_nsticks_per_core': '800'; 'is_out_tiled': 'true'; 'max_out_nsticks_per_core': '984'; 'output_memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'pad_val': '0'; 'parallel_config': 'ParallelConfig(grid={[0-0 - 7-7]}; shard_scheme=BLOCK_SHARDED; shard_orientation=ROW_MAJOR)'; 'remote_read': 'false'; 'transpose_mcast': 'false'},HiFi2,64,64,,15396868087,15396871807,3720,12206344052537,12206344058846,9415267,9415506,6309,5480,5241,,,,445,5220,5006,4258,4403,4908,,,,,,1[1],1[1],6400[6400],256[256],TILE,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,,,,,,,,,,,,,,,1[1],1[1],7872[7872],256[256],ROW_MAJOR,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,,,['ttnn/cpp/ttnn/operations/sliding_window/halo/device/kernels/compute/pack_untilize.cpp'],['pack_untilize/16480299970703031458/'],['ttnn/cpp/ttnn/operations/sliding_window/halo/device/kernels/dataflow/halo_gather.cpp'],['halo_gather/1519068747228155510/'],12517181119941476318,False,1480,1460,1196,724,3096,0,0,0,0,1,1,1,[],[],0.018,,,,,,
Conv2dDeviceOperation,tt_dnn_device,651264,0,wormhole_b0,"{'activation': 'std::nullopt'; 'block_config': 'Conv2dBlockConfig(act_block_h_ntiles=25;act_block_w_ntiles=3;out_subblock_h_ntiles=5;out_subblock_w_ntiles=1)'; 'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi2;math_approx_mode=0;fp32_dest_acc_en=0;packer_l1_acc=0;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'config_tensors_in_dram': 'false'; 'dtype': 'DataType::BFLOAT16'; 'enable_act_double_buffer': 'false'; 'enable_activation_reuse': 'false'; 'enable_weights_double_buffer': 'false'; 'force_split_reader': 'std::nullopt'; 'full_inner_dim': 'false'; 'groups': '1'; 'has_bias': 'true'; 'input_tensor_shape': '{1; 80; 80; 256}'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec{grid=[{""start"":{""x"":0;""y"":0};""end"":{""x"":7;""y"":7}]; shape=[800; 32]; orientation=ShardOrientation::ROW_MAJOR};nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_channels': '256'; 'parallelization_config': 'Conv2dParallelizationConfig(grid_size=8-8;num_cores_nhw=8;num_cores_c_in=8;num_cores_c_out=8;per_core_out_matrix_height_ntile=25;per_core_out_matrix_width_ntile=1)'; 'pre_op_l1_allocation_size_bytes': '318976'; 'sliding_window_config': 'SlidingWindowConfig(batch_size=1; input_hw=(80;80); window_hw=(3;3); stride_hw=(1;1); padding=((1; 1); (1; 1)); output_padding = (0; 0); ceil_pad_hw=(0;0); dilation_hw=(1;1); scale_h=1; scale_w=1; num_cores_nhw=8; num_cores_c=1; core_range_set_={[0-0 - 7-7]}; is_transpose=false)'; 'untilize_out': 'false'}",HiFi2,64,64,,15397586148,15397720238,134090,12206364813566,12206365121111,961545,961580,307545,305978,305943,,,,449,293972,298623,305627,305474,305942,,,,,,1[1],1[1],7872[7872],256[256],ROW_MAJOR,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,1[1],1[1],2304[2304],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],32[1],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],6400[6400],256[256],TILE,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,,,['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/conv_bmm_tilize.cpp'],['conv_bmm_tilize/3754262299012375457/'],['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/reader_conv_activations_2d_mcast_padded_with_halo_3x3_weights_v2.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/writer_tiled_out_2d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/writer_tiled_out_2d_mcast_sender_conv_weights_tiled_col_to_rm_blocks.cpp'],['reader_conv_activations_2d_mcast_padded_with_halo_3x3_weights_v2/5812024530469972655/'; 'writer_tiled_out_2d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks/5668670143442259037/'; 'writer_tiled_out_2d_mcast_sender_conv_weights_tiled_col_to_rm_blocks/7837781768506776885/'],17655770213795801283,False,2196,2256,3396,2912,4336,0,0,0,0,57600,57600,4258,[69.97333526611328; 20.479999542236328; 0.2844444513320923],[56.88888931274414],18.825,,,,,,
Conv2dDeviceOperation,tt_dnn_device,651265,1,wormhole_b0,"{'activation': 'std::nullopt'; 'block_config': 'Conv2dBlockConfig(act_block_h_ntiles=25;act_block_w_ntiles=3;out_subblock_h_ntiles=5;out_subblock_w_ntiles=1)'; 'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi2;math_approx_mode=0;fp32_dest_acc_en=0;packer_l1_acc=0;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'config_tensors_in_dram': 'false'; 'dtype': 'DataType::BFLOAT16'; 'enable_act_double_buffer': 'false'; 'enable_activation_reuse': 'false'; 'enable_weights_double_buffer': 'false'; 'force_split_reader': 'std::nullopt'; 'full_inner_dim': 'false'; 'groups': '1'; 'has_bias': 'true'; 'input_tensor_shape': '{1; 80; 80; 256}'; 'memory_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::BLOCK_SHARDED;buffer_type=BufferType::L1;shard_spec=ShardSpec{grid=[{""start"":{""x"":0;""y"":0};""end"":{""x"":7;""y"":7}]; shape=[800; 32]; orientation=ShardOrientation::ROW_MAJOR};nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_channels': '256'; 'parallelization_config': 'Conv2dParallelizationConfig(grid_size=8-8;num_cores_nhw=8;num_cores_c_in=8;num_cores_c_out=8;per_core_out_matrix_height_ntile=25;per_core_out_matrix_width_ntile=1)'; 'pre_op_l1_allocation_size_bytes': '318976'; 'sliding_window_config': 'SlidingWindowConfig(batch_size=1; input_hw=(80;80); window_hw=(3;3); stride_hw=(1;1); padding=((1; 1); (1; 1)); output_padding = (0; 0); ceil_pad_hw=(0;0); dilation_hw=(1;1); scale_h=1; scale_w=1; num_cores_nhw=8; num_cores_c=1; core_range_set_={[0-0 - 7-7]}; is_transpose=false)'; 'untilize_out': 'false'}",HiFi2,64,64,,15397720428,15397724018,3590,12206344929070,12206345238709,871613,871636,309639,308108,308085,,,,460,295960,300789,307749,307587,308080,,,,,,1[1],1[1],7872[7872],256[256],ROW_MAJOR,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,1[1],1[1],2304[2304],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],32[1],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,1[1],1[1],6400[6400],256[256],TILE,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,,,['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/conv_bmm_tilize.cpp'],['conv_bmm_tilize/3754262299012375457/'],['ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/reader_conv_activations_2d_mcast_padded_with_halo_3x3_weights_v2.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/writer_tiled_out_2d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks.cpp'; 'ttnn/cpp/ttnn/operations/conv/conv2d/device/kernels/writer_tiled_out_2d_mcast_sender_conv_weights_tiled_col_to_rm_blocks.cpp'],['reader_conv_activations_2d_mcast_padded_with_halo_3x3_weights_v2/5812024530469972655/'; 'writer_tiled_out_2d_mcast_receiver_conv_weights_tiled_col_to_rm_blocks/5668670143442259037/'; 'writer_tiled_out_2d_mcast_sender_conv_weights_tiled_col_to_rm_blocks/7837781768506776885/'],17655770213795801283,False,2196,2256,3396,2912,4336,0,0,0,0,57600,57600,4258,[69.97333526611328; 20.479999542236328; 0.2844444513320923],[56.88888931274414],18.695,,,,,,
ShardedToInterleavedDeviceOperation,tt_dnn_device,652288,0,wormhole_b0,{'num_slices': '1'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'slice_index': '0'},,64,64,,15398287539,15398291639,4100,12206365122218,12206365140344,2098,2098,18126,17313,17313,,,,509,17285,532,,,,,,,,,1[1],1[1],6400[6400],256[256],TILE,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,,,,,,,,,,,,,,,1[1],1[1],6400[6400],256[256],TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded_blocks_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_sharded.cpp'],['writer_unary_sharded_blocks_interleaved_start_id/1227300318934375154/'; 'reader_unary_sharded/1768061349293066568/'],1214495210306421173,False,860,472,0,0,0,0,0,0,0,1,1,1,[],[],0.006,,,,,,
ShardedToInterleavedDeviceOperation,tt_dnn_device,652289,1,wormhole_b0,{'num_slices': '1'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'slice_index': '0'},,64,64,,15398291749,15398314219,22470,12206345237763,12206345256480,868,868,18717,17070,17070,,,,1732,17068,1757,,,,,,,,,1[1],1[1],6400[6400],256[256],TILE,BFLOAT16,DEV_0_L1_BLOCK_SHARDED,,,,,,,,,,,,,,,1[1],1[1],6400[6400],256[256],TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,,,[],[],['ttnn/cpp/ttnn/operations/data_movement/sharded/device/kernels/dataflow/writer_unary_sharded_blocks_interleaved_start_id.cpp'; 'ttnn/cpp/ttnn/operations/eltwise/unary/device/kernels/dataflow/reader_unary_sharded.cpp'],['writer_unary_sharded_blocks_interleaved_start_id/1227300318934375154/'; 'reader_unary_sharded/1768061349293066568/'],1214495210306421173,False,860,472,0,0,0,0,0,0,0,1,1,1,[],[],0.006,,,,,,
MatmulDeviceOperation,tt_dnn_device,653312,0,wormhole_b0,{'bcast_batch': 'true'; 'compute_kernel_config': 'ComputeKernelConfig(math_fidelity=HiFi2;math_approx_mode=0;fp32_dest_acc_en=0;packer_l1_acc=0;dst_full_sync_en=0;throttle_level=ThrottleLevel::NO_THROTTLE)'; 'global_cb': 'std::nullopt'; 'output_dtype': 'DataType::BFLOAT16'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_tile': 'Tile(tile_shape={32; 32};face_shape={16; 16};num_faces=4)'; 'program_config': 'MatmulMultiCoreReuseMultiCast1DProgramConfig(compute_with_storage_grid_size=8-8;in0_block_w=2;out_subblock_h=4;out_subblock_w=2;out_block_h=4;out_block_w=8;per_core_M=4;per_core_N=8;fuse_batch=0;fused_activation=std::nullopt;mcast_in0=0;gather_in0=0;hop_cores={};num_global_cb_receivers=0;untilize_out=0;allowed_worker_cores={[0-0 - 7-7]})'; 'sub_device_id': 'std::nullopt'; 'transpose_a': 'false'; 'transpose_b': 'false'; 'untilize_out': 'false'; 'user_core_coord': 'std::nullopt'; 'user_fused_activation': 'std::nullopt'; 'user_run_batched': 'false'},HiFi2,50,64,,15401221342,15401359912,138570,12206368415712,12206368501502,3277527,3277527,85790,83623,83623,,,,281,83613,17211,24090,24459,24859,,,,,,1[1],1[1],6400[6400],256[256],TILE,BFLOAT16,DEV_0_L1_INTERLEAVED,1[1],1[1],256[256],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,,,,,,1[1],1[1],6400[6400],256[256],TILE,BFLOAT16,DEV_0_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/matmul/device/kernels/compute/bmm_large_block_zm_fused_bias_activation.cpp'],['bmm_large_block_zm_fused_bias_activation/14468919498152556820/'],['ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_receiver_writer_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in1_sender_writer_padding.cpp'; 'ttnn/cpp/ttnn/operations/matmul/device/kernels/dataflow/reader_bmm_tile_layout_in0_sender_padding.cpp'],['reader_bmm_tile_layout_in1_receiver_writer_padding/12436962559447314799/'; 'reader_bmm_tile_layout_in1_sender_writer_padding/10655783618688089464/'; 'reader_bmm_tile_layout_in0_sender_padding/16473295133818152664/'],15430370458458691912,False,2068,880,2112,1968,5056,0,0,0,0,11828,6400,11828,[277.03753662109375; 11.081501960754395],[277.03753662109375],7.653,,,,,,
