csv,activation,method,degree,segments,metric,precision,bf16_maxulp,runtime_us,compiles,range
acos_n10d4_s1_uniform_rational_ulp.csv,acos,rational_quotient,10d4,1,ulp,bf16,1.00,4.09,1,"[-0.99,0.99]"
acos_n11d1_s1_uniform_rational_ulp.csv,acos,rational_quotient,11d1,1,ulp,bf16,1.00,3.75,1,"[-0.99,0.99]"
acos_n11d3_s1_uniform_rational_ulp.csv,acos,rational_quotient,11d3,1,ulp,bf16,1.00,4.09,1,"[-0.99,0.99]"
acos_n11d5_s2_uniform_rational_ulp.csv,acos,rational_quotient,11d5,2,ulp,bf16,40.19,7.45,1,"[-0.99,0.99]"
acos_n12d2_s2_uniform_rational_ulp.csv,acos,rational_quotient,12d2,2,ulp,bf16,0.44,6.79,1,"[-0.99,0.99]"
acos_n13d1_s1_uniform_rational_ulp.csv,acos,rational_quotient,13d1,1,ulp,bf16,1.00,4.09,1,"[-0.99,0.99]"
acos_n13d3_s1_uniform_rational_ulp.csv,acos,rational_quotient,13d3,1,ulp,bf16,0.50,4.42,1,"[-0.99,0.99]"
acos_n14d2_s1_uniform_rational_ulp.csv,acos,rational_quotient,14d2,1,ulp,bf16,1.00,4.36,1,"[-0.99,0.99]"
acos_n1d1_s1_uniform_rational_ulp.csv,acos,rational_quotient,1d1,1,ulp,bf16,29.00,2.12,1,"[-0.99,0.99]"
acos_n2d2_s2_uniform_rational_ulp.csv,acos,rational_quotient,2d2,2,ulp,bf16,1.00,3.48,1,"[-0.99,0.99]"
acos_n3d2_s2_uniform_rational_ulp.csv,acos,rational_quotient,3d2,2,ulp,bf16,1.00,3.87,1,"[-0.99,0.99]"
acos_n4d1_s2_uniform_rational_ulp.csv,acos,rational_quotient,4d1,2,ulp,bf16,1.00,3.80,1,"[-0.99,0.99]"
acos_n4d3_s2_uniform_rational_ulp.csv,acos,rational_quotient,4d3,2,ulp,bf16,1.00,4.48,1,"[-0.99,0.99]"
acos_n5d1_s2_uniform_rational_ulp.csv,acos,rational_quotient,5d1,2,ulp,bf16,1.00,4.14,1,"[-0.99,0.99]"
acos_n5d3_s2_uniform_rational_ulp.csv,acos,rational_quotient,5d3,2,ulp,bf16,0.50,4.80,1,"[-0.99,0.99]"
acos_n5d5_s2_uniform_rational_ulp.csv,acos,rational_quotient,5d5,2,ulp,bf16,0.12,5.46,1,"[-0.99,0.99]"
acos_n6d3_s1_uniform_rational_ulp.csv,acos,rational_quotient,6d3,1,ulp,bf16,1.00,3.26,1,"[-0.99,0.99]"
acos_n6d5_s2_uniform_rational_ulp.csv,acos,rational_quotient,6d5,2,ulp,bf16,0.12,5.80,1,"[-0.99,0.99]"
acos_n7d1_s2_uniform_rational_ulp.csv,acos,rational_quotient,7d1,2,ulp,bf16,1.00,4.81,1,"[-0.99,0.99]"
acos_n7d3_s2_uniform_rational_ulp.csv,acos,rational_quotient,7d3,2,ulp,bf16,0.12,5.46,1,"[-0.99,0.99]"
acos_n7d6_s1_uniform_rational_ulp.csv,acos,rational_quotient,7d6,1,ulp,bf16,0.50,3.92,1,"[-0.99,0.99]"
acos_n8d1_s1_uniform_rational_ulp.csv,acos,rational_quotient,8d1,1,ulp,bf16,1.00,3.26,1,"[-0.99,0.99]"
acos_n8d3_s1_uniform_rational_ulp.csv,acos,rational_quotient,8d3,1,ulp,bf16,1.00,3.59,1,"[-0.99,0.99]"
acos_n8d5_s2_uniform_rational_ulp.csv,acos,rational_quotient,8d5,2,ulp,bf16,1.00,6.46,1,"[-0.99,0.99]"
acos_n8d8_s1_uniform_rational_ulp.csv,acos,rational_quotient,8d8,1,ulp,bf16,0.50,4.42,1,"[-0.99,0.99]"
acos_n9d2_s1_uniform_rational_ulp.csv,acos,rational_quotient,9d2,1,ulp,bf16,1.00,3.59,1,"[-0.99,0.99]"
acos_n9d4_s1_uniform_rational_ulp.csv,acos,rational_quotient,9d4,1,ulp,bf16,0.50,3.92,1,"[-0.99,0.99]"
acos_n9d6_s1_uniform_rational_ulp.csv,acos,rational_quotient,9d6,1,ulp,bf16,1.00,4.25,1,"[-0.99,0.99]"
acos_n9d8_s1_uniform_rational_ulp.csv,acos,rational_quotient,9d8,1,ulp,bf16,0.50,4.58,1,"[-0.99,0.99]"
acos_p11_s2_uniform_any_ulp.csv,acos,poly,11,2,ulp,bf16,1.00,3.74,1,"[-0.99,0.99]"
acos_p14_s1_uniform_any_ulp.csv,acos,poly,14,1,ulp,bf16,1.00,2.79,1,"[-0.99,0.99]"
acos_p1_s32_uniform_any_ulp.csv,acos,poly,1,32,ulp,bf16,1.00,16.53,1,"[-0.99,0.99]"
acos_p2_s16_uniform_any_ulp.csv,acos,poly,2,16,ulp,bf16,1.00,9.87,1,"[-0.99,0.99]"
acos_p2_s3_uniform_any_ulp.csv,acos,poly,2,3,ulp,bf16,6.25,2.53,1,"[-0.99,0.99]"
acos_p3_s1_uniform_fpminimax_ulp_asin_acos.csv,acos,asin_acos,3,1,ulp,bf16,0.00,5.29,1,"[-0.99,0.99]"
acos_p3_s3_uniform_any_ulp.csv,acos,poly,3,3,ulp,bf16,3.00,2.85,1,"[-0.99,0.99]"
acos_p4_s1_uniform_any_ulp.csv,acos,poly,4,1,ulp,bf16,15.00,1.83,1,"[-0.99,0.99]"
acos_p4_s4_uniform_any_ulp.csv,acos,poly,4,4,ulp,bf16,2.00,3.91,1,"[-0.99,0.99]"
acos_p5_s2_uniform_any_ulp.csv,acos,poly,5,2,ulp,bf16,3.50,2.64,1,"[-0.99,0.99]"
acos_p6_s1_uniform_any_ulp.csv,acos,poly,6,1,ulp,bf16,7.00,1.96,1,"[-0.99,0.99]"
acos_p6_s8_uniform_any_ulp.csv,acos,poly,6,8,ulp,bf16,1.00,6.58,1,"[-0.99,0.99]"
acos_p7_s4_uniform_any_ulp.csv,acos,poly,7,4,ulp,bf16,1.00,4.79,1,"[-0.99,0.99]"
acos_p8_s4_uniform_any_ulp.csv,acos,poly,8,4,ulp,bf16,1.00,4.91,1,"[-0.99,0.99]"
acosh_n10d1_s1_uniform_rational_ulp.csv,acosh,rational_quotient,10d1,1,ulp,bf16,5.00,3.59,1,"[1.01,100.0]"
acosh_n10d3_s1_uniform_rational_ulp.csv,acosh,rational_quotient,10d3,1,ulp,bf16,1.00,3.93,1,"[1.01,100.0]"
acosh_n10d5_s1_uniform_rational_ulp.csv,acosh,rational_quotient,10d5,1,ulp,bf16,0.12,4.25,1,"[1.01,100.0]"
acosh_n11d1_s1_uniform_rational_ulp.csv,acosh,rational_quotient,11d1,1,ulp,bf16,5.00,3.75,1,"[1.01,100.0]"
acosh_n11d3_s1_uniform_rational_ulp.csv,acosh,rational_quotient,11d3,1,ulp,bf16,1.00,4.08,1,"[1.01,100.0]"
acosh_n11d5_s1_uniform_rational_ulp.csv,acosh,rational_quotient,11d5,1,ulp,bf16,0.12,4.41,1,"[1.01,100.0]"
acosh_n12d2_s1_uniform_rational_ulp.csv,acosh,rational_quotient,12d2,1,ulp,bf16,1.00,4.08,1,"[1.01,100.0]"
acosh_n12d4_s1_uniform_rational_ulp.csv,acosh,rational_quotient,12d4,1,ulp,bf16,1.00,4.41,1,"[1.01,100.0]"
acosh_n13d2_s1_uniform_rational_ulp.csv,acosh,rational_quotient,13d2,1,ulp,bf16,1.00,4.25,1,"[1.01,100.0]"
acosh_n14d1_s1_uniform_rational_ulp.csv,acosh,rational_quotient,14d1,1,ulp,bf16,117.00,4.30,1,"[1.01,100.0]"
acosh_n15d1_s1_uniform_rational_ulp.csv,acosh,rational_quotient,15d1,1,ulp,bf16,368.00,4.42,1,"[1.01,100.0]"
acosh_n2d1_s1_uniform_rational_ulp.csv,acosh,rational_quotient,2d1,1,ulp,bf16,24.00,2.27,1,"[1.01,100.0]"
acosh_n3d1_s1_uniform_rational_ulp.csv,acosh,rational_quotient,3d1,1,ulp,bf16,18.00,2.43,1,"[1.01,100.0]"
acosh_n3d3_s1_uniform_rational_ulp.csv,acosh,rational_quotient,3d3,1,ulp,bf16,2.00,2.76,1,"[1.01,100.0]"
acosh_n4d2_s1_uniform_rational_ulp.csv,acosh,rational_quotient,4d2,1,ulp,bf16,3.00,2.76,1,"[1.01,100.0]"
acosh_n4d4_s1_uniform_rational_ulp.csv,acosh,rational_quotient,4d4,1,ulp,bf16,1.00,3.10,1,"[1.01,100.0]"
acosh_n5d2_s1_uniform_rational_ulp.csv,acosh,rational_quotient,5d2,1,ulp,bf16,2.00,2.92,1,"[1.01,100.0]"
acosh_n5d4_s1_uniform_rational_ulp.csv,acosh,rational_quotient,5d4,1,ulp,bf16,1.00,3.26,1,"[1.01,100.0]"
acosh_n5d5_s3_uniform_rational_ulp.csv,acosh,rational_quotient,5d5,3,ulp,bf16,0.50,7.77,1,"[1.01,100.0]"
acosh_n6d2_s2_uniform_rational_ulp.csv,acosh,rational_quotient,6d2,2,ulp,bf16,1.00,4.91,1,"[1.01,100.0]"
acosh_n6d4_s2_uniform_rational_ulp.csv,acosh,rational_quotient,6d4,2,ulp,bf16,1.00,5.58,1,"[1.01,100.0]"
acosh_n6d6_s2_uniform_rational_ulp.csv,acosh,rational_quotient,6d6,2,ulp,bf16,0.50,6.24,1,"[1.01,100.0]"
acosh_n7d2_s2_uniform_rational_ulp.csv,acosh,rational_quotient,7d2,2,ulp,bf16,1.00,5.24,1,"[1.01,100.0]"
acosh_n7d4_s2_uniform_rational_ulp.csv,acosh,rational_quotient,7d4,2,ulp,bf16,1.00,5.90,1,"[1.01,100.0]"
acosh_n7d6_s2_uniform_rational_ulp.csv,acosh,rational_quotient,7d6,2,ulp,bf16,0.12,6.62,1,"[1.01,100.0]"
acosh_n8d1_s2_uniform_rational_ulp.csv,acosh,rational_quotient,8d1,2,ulp,bf16,4.00,5.24,1,"[1.01,100.0]"
acosh_n8d3_s2_uniform_rational_ulp.csv,acosh,rational_quotient,8d3,2,ulp,bf16,1.00,5.91,1,"[1.01,100.0]"
acosh_n8d5_s2_uniform_rational_ulp.csv,acosh,rational_quotient,8d5,2,ulp,bf16,0.12,6.57,1,"[1.01,100.0]"
acosh_n8d7_s2_uniform_rational_ulp.csv,acosh,rational_quotient,8d7,2,ulp,bf16,0.12,7.29,1,"[1.01,100.0]"
acosh_n9d1_s2_uniform_rational_ulp.csv,acosh,rational_quotient,9d1,2,ulp,bf16,3.00,5.57,1,"[1.01,100.0]"
acosh_n9d3_s2_uniform_rational_ulp.csv,acosh,rational_quotient,9d3,2,ulp,bf16,1.00,6.24,1,"[1.01,100.0]"
acosh_n9d5_s2_uniform_rational_ulp.csv,acosh,rational_quotient,9d5,2,ulp,bf16,0.12,6.90,1,"[1.01,100.0]"
acosh_n9d7_s2_uniform_rational_ulp.csv,acosh,rational_quotient,9d7,2,ulp,bf16,1.56,7.56,1,"[1.01,100.0]"
acosh_p11_s1_uniform_any_ulp.csv,acosh,poly,11,1,ulp,bf16,44.50,2.36,1,"[1.01,100.0]"
acosh_p13_s1_uniform_any_ulp.csv,acosh,poly,13,1,ulp,bf16,44.50,2.35,1,"[1.01,100.0]"
acosh_p1_s2_uniform_any_ulp.csv,acosh,poly,1,2,ulp,bf16,103.00,1.89,1,"[1.01,100.0]"
acosh_p1_s8_uniform_any_ulp.csv,acosh,poly,1,8,ulp,bf16,60.00,4.65,1,"[1.01,100.0]"
acosh_p2_s32_uniform_any_ulp.csv,acosh,poly,2,32,ulp,bf16,15.75,16.95,1,"[1.01,100.0]"
acosh_p3_s16_uniform_any_ulp.csv,acosh,poly,3,16,ulp,bf16,18.50,10.02,1,"[1.01,100.0]"
acosh_p3_s3_uniform_any_ulp.csv,acosh,poly,3,3,ulp,bf16,54.00,2.81,1,"[1.01,100.0]"
acosh_p4_s1_uniform_any_ulp.csv,acosh,poly,4,1,ulp,bf16,78.50,1.85,1,"[1.01,100.0]"
acosh_p4_s4_uniform_any_ulp.csv,acosh,poly,4,4,ulp,bf16,37.00,3.67,1,"[1.01,100.0]"
acosh_p5_s2_uniform_any_ulp.csv,acosh,poly,5,2,ulp,bf16,47.00,2.47,1,"[1.01,100.0]"
acosh_p6_s1_uniform_any_ulp.csv,acosh,poly,6,1,ulp,bf16,60.50,1.97,1,"[1.01,100.0]"
acosh_p6_s8_uniform_any_ulp.csv,acosh,poly,6,8,ulp,bf16,18.50,5.89,1,"[1.01,100.0]"
acosh_p7_s4_uniform_any_ulp.csv,acosh,poly,7,4,ulp,bf16,22.50,3.97,1,"[1.01,100.0]"
acosh_p8_s3_uniform_any_ulp.csv,acosh,poly,8,3,ulp,bf16,23.00,3.36,1,"[1.01,100.0]"
acosh_p9_s3_uniform_any_ulp.csv,acosh,poly,9,3,ulp,bf16,19.00,3.47,1,"[1.01,100.0]"
asin_n10d3_s1_uniform_rational_ulp.csv,asin,rational_quotient,10d3,1,ulp,bf16,1.00,2.71,1,"[-0.99,0.99]"
asin_n11d1_s1_uniform_rational_ulp.csv,asin,rational_quotient,11d1,1,ulp,bf16,1.00,2.71,1,"[-0.99,0.99]"
asin_n11d5_s1_uniform_rational_ulp.csv,asin,rational_quotient,11d5,1,ulp,bf16,0.50,3.04,1,"[-0.99,0.99]"
asin_n12d4_s1_uniform_rational_ulp.csv,asin,rational_quotient,12d4,1,ulp,bf16,0.50,3.04,1,"[-0.99,0.99]"
asin_n14d1_s1_uniform_rational_ulp.csv,asin,rational_quotient,14d1,1,ulp,bf16,1.00,2.98,1,"[-0.99,0.99]"
asin_n2d1_s1_uniform_rational_ulp.csv,asin,rational_quotient,2d1,1,ulp,bf16,32.00,1.91,1,"[-0.99,0.99]"
asin_n3d3_s1_uniform_rational_ulp.csv,asin,rational_quotient,3d3,1,ulp,bf16,2.00,2.23,1,"[-0.99,0.99]"
asin_n4d4_s1_uniform_rational_ulp.csv,asin,rational_quotient,4d4,1,ulp,bf16,1.00,2.38,1,"[-0.99,0.99]"
asin_n5d4_s1_uniform_rational_ulp.csv,asin,rational_quotient,5d4,1,ulp,bf16,1.00,2.54,1,"[-0.99,0.99]"
asin_n6d3_s1_uniform_rational_ulp.csv,asin,rational_quotient,6d3,1,ulp,bf16,1.00,2.38,1,"[-0.99,0.99]"
asin_n7d1_s1_uniform_rational_ulp.csv,asin,rational_quotient,7d1,1,ulp,bf16,2.00,2.49,1,"[-0.99,0.99]"
asin_n7d5_s1_uniform_rational_ulp.csv,asin,rational_quotient,7d5,1,ulp,bf16,0.25,2.71,1,"[-0.99,0.99]"
asin_n8d2_s1_uniform_rational_ulp.csv,asin,rational_quotient,8d2,1,ulp,bf16,1.00,2.54,1,"[-0.99,0.99]"
asin_n8d6_s1_uniform_rational_ulp.csv,asin,rational_quotient,8d6,1,ulp,bf16,0.25,2.87,1,"[-0.99,0.99]"
asin_n9d2_s1_uniform_rational_ulp.csv,asin,rational_quotient,9d2,1,ulp,bf16,1.00,2.71,1,"[-0.99,0.99]"
asin_n9d6_s1_uniform_rational_ulp.csv,asin,rational_quotient,9d6,1,ulp,bf16,0.00,3.04,1,"[-0.99,0.99]"
asin_p11_s1_uniform_any_ulp.csv,asin,poly,11,1,ulp,bf16,1.00,2.27,1,"[-0.99,0.99]"
asin_p15_s3_uniform_any_ulp.csv,asin,poly,15,3,ulp,bf16,1.00,5.18,1,"[-0.99,0.99]"
asin_p1_s32_uniform_any_ulp.csv,asin,poly,1,32,ulp,bf16,2.00,16.45,1,"[-0.99,0.99]"
asin_p2_s16_uniform_any_ulp.csv,asin,poly,2,16,ulp,bf16,1.00,9.76,1,"[-0.99,0.99]"
asin_p2_s3_uniform_any_ulp.csv,asin,poly,2,3,ulp,bf16,32.00,2.21,1,"[-0.99,0.99]"
asin_p3_s1_uniform_any_ulp.csv,asin,poly,3,1,ulp,bf16,8.00,1.76,1,"[-0.99,0.99]"
asin_p3_s4_uniform_any_ulp.csv,asin,poly,3,4,ulp,bf16,3.00,3.30,1,"[-0.99,0.99]"
asin_p4_s2_uniform_any_ulp.csv,asin,poly,4,2,ulp,bf16,8.00,2.02,1,"[-0.99,0.99]"
asin_p4_s8_uniform_any_ulp.csv,asin,poly,4,8,ulp,bf16,1.00,6.42,1,"[-0.99,0.99]"
asin_p5_s3_uniform_any_ulp.csv,asin,poly,5,3,ulp,bf16,4.00,3.15,1,"[-0.99,0.99]"
asin_p6_s2_uniform_any_ulp.csv,asin,poly,6,2,ulp,bf16,4.00,2.32,1,"[-0.99,0.99]"
asin_p7_s1_uniform_any_ulp.csv,asin,poly,7,1,ulp,bf16,2.00,1.99,1,"[-0.99,0.99]"
asin_p7_s8_uniform_any_ulp.csv,asin,poly,7,8,ulp,bf16,1.00,7.47,1,"[-0.99,0.99]"
asin_p8_s4_uniform_any_ulp.csv,asin,poly,8,4,ulp,bf16,1.00,5.27,1,"[-0.99,0.99]"
asin_p9_s3_uniform_any_ulp.csv,asin,poly,9,3,ulp,bf16,1.00,4.08,1,"[-0.99,0.99]"
asinh_n10d4_s1_uniform_rational_ulp.csv,asinh,rational_quotient,10d4,1,ulp,bf16,1.00,2.87,1,"[-10.0,10.0]"
asinh_n11d2_s1_uniform_rational_ulp.csv,asinh,rational_quotient,11d2,1,ulp,bf16,1.00,2.87,1,"[-10.0,10.0]"
asinh_n12d1_s1_uniform_rational_ulp.csv,asinh,rational_quotient,12d1,1,ulp,bf16,10.00,2.71,1,"[-10.0,10.0]"
asinh_n13d12_s1_uniform_rational_ulp.csv,asinh,rational_quotient,13d12,1,ulp,bf16,0.00,3.87,1,"[-10.0,10.0]"
asinh_n14d1_s1_uniform_rational_ulp.csv,asinh,rational_quotient,14d1,1,ulp,bf16,7.00,2.87,1,"[-10.0,10.0]"
asinh_n1d1_s1_uniform_rational_ulp.csv,asinh,rational_quotient,1d1,1,ulp,bf16,73.00,1.94,1,"[-10.0,10.0]"
asinh_n3d2_s1_uniform_rational_ulp.csv,asinh,rational_quotient,3d2,1,ulp,bf16,8.00,2.22,1,"[-10.0,10.0]"
asinh_n4d3_s1_uniform_rational_ulp.csv,asinh,rational_quotient,4d3,1,ulp,bf16,8.00,2.23,1,"[-10.0,10.0]"
asinh_n5d3_s1_uniform_rational_ulp.csv,asinh,rational_quotient,5d3,1,ulp,bf16,3.00,2.38,1,"[-10.0,10.0]"
asinh_n6d2_s1_uniform_rational_ulp.csv,asinh,rational_quotient,6d2,1,ulp,bf16,3.00,2.38,1,"[-10.0,10.0]"
asinh_n6d6_s1_uniform_rational_ulp.csv,asinh,rational_quotient,6d6,1,ulp,bf16,1.00,2.71,1,"[-10.0,10.0]"
asinh_n7d4_s1_uniform_rational_ulp.csv,asinh,rational_quotient,7d4,1,ulp,bf16,1.00,2.71,1,"[-10.0,10.0]"
asinh_n8d1_s1_uniform_rational_ulp.csv,asinh,rational_quotient,8d1,1,ulp,bf16,22.00,2.49,1,"[-10.0,10.0]"
asinh_n8d5_s1_uniform_rational_ulp.csv,asinh,rational_quotient,8d5,1,ulp,bf16,1.00,2.71,1,"[-10.0,10.0]"
asinh_n9d1_s1_uniform_rational_ulp.csv,asinh,rational_quotient,9d1,1,ulp,bf16,15.00,2.54,1,"[-10.0,10.0]"
asinh_n9d5_s1_uniform_rational_ulp.csv,asinh,rational_quotient,9d5,1,ulp,bf16,1.00,2.87,1,"[-10.0,10.0]"
asinh_p10_s2_uniform_any_ulp.csv,asinh,poly,10,2,ulp,bf16,15.00,2.97,1,"[-10.0,10.0]"
asinh_p12_s1_uniform_any_ulp.csv,asinh,poly,12,1,ulp,bf16,10.00,2.27,1,"[-10.0,10.0]"
asinh_p15_s1_uniform_any_ulp.csv,asinh,poly,15,1,ulp,bf16,5.00,2.84,1,"[-10.0,10.0]"
asinh_p1_s2_uniform_any_ulp.csv,asinh,poly,1,2,ulp,bf16,73.00,1.82,1,"[-10.0,10.0]"
asinh_p1_s8_uniform_any_ulp.csv,asinh,poly,1,8,ulp,bf16,21.50,4.31,1,"[-10.0,10.0]"
asinh_p2_s32_uniform_any_ulp.csv,asinh,poly,2,32,ulp,bf16,1.00,17.42,1,"[-10.0,10.0]"
asinh_p3_s16_uniform_any_ulp.csv,asinh,poly,3,16,ulp,bf16,1.00,10.04,1,"[-10.0,10.0]"
asinh_p3_s3_uniform_any_ulp.csv,asinh,poly,3,3,ulp,bf16,55.00,2.61,1,"[-10.0,10.0]"
asinh_p4_s1_uniform_any_ulp.csv,asinh,poly,4,1,ulp,bf16,55.00,1.76,1,"[-10.0,10.0]"
asinh_p4_s4_uniform_any_ulp.csv,asinh,poly,4,4,ulp,bf16,21.00,3.24,1,"[-10.0,10.0]"
