OP_CODE,GL_CNT,GL,OP_NAME,PAD,STRIDE,FILT_H,FILT_W,INPUT_0_W,INPUT_0_Z,INPUT_0_Y,INPUT_0_X,INPUT_1_W,INPUT_1_Z,INPUT_1_Y,INPUT_1_X,MEASURED_NANO_SEC
 Untilize,29,,,,,,,1,28,28,128,-,-,-,-,11610
 OptimizedConv,30,,res3b_branch2b,1,1,3,3,1,28,28,128,1,1,1152,128,111673
 tt::operations::primary::Matmul,31,,res3b_branch2c,0,1,1,1,1,28,28,128,1,1,128,512,36903
 EltwiseBinary,32,,,,,,,1,28,28,512,1,1,6272,512,6000
 tt::operations::primary::Matmul,33,,res3c_branch2a,0,1,1,1,1,28,28,512,1,1,512,128,35734
 Untilize,34,,,,,,,1,28,28,128,-,-,-,-,11527
 OptimizedConv,35,,res3c_branch2b,1,1,3,3,1,28,28,128,1,1,1152,128,111597
 tt::operations::primary::Matmul,36,,res3c_branch2c,0,1,1,1,1,28,28,128,1,1,128,512,37407
 EltwiseBinary,37,,,,,,,1,28,28,512,1,1,6272,512,6008
 tt::operations::primary::Matmul,38,,res3d_branch2a,0,1,1,1,1,28,28,512,1,1,512,128,35728
 Untilize,39,,,,,,,1,28,28,128,-,-,-,-,11509
 OptimizedConv,40,,res3d_branch2b,1,1,3,3,1,28,28,128,1,1,1152,128,111641
 tt::operations::primary::Matmul,41,,res3d_branch2c,0,1,1,1,1,28,28,128,1,1,128,512,36886
 EltwiseBinary,42,,,,,,,1,28,28,512,1,1,6272,512,34877
 InterleavedToSharded,43,,,,,,,1,28,28,512,1,1,6272,512,20696
 tt::operations::primary::Matmul,44,,res4a_branch2a,0,1,1,1,1,28,28,512,1,1,512,256,60922
 Untilize,45,,,,,,,1,28,28,512,-,-,-,-,67305
 OptimizedConv,46,,res4a_branch1,0,2,1,1,1,28,28,512,1,1,512,1024,116604
 Untilize,47,,,,,,,1,28,28,256,-,-,-,-,66240
 OptimizedConv,48,,res4a_branch2b,1,2,3,3,1,28,28,256,1,1,2304,256,219855
 tt::operations::primary::Matmul,49,,res4a_branch2c,0,1,1,1,1,14,14,256,1,1,256,1024,34521
 EltwiseBinary,50,,,,,,,1,14,14,1024,1,1,1568,1024,5091
 tt::operations::primary::Matmul,51,,res4b_branch2a,0,1,1,1,1,14,14,1024,1,1,1024,256,32606
 Untilize,52,,,,,,,1,14,14,256,-,-,-,-,17789
 OptimizedConv,53,,res4b_branch2b,1,1,3,3,1,14,14,256,1,1,2304,256,264371
 tt::operations::primary::Matmul,54,,res4b_branch2c,0,1,1,1,1,14,14,256,1,1,256,1024,34494
 EltwiseBinary,55,,,,,,,1,14,14,1024,1,1,1568,1024,5073
 tt::operations::primary::Matmul,56,,res4c_branch2a,0,1,1,1,1,14,14,1024,1,1,1024,256,32621
 Untilize,57,,,,,,,1,14,14,256,-,-,-,-,17801
 OptimizedConv,58,,res4c_branch2b,1,1,3,3,1,14,14,256,1,1,2304,256,264442
 tt::operations::primary::Matmul,59,,res4c_branch2c,0,1,1,1,1,14,14,256,1,1,256,1024,34483
 EltwiseBinary,60,,,,,,,1,14,14,1024,1,1,1568,1024,5089
 tt::operations::primary::Matmul,61,,res4d_branch2a,0,1,1,1,1,14,14,1024,1,1,1024,256,32638
 Untilize,62,,,,,,,1,14,14,256,-,-,-,-,17843
 OptimizedConv,63,,res4d_branch2b,1,1,3,3,1,14,14,256,1,1,2304,256,264399
 tt::operations::primary::Matmul,64,,res4d_branch2c,0,1,1,1,1,14,14,256,1,1,256,1024,34437
 EltwiseBinary,65,,,,,,,1,14,14,1024,1,1,1568,1024,5116
 tt::operations::primary::Matmul,66,,res4e_branch2a,0,1,1,1,1,14,14,1024,1,1,1024,256,32563
 Untilize,67,,,,,,,1,14,14,256,-,-,-,-,17902
 OptimizedConv,68,,res4e_branch2b,1,1,3,3,1,14,14,256,1,1,2304,256,264345
 tt::operations::primary::Matmul,69,,res4e_branch2c,0,1,1,1,1,14,14,256,1,1,256,1024,34442
 EltwiseBinary,70,,,,,,,1,14,14,1024,1,1,1568,1024,5112
 tt::operations::primary::Matmul,71,,res4f_branch2a,0,1,1,1,1,14,14,1024,1,1,1024,256,32640
 Untilize,72,,,,,,,1,14,14,256,-,-,-,-,17821
 OptimizedConv,73,,res4f_branch2b,1,1,3,3,1,14,14,256,1,1,2304,256,264289
 tt::operations::primary::Matmul,74,,res4f_branch2c,0,1,1,1,1,14,14,256,1,1,256,1024,34448
 EltwiseBinary,75,,,,,,,1,14,14,1024,1,1,1568,1024,18725
 InterleavedToSharded,76,,,,,,,1,14,14,1024,1,1,1568,1024,12952
 tt::operations::primary::Matmul,77,,res5a_branch2a,0,1,1,1,1,14,14,1024,1,1,1024,512,68170
 Untilize,78,,,,,,,1,14,14,1024,-,-,-,-,23278
 OptimizedConv,79,,res5a_branch1,0,2,1,1,1,14,14,1024,1,1,1024,2048,179095
 Untilize,80,,,,,,,1,14,14,512,-,-,-,-,22809
 OptimizedConv,81,,res5a_branch2b,1,2,3,3,1,14,14,512,1,1,4608,512,179280
 tt::operations::primary::Matmul,82,,res5a_branch2c,0,1,1,1,1,7,7,512,1,1,512,2048,50343
 EltwiseBinary,83,,,,,,,1,7,7,2048,1,1,416,2048,4804
 tt::operations::primary::Matmul,84,,res5b_branch2a,0,1,1,1,1,7,7,2048,1,1,2048,512,57526
 UntilizeWithUnpadding,85,,,,,,,1,7,7,512,-,-,-,-,8883
 OptimizedConv,86,,res5b_branch2b,1,1,3,3,1,7,7,512,1,1,4608,512,228414
 tt::operations::primary::Matmul,87,,res5b_branch2c,0,1,1,1,1,7,7,512,1,1,512,2048,50256
 EltwiseBinary,88,,,,,,,1,7,7,2048,1,1,416,2048,4800
 tt::operations::primary::Matmul,89,,res5b_branch2a,0,1,1,1,1,7,7,2048,1,1,2048,512,54421
 UntilizeWithUnpadding,90,,,,,,,1,7,7,512,-,-,-,-,8824
 OptimizedConv,91,,res5b_branch2b,1,1,3,3,1,7,7,512,1,1,4608,512,228497
 tt::operations::primary::Matmul,92,,res5b_branch2c,0,1,1,1,1,7,7,512,1,1,512,2048,50379
 EltwiseBinary,93,,,,,,,1,7,7,2048,1,1,416,2048,4799
 Untilize,94,,,,,,,1,7,7,2048,-,-,-,-,12952
 Unpad,95,,,,,,,1,7,7,2048,-,-,-,-,7729
 Pad,96,,,,,,,1,7,7,2048,-,-,-,-,88761
 Tilize,97,,,,,,,1,7,7,2048,-,-,-,-,85324
 Reduce,98,,,,,,,1,1,64,2048,-,-,-,-,13342
 Untilize,99,,,,,,,1,1,32,2048,-,-,-,-,70824
 Unpad,100,,,,,,,1,1,32,2048,-,-,-,-,1623
 Pad,101,,,,,,,1,1,1,2048,-,-,-,-,25915
 Tilize,102,,,,,,,1,1,32,2048,-,-,-,-,31497
 tt::operations::primary::Matmul,103,,fc,,,,,1,1,32,2048,1,1,2048,1024,55171
 UntilizeWithUnpadding,104,,,,,,,1,1,32,1024,-,-,-,-,26597
