OP_NAME,DEVICE_ID,CALL_IDX,KERNEL_DUR_us,CORES,AVAIL_CORES,CORE_UTIL%,MATH_FIDELITY,IN0_SHAPE,IN0_LAYOUT,IN0_DTYPE,IN0_MEM,IN1_SHAPE,IN1_MEM,OUT0_SHAPE,OUT0_MEM,FPU_UTIL%,DRAM_BW_UTIL%
RotaryEmbeddingLlamaDeviceOperation,0,111616,302.73,70,70,100.0,HiFi4,8[8]x8192[8192]x128[128],TILE,BFLOAT16,DRAM_INTERLEAVED,131072[131072]x128[128],DRAM_INTERLEAVED,8[8]x8192[8192]x128[128],DRAM_INTERLEAVED,0.0,0.0
TypecastDeviceOperation,0,112640,18.62,70,70,100.0,HiFi4,8192[8192]x128[128],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x128[128],DRAM_INTERLEAVED,0.0,0.0
RotaryEmbeddingLlamaDeviceOperation,0,113664,46.05,70,70,100.0,HiFi4,8192[8192]x128[128],TILE,BFLOAT16,DRAM_INTERLEAVED,131072[131072]x128[128],DRAM_INTERLEAVED,8192[8192]x128[128],DRAM_INTERLEAVED,0.0,0.0
TypecastDeviceOperation,0,114688,15.83,70,70,100.0,HiFi4,8192[8192]x128[128],TILE,BFLOAT16,DRAM_INTERLEAVED,,,8192[8192]x128[128],DRAM_INTERLEAVED,0.0,0.0
TypecastDeviceOperation,0,115712,11.99,70,70,100.0,HiFi4,8192[8192]x128[128],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x128[128],DRAM_INTERLEAVED,0.0,0.0
PagedFillCacheDeviceOperation,0,116736,13.24,70,70,100.0,,2048[2048]x64[64]x128[128],TILE,BFLOAT8_B,DRAM_INTERLEAVED,8192[8192]x128[128],DRAM_INTERLEAVED,2048[2048]x64[64]x128[128],DRAM_INTERLEAVED,0.0,0.0
PagedFillCacheDeviceOperation,0,117760,12.82,70,70,100.0,,2048[2048]x64[64]x128[128],TILE,BFLOAT8_B,DRAM_INTERLEAVED,8192[8192]x128[128],DRAM_INTERLEAVED,2048[2048]x64[64]x128[128],DRAM_INTERLEAVED,0.0,0.0
TypecastDeviceOperation,0,118784,107.16,70,70,100.0,HiFi4,8[8]x8192[8192]x128[128],TILE,BFLOAT16,DRAM_INTERLEAVED,,,8[8]x8192[8192]x128[128],DRAM_INTERLEAVED,0.0,0.0
SDPA,0,119808,1809.83,70,70,100.0,HiFi4,8[8]x8192[8192]x128[128],TILE,BFLOAT8_B,DRAM_INTERLEAVED,8192[8192]x128[128],DRAM_INTERLEAVED,8[8]x2048[2048]x128[128],DRAM_INTERLEAVED,0.0,0.0
NLPConcatHeadsDeviceOperation,0,120832,22.27,64,70,91.4,,8[8]x2048[2048]x128[128],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,2048[2048]x1024[1024],DRAM_INTERLEAVED,0.0,0.0
SliceDeviceOperation,0,121856,11.56,70,70,100.0,,2048[2048]x1024[1024],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,1024[1024]x1024[1024],DRAM_INTERLEAVED,35.8,0.0
SliceDeviceOperation,0,122880,11.92,70,70,100.0,,2048[2048]x1024[1024],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,1024[1024]x1024[1024],DRAM_INTERLEAVED,34.7,0.0
AllGatherAsyncDeviceOperation,0,123904,81.70,40,70,57.1,,1024[1024]x1024[1024],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,4096[4096]x1024[1024],DRAM_INTERLEAVED,0.0,0.0
AllGatherAsyncDeviceOperation,0,124928,90.69,40,70,57.1,,1024[1024]x1024[1024],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,4096[4096]x1024[1024],DRAM_INTERLEAVED,0.0,0.0
ConcatDeviceOperation,0,125952,79.41,70,70,100.0,,4096[4096]x1024[1024],TILE,BFLOAT8_B,DRAM_INTERLEAVED,4096[4096]x1024[1024],DRAM_INTERLEAVED,8192[8192]x1024[1024],DRAM_INTERLEAVED,0.0,0.0
MatmulDeviceOperation,0,126976,477.48,56,70,80.0,HiFi2,8[8]x1024[1024]x1024[1024],TILE,BFLOAT8_B,DRAM_INTERLEAVED,1024[1024]x2048[2048],DRAM_INTERLEAVED,8[8]x1024[1024]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
ReduceScatterMinimalAsyncDeviceOperation,0,128000,483.68,40,70,57.1,HiFi4,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
AllGatherAsyncDeviceOperation,0,129024,321.15,40,70,57.1,,8192[8192]x256[256],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
BinaryNgDeviceOperation,0,130048,233.92,70,70,100.0,HiFi4,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,8192[8192]x2048[2048],DRAM_INTERLEAVED,8192[8192]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
LayerNormPreAllGatherDeviceOperation,0,131072,139.33,70,70,100.0,HiFi2,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x32[32],DRAM_INTERLEAVED,0.0,0.0
AllGatherAsyncDeviceOperation,0,132096,58.85,24,70,34.3,,8192[8192]x32[32],TILE,BFLOAT16,DRAM_INTERLEAVED,,,8192[8192]x128[128],DRAM_INTERLEAVED,0.0,0.0
LayerNormPostAllGatherDeviceOperation,0,133120,228.07,70,70,100.0,HiFi2,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,8192[8192]x128[128],DRAM_INTERLEAVED,8192[8192]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
MatmulDeviceOperation,0,134144,756.39,63,70,90.0,LoFi,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,2048[2048]x3584[3584],DRAM_INTERLEAVED,8192[8192]x3584[3584],DRAM_INTERLEAVED,0.0,0.0
ReduceScatterMinimalAsyncDeviceOperation,0,135168,703.41,40,70,57.1,HiFi4,8192[8192]x3584[3584],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x3584[3584],DRAM_INTERLEAVED,0.0,0.0
MatmulDeviceOperation,0,136192,749.69,63,70,90.0,LoFi,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,2048[2048]x3584[3584],DRAM_INTERLEAVED,8192[8192]x3584[3584],DRAM_INTERLEAVED,0.0,0.0
ReduceScatterMinimalAsyncDeviceOperation,0,137216,698.25,40,70,57.1,HiFi4,8192[8192]x3584[3584],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x3584[3584],DRAM_INTERLEAVED,0.0,0.0
BinaryNgDeviceOperation,0,138240,200.84,70,70,100.0,HiFi4,8192[8192]x896[896],TILE,BFLOAT8_B,DRAM_INTERLEAVED,8192[8192]x896[896],DRAM_INTERLEAVED,8192[8192]x896[896],DRAM_INTERLEAVED,0.0,0.0
AllGatherMinimalMatmulAsyncOp,0,139264,2103.54,58,70,82.9,HiFi2,8192[8192]x896[896],TILE,BFLOAT8_B,DRAM_INTERLEAVED,3584[3584]x2048[2048],DRAM_INTERLEAVED,8192[8192]x3584[3584],DRAM_INTERLEAVED,0.0,0.0
ReduceScatterMinimalAsyncDeviceOperation,0,140288,449.40,40,70,57.1,HiFi4,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
AllGatherAsyncDeviceOperation,0,141312,307.65,40,70,57.1,,8192[8192]x256[256],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
BinaryNgDeviceOperation,0,142336,235.82,70,70,100.0,HiFi4,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,8192[8192]x2048[2048],DRAM_INTERLEAVED,8192[8192]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
LayerNormPreAllGatherDeviceOperation,0,143360,139.80,70,70,100.0,HiFi2,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x32[32],DRAM_INTERLEAVED,0.0,0.0
AllGatherAsyncDeviceOperation,0,144384,58.23,24,70,34.3,,8192[8192]x32[32],TILE,BFLOAT16,DRAM_INTERLEAVED,,,8192[8192]x128[128],DRAM_INTERLEAVED,0.0,0.0
LayerNormPostAllGatherDeviceOperation,0,145408,228.29,70,70,100.0,HiFi2,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,8192[8192]x128[128],DRAM_INTERLEAVED,8192[8192]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
UntilizeDeviceOperation,0,146432,318.06,64,70,91.4,HiFi4,8192[8192]x2048[2048],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,8192[8192]x2048[2048],DRAM_INTERLEAVED,37.6,0.0
SliceDeviceOperation,0,147456,1.35,1,70,1.4,,8192[8192]x2048[2048],ROW_MAJOR,BFLOAT16,DRAM_INTERLEAVED,,,2048[2048],DRAM_INTERLEAVED,37.3,0.0
TilizeWithValPaddingDeviceOperation,0,148480,5.72,64,70,91.4,HiFi4,2048[2048],ROW_MAJOR,BFLOAT16,DRAM_INTERLEAVED,,,32[1]x2048[2048],DRAM_INTERLEAVED,0.0,0.0
MatmulDeviceOperation,0,149504,194.72,47,70,67.1,HiFi2,32[1]x2048[2048],TILE,BFLOAT16,DRAM_INTERLEAVED,2048[2048]x16384[16384],DRAM_INTERLEAVED,32[1]x16384[16384],DRAM_INTERLEAVED,0.2,0.0
AllGatherAsyncDeviceOperation,0,150528,54.58,24,70,34.3,,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,4[4]x32[1]x16384[16384],DRAM_INTERLEAVED,0.0,0.0
FastReduceNCDeviceOperation,0,151552,13.41,70,70,100.0,HiFi4,4[4]x32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,32[32]x16384[16384],DRAM_INTERLEAVED,0.0,0.0
CopyDeviceOperation,0,152576,7.17,70,70,100.0,,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,32[1]x16384[16384],DRAM_INTERLEAVED,32[1]x16384[16384],DRAM_INTERLEAVED,0.0,0.0
UntilizeWithUnpaddingDeviceOperation,0,153600,7.38,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.7,0.0
UntilizeWithUnpaddingDeviceOperation,0,154624,7.55,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.8,0.0
UntilizeWithUnpaddingDeviceOperation,0,155648,7.83,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,36.5,0.0
UntilizeWithUnpaddingDeviceOperation,0,156672,7.58,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.7,0.0
UntilizeWithUnpaddingDeviceOperation,0,157696,7.51,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.0,0.0
UntilizeWithUnpaddingDeviceOperation,0,158720,7.56,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.8,0.0
UntilizeWithUnpaddingDeviceOperation,0,159744,7.43,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.4,0.0
UntilizeWithUnpaddingDeviceOperation,0,160768,7.51,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.1,0.0
UntilizeWithUnpaddingDeviceOperation,0,161792,7.57,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,37.8,0.0
UntilizeWithUnpaddingDeviceOperation,0,162816,7.49,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.2,0.0
UntilizeWithUnpaddingDeviceOperation,0,163840,7.50,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.1,0.0
UntilizeWithUnpaddingDeviceOperation,0,164864,7.37,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,38.7,0.0
UntilizeWithUnpaddingDeviceOperation,0,165888,7.09,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,40.3,0.0
UntilizeWithUnpaddingDeviceOperation,0,166912,6.82,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,41.9,0.0
UntilizeWithUnpaddingDeviceOperation,0,167936,7.10,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,40.2,0.0
UntilizeWithUnpaddingDeviceOperation,0,168960,7.06,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,40.5,0.0
UntilizeWithUnpaddingDeviceOperation,0,169984,6.89,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,41.5,0.0
UntilizeWithUnpaddingDeviceOperation,0,171008,7.13,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,40.1,0.0
UntilizeWithUnpaddingDeviceOperation,0,172032,6.99,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,40.9,0.0
UntilizeWithUnpaddingDeviceOperation,0,173056,7.18,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,39.8,0.0
UntilizeWithUnpaddingDeviceOperation,0,174080,7.02,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,40.7,0.0
UntilizeWithUnpaddingDeviceOperation,0,175104,6.82,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,41.9,0.0
UntilizeWithUnpaddingDeviceOperation,0,176128,7.20,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,39.7,0.0
UntilizeWithUnpaddingDeviceOperation,0,177152,7.10,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,40.2,0.0
UntilizeWithUnpaddingDeviceOperation,0,178176,6.95,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,41.1,0.0
UntilizeWithUnpaddingDeviceOperation,0,179200,7.02,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,40.7,0.0
UntilizeWithUnpaddingDeviceOperation,0,180224,7.03,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,40.6,0.0
UntilizeWithUnpaddingDeviceOperation,0,181248,6.83,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,41.8,0.0
UntilizeWithUnpaddingDeviceOperation,0,182272,7.14,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,40.0,0.0
UntilizeWithUnpaddingDeviceOperation,0,183296,6.92,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,41.3,0.0
UntilizeWithUnpaddingDeviceOperation,0,184320,7.08,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,40.3,0.0
UntilizeWithUnpaddingDeviceOperation,0,185344,6.89,64,70,91.4,HiFi4,32[1]x16384[16384],TILE,BFLOAT8_B,DRAM_INTERLEAVED,,,16384[16384],DRAM_INTERLEAVED,41.5,0.0
ConcatDeviceOperation,0,186368,51.65,32,70,45.7,,16384[16384],ROW_MAJOR,BFLOAT16,DRAM_INTERLEAVED,16384[16384],DRAM_INTERLEAVED,32[32]x16384[16384],DRAM_INTERLEAVED,0.0,0.0
TilizeWithValPaddingDeviceOperation,0,187392,21.97,64,70,91.4,HiFi4,32[32]x16384[16384],ROW_MAJOR,BFLOAT16,DRAM_INTERLEAVED,,,32[32]x16384[16384],DRAM_INTERLEAVED,0.0,0.0
TypecastDeviceOperation,0,188416,21.32,32,70,45.7,HiFi4,32[32]x16384[16384],TILE,BFLOAT16,DRAM_INTERLEAVED,,,32[32]x16384[16384],DRAM_INTERLEAVED,0.0,0.0
TopKDeviceOperation,0,189440,177.83,17,70,24.3,HiFi4,32[32]x16384[16384],TILE,BFLOAT16,DRAM_INTERLEAVED,32[32]x16384[16384],DRAM_INTERLEAVED,32[32]x32[32],DRAM_INTERLEAVED,0.0,0.0
AllGatherAsyncDeviceOperation,0,190464,19.86,6,70,8.6,,32[32]x32[32],TILE,BFLOAT16,DRAM_INTERLEAVED,32[32]x256[256],DRAM_INTERLEAVED,32[32]x256[256],DRAM_INTERLEAVED,0.0,0.0
InterleavedToShardedDeviceOperation,0,191488,0.89,8,70,11.4,,32[32]x256[256],TILE,BFLOAT16,DRAM_INTERLEAVED,,,32[32]x256[256],L1_WIDTH_SHARDED,0.1,0.0
ShardedToInterleavedDeviceOperation,0,192512,0.98,8,70,11.4,,32[32]x256[256],TILE,BFLOAT16,L1_WIDTH_SHARDED,,,32[32]x256[256],DRAM_INTERLEAVED,0.1,0.0
AllGatherAsyncDeviceOperation,0,193536,19.43,6,70,8.6,,32[32]x32[32],TILE,UINT16,DRAM_INTERLEAVED,32[32]x256[256],DRAM_INTERLEAVED,32[32]x256[256],DRAM_INTERLEAVED,0.0,0.0
TypecastDeviceOperation,0,194560,1.74,8,70,11.4,HiFi4,32[32]x256[256],TILE,UINT16,DRAM_INTERLEAVED,,,32[32]x256[256],DRAM_INTERLEAVED,0.1,0.0
InterleavedToShardedDeviceOperation,0,195584,1.27,8,70,11.4,,32[32]x256[256],TILE,INT32,DRAM_INTERLEAVED,,,32[32]x256[256],L1_WIDTH_SHARDED,0.1,0.0
BinaryNgDeviceOperation,0,196608,2.70,50,70,71.4,HiFi4,32[32]x256[256],TILE,INT32,DRAM_INTERLEAVED,32[32]x256[256],L1_WIDTH_SHARDED,32[32]x256[256],L1_WIDTH_SHARDED,0.0,0.0
ShardedToInterleavedDeviceOperation,0,197632,1.44,8,70,11.4,,32[32]x256[256],TILE,INT32,L1_WIDTH_SHARDED,,,32[32]x256[256],DRAM_INTERLEAVED,0.1,0.0
UntilizeDeviceOperation,0,198656,3.09,8,70,11.4,HiFi4,32[32]x256[256],TILE,INT32,DRAM_INTERLEAVED,,,32[32]x256[256],DRAM_INTERLEAVED,21.0,0.0
ManualSeedDeviceOperation,0,199680,19.09,50,70,71.4,HiFi4,32[32],ROW_MAJOR,UINT32,DRAM_INTERLEAVED,32[32],DRAM_INTERLEAVED,,DRAM_INTERLEAVED,0.0,0.0
SamplingDeviceOperation,0,200704,68.44,32,70,45.7,HiFi4,32[32]x256[256],TILE,BFLOAT16,DRAM_INTERLEAVED,32[32]x256[256],DRAM_INTERLEAVED,32[32],DRAM_INTERLEAVED,0.0,0.0
